,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,1352,1693,1901,2466,3773,3312,4263,4575,4798,4604,4441,Upgrade
1,Market Cap Growth,-31.33%,-31.33%,-49.61%,-25.56%,-11.50%,-27.60%,-11.15%,-0.65%,8.03%,-0.32%,-35.00%,Upgrade
2,Enterprise Value,15896,15869,14025,12849,17820,16445,17816,12768,12553,12919,11697,Upgrade
3,Last Close Price,0.91,1.14,1.28,1.66,2.52,2.22,2.80,2.97,3.07,2.91,2.75,Upgrade
4,PE Ratio,-,-,-,4.44,8.28,188.19,-,9.01,-,3.60,2.73,Upgrade
5,PS Ratio,0.83,1.03,0.48,0.61,2.23,4.16,-,2.43,-,0.87,0.95,Upgrade
6,PB Ratio,0.06,0.07,0.07,0.09,0.14,0.13,0.15,0.17,0.18,0.18,0.18,Upgrade
7,P/TBV Ratio,0.07,0.07,0.08,0.10,0.15,0.14,0.17,0.19,0.20,0.20,0.20,Upgrade
8,P/FCF Ratio,-,-1.55,-,-,1.37,-,-,-,-,13.47,-,Upgrade
9,P/OCF Ratio,-,-1.96,-,-,1.32,-,-,-,-,5.73,-,Upgrade
10,EV/Sales Ratio,9.72,9.70,3.56,3.17,10.52,20.65,-,6.78,-,2.45,2.49,Upgrade
11,EV/EBITDA Ratio,51.31,121.60,16.32,13.09,55.83,118.56,-,20.63,-,6.84,7.24,Upgrade
12,EV/EBIT Ratio,137.75,-,-,16.03,135.41,386.02,-,24.61,-,7.52,8.09,Upgrade
13,EV/FCF Ratio,-14.53,-14.51,-,-,6.48,-,-,-,-,37.80,-,Upgrade
14,Debt / Equity Ratio,0.56,0.56,0.51,0.51,0.52,0.52,0.47,0.53,0.34,0.32,0.37,Upgrade
15,Debt / FCF Ratio,-,-13.17,-,-,5.18,-,-,-,-,24.13,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,2.10%,0.33%,0.11%,-,1.33%,-,5.22%,4.85%,Upgrade
17,Earnings Yield,-78.42%,-62.60%,-24.62%,22.54%,12.08%,0.53%,-,11.10%,-,27.78%,36.58%,Upgrade
18,FCF Yield,-80.94%,-64.61%,-152.52%,54.83%,72.92%,-11.64%,-,-103.55%,-,7.42%,5.34%,Upgrade
19,Dividend Yield,0.00%,-,-,-,-,-,-,1.01%,-,3.78%,4.37%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,0.02%,0.02%,Upgrade,
21,Total Shareholder Return,-,-,-,-,-,-,1.01%,-,3.79%,4.39%,Upgrade,
