,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,2228,1606,2992,6213,1920,2718,3277,3061,2727,2511,Upgrade
1,Short-Term Investments,356.6,417.7,1199,532.4,420.8,263.6,367.8,376.3,617.9,878.3,Upgrade
2,Cash & Short-Term Investments,2585,2024,4191,6745,2341,2981,3645,3437,3345,3390,Upgrade
3,Cash Growth,-38.33%,-70.00%,79.03%,126.24%,-35.77%,-13.26%,8.97%,1.40%,9.47%,-1.40%,Upgrade
4,Accounts Receivable,52.8,46.1,41.2,47.6,51.9,63.9,72.7,79.5,223.4,29.5,Upgrade
5,Other Receivables,239.6,233.9,267.1,252.1,316.2,295.2,281.1,226.7,9.3,408.5,Upgrade
6,Receivables,292.4,399.4,585.4,299.7,368.1,359.1,353.8,306.2,232.7,438,Upgrade
7,Inventory,9226,8707,6988,8437,6482,5507,6608,4381,4365,5926,Upgrade
8,Other Current Assets,-,-,-,239.6,-,1211,1009,384.4,-,-,Upgrade
9,Total Current Assets,12104,11129,11765,15721,9191,10058,11616,8509,7943,9753,Upgrade
10,"Property, Plant & Equipment",2737,2706,2686,2726,2719,2827,2835,2871,2831,2796,Upgrade
11,Long-Term Investments,10686,10355,10115,10642,10485,10867,10545,10308,9937,9673,Upgrade
12,Other Intangible Assets,7.8,8.8,9.8,-,-,-,-,-,-,-,Upgrade
13,Long-Term Accounts Receivable,-,110.2,-,191.9,-,512.6,-,214,-,90,Upgrade
14,Long-Term Deferred Tax Assets,91.6,58.4,51.6,109.4,60,57.6,66.1,113.9,52.2,39.4,Upgrade
15,Other Long-Term Assets,17403,17351,17499,17406,19272,18978,19339,16023,15938,14783,Upgrade
16,Total Assets,43029,41825,42127,46902,41726,43408,44400,38145,36700,37241,Upgrade
17,Accounts Payable,116,87.4,89.1,54.8,158.2,76.2,93.6,117.1,142.2,137.4,Upgrade
18,Short-Term Debt,-,-,-,-,-,295.6,465.3,760.3,757.6,701.7,Upgrade
19,Current Portion of Long-Term Debt,5983,3744,2399,2297,2296,2095,2257,311.5,937.6,3758,Upgrade
20,Current Portion of Leases,4.1,6.3,6,6,5.8,7.1,14.5,18.9,17.2,17.3,Upgrade
21,Current Income Taxes Payable,241.2,239.1,295.9,291,306.3,320.7,482.7,463.3,439.9,249.3,Upgrade
