,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,500,145,158,166,305,290,520,700,395,370,430
1,Market Cap Growth,-12.65%,-12.65%,-48.20%,-42.76%,-41.35%,-58.57%,31.65%,89.19%,-8.14%,-7.50%,45.76%
2,Enterprise Value,417,55,65,98,228,203,433,610,302,273,312
3,Last Close Price,0.50,0.13,0.14,0.15,0.27,0.26,0.46,0.62,0.35,0.33,0.38
4,PE Ratio,-,-,-,43.54,1281.51,-,-,-,-,406.15,-
5,PS Ratio,3.28,0.95,1.03,1.21,2.44,2.33,4.27,6.98,3.10,2.37,3.76
6,PB Ratio,3.33,0.97,1.04,1.09,2.02,1.95,3.45,4.62,2.58,2.26,2.66
7,P/TBV Ratio,0.97,0.97,1.04,1.09,2.02,1.95,3.45,4.62,2.58,2.26,2.66
8,P/FCF Ratio,-,-,-,11.31,-,-,-,-,-189.72,-,-
9,P/OCF Ratio,-,-,-,10.90,-,-,-,-,-232.76,-,-
10,EV/Sales Ratio,2.73,0.36,0.42,0.72,1.82,1.63,3.56,6.08,2.37,1.75,2.73
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-241.59,-
12,EV/FCF Ratio,-33.36,-,-,6.70,-,-,-,-,-145.25,-,-
13,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02
14,Debt / FCF Ratio,-,-,-,0.05,-,-,-,-,-1.49,-,-
15,Earnings Yield,-0.50%,-1.73%,0.43%,2.30%,0.08%,-1.01%,-0.43%,-1.68%,-2.14%,0.25%,0.23%
16,FCF Yield,-2.50%,-8.61%,12.01%,8.84%,-6.65%,-3.96%,-0.98%,-0.35%,-0.53%,-6.41%,-2.10%
17,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-35.69%,
18,Total Shareholder Return,4.80%,-,-,-,-,-,-,-,-,-,-35.69%
