,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,82.32,88.37,91.48,64.58,74.5,85.83,87.91,92.64,94,99.21
1,Short-Term Investments,2.36,2.81,2.66,4.41,4.96,3.31,1.29,0.63,0.56,0.69
2,Cash & Short-Term Investments,84.67,91.18,94.14,68.99,79.45,89.14,89.2,93.27,94.56,99.9
3,Cash Growth,-10.05%,32.16%,18.48%,-22.60%,-10.93%,-4.43%,-5.67%,-6.64%,-20.16%,-7.42%
4,Accounts Receivable,71.66,77.19,67.31,86,69.82,72.49,66.99,67.05,82.38,82.09
5,Other Receivables,0.2,-,-,-,-,-,-,-,-,-
6,Receivables,71.87,77.19,67.31,86,69.82,72.49,66.99,67.05,82.38,82.09
7,Inventory,2.07,2.23,2.83,3.11,4.21,2.86,-,-,-,-
8,Other Current Assets,-,-,1.88,3.85,4.23,4.23,4.23,4.23,1.88,1.88
9,Total Current Assets,158.61,170.6,166.15,161.95,157.71,168.72,160.41,164.54,178.82,183.87
10,"Property, Plant & Equipment",2.29,2.12,1.58,2.42,2.77,2.78,3.06,3.84,2.55,2.66
11,Total Assets,160.89,172.71,167.73,164.37,160.47,171.5,163.48,168.38,181.36,186.53
12,Accounts Payable,6.13,11.77,5.84,3.78,6.82,10.2,5.82,6.04,9.61,7.74
13,Accrued Expenses,0.32,0.33,-,0.59,-,-,-,-,-,-
14,Short-Term Debt,-,-,-,-,-,-,-,-,-,1.35
15,Current Portion of Leases,1.08,1.03,0.57,1.05,1.48,1.44,1.51,1.63,0.99,0.93
16,Current Income Taxes Payable,-,-,-,-,-,-,0.07,-,1.66,2.18
17,Current Unearned Revenue,0.1,0.18,2.45,0.73,0.63,-,0.56,1.09,0.54,1.28
18,Other Current Liabilities,3,7.06,6.14,6.82,2.38,8.38,3.12,5.02,3.96,10.13
19,Total Current Liabilities,10.63,20.36,14.99,12.97,11.3,20.02,11.08,13.78,16.76,23.6
20,Long-Term Leases,0.24,0.48,0.22,0.24,0.48,0.56,0.78,1.47,0.97,1.1
21,Long-Term Deferred Tax Liabilities,0.04,0.04,0.01,0.01,-,-,-,-,0.23,0.23
22,Total Liabilities,10.9,20.89,15.23,13.22,11.79,20.59,11.86,15.25,17.95,24.93
23,Common Stock,10,10,10,10,10,10,10,10,10,10
24,Additional Paid-In Capital,107.85,107.85,107.85,107.85,107.85,107.85,107.85,107.85,107.85,107.85
25,Retained Earnings,30.13,31.97,32.64,31.29,28.83,31.05,31.76,33.28,43.55,41.74
26,Comprehensive Income & Other,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01
27,Shareholders' Equity,149.99,151.83,152.5,151.15,148.69,150.91,151.62,153.14,163.41,161.6
28,Total Liabilities & Equity,160.89,172.71,167.73,164.37,160.47,171.5,163.48,168.38,181.36,186.53
29,Total Debt,1.31,1.51,0.79,1.29,1.96,2.01,2.29,3.1,1.96,3.38
30,Net Cash (Debt),83.36,89.67,93.35,67.7,77.49,87.13,86.91,90.17,92.6,96.52
31,Net Cash Growth,-10.70%,32.45%,20.46%,-22.30%,-10.84%,-3.37%,-6.14%,-6.58%,-21.49%,-9.34%
32,Net Cash Per Share,0.08,0.09,0.09,0.07,0.08,0.09,0.09,0.09,0.09,0.10
33,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
34,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
35,Working Capital,147.98,150.23,151.16,148.98,146.4,148.7,149.33,150.76,162.06,160.27
36,Book Value Per Share,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16
37,Tangible Book Value,149.99,151.83,152.5,151.15,148.69,150.91,151.62,153.14,163.41,161.6
38,Tangible Book Value Per Share,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16
39,Machinery,4.9,4.97,0.13,5,4.5,4.5,4.5,4.81,4.91,5.3
40,Leasehold Improvements,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
