,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,69.39,83.1,69.85,66.89,58.2,66.19,55.48,44.82,82.77,73.4
1,Revenue Growth (YoY),-0.66%,24.24%,20.02%,1.05%,4.91%,47.67%,-32.97%,-38.93%,101.41%,-5.56%
2,Cost of Revenue,63.09,73.28,60.46,55.52,50.86,54.64,46.07,48.16,69.16,60.45
3,Gross Profit,6.3,9.82,9.39,11.36,7.35,11.55,9.41,-3.34,13.6,12.95
4,"Selling, General & Admin",11.94,14.48,13.99,13.12,11.58,13.5,11.6,11.98,13.63,14.25
5,Operating Expenses,11.94,14.48,13.99,13.12,11.58,13.5,11.6,11.98,13.63,14.25
6,Operating Income,-5.64,-4.66,-4.6,-1.75,-4.23,-1.95,-2.19,-15.31,-0.03,-1.3
7,Interest Expense,-0.05,-0.05,-0.02,-0.03,-0.03,-0.04,-0.05,-0.05,-0.05,-
8,Interest & Investment Income,1.56,1.64,1.18,0.54,0.12,0.05,0.1,0.3,0.63,0.99
9,Other Non Operating Income (Expenses),2.05,2.43,4.78,2.05,0.58,1.04,0.67,0.45,1.58,0.2
10,EBT Excluding Unusual Items,-2.08,-0.64,1.34,0.81,-3.57,-0.89,-1.46,-14.61,2.14,-0.12
11,Gain (Loss) on Sale of Assets,0.17,-0.01,0.01,-,-,-,0.01,-,0.05,-
12,Other Unusual Items,0,-,0,1.67,1.34,0.12,-,3.82,-,-
13,Pretax Income,-1.9,-0.65,1.35,2.47,-2.22,-0.78,-1.45,-10.79,2.19,-0.12
14,Income Tax Expense,-0.06,0.02,-,0.01,-,-0.07,0.07,-0.51,0.38,0.79
15,Net Income,-1.84,-0.67,1.35,2.46,-2.22,-0.71,-1.52,-10.28,1.81,-0.9
16,Net Income to Common,-1.84,-0.67,1.35,2.46,-2.22,-0.71,-1.52,-10.28,1.81,-0.9
17,Net Income Growth,-,-,-,-,-,-,-,-,-5.03%,-
18,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
19,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
20,Shares Change (YoY),-,-,-,-,-,-,-,-,-,35.69%
21,EPS (Basic),-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.01,0.00,-0.00
22,EPS (Diluted),-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.01,0.00,-0.00
23,EPS Growth,-,-,-,-,-,-,-,-,-5.26%,-
24,Free Cash Flow,-6.87,-5.62,24.59,-9.91,-10.38,-1.09,-3.98,1.56,-3.65,-20.09
25,Free Cash Flow Per Share,-0.01,-0.01,0.02,-0.01,-0.01,-0.00,-0.00,0.00,-0.00,-0.02
26,Operating Margin,-8.12%,-5.61%,-6.59%,-2.62%,-7.27%,-2.95%,-3.94%,-34.16%,-0.03%,-1.77%
27,Profit Margin,-2.65%,-0.81%,1.94%,3.68%,-3.82%,-1.07%,-2.73%,-22.93%,2.19%,-1.23%
28,Free Cash Flow Margin,-9.91%,-6.76%,35.20%,-14.82%,-17.83%,-1.65%,-7.18%,3.49%,-4.41%,-27.36%
29,EBITDA,-5.43,-4.33,-4.25,-1.53,-4.16,-1.86,-2.06,-15.13,0.11,-1.24
30,D&A For EBITDA,0.2,0.33,0.35,0.23,0.08,0.09,0.13,0.18,0.14,0.06
31,EBIT,-5.64,-4.66,-4.6,-1.75,-4.23,-1.95,-2.19,-15.31,-0.03,-1.3
