,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,435,390,303,294,285,272,308,317,281,297,353
1,Market Cap Growth,32.65%,32.65%,6.32%,8.29%,-7.32%,-14.22%,9.63%,6.57%,-20.43%,-20.16%,-6.00%
2,Enterprise Value,-300,-210,-218,-200,-13,50,180,214,225,228,289
3,Last Close Price,0.29,0.26,0.17,0.17,0.14,0.14,0.14,0.15,0.12,0.13,0.14
4,PE Ratio,3.30,2.96,2.52,2.82,2.97,4.02,4.61,4.00,3.63,4.72,6.12
5,PS Ratio,0.20,0.18,0.14,0.15,0.16,0.14,0.15,0.17,0.18,0.20,0.27
6,PB Ratio,0.60,0.54,0.41,0.45,0.44,0.46,0.54,0.61,0.55,0.64,0.78
7,P/TBV Ratio,0.54,0.54,0.41,0.45,0.44,0.46,0.54,0.61,0.55,0.64,0.78
8,P/FCF Ratio,1.51,1.36,1.64,1.05,0.85,1.14,1.77,1.98,2.30,13.26,-3.52
9,P/OCF Ratio,1.12,1.12,1.08,0.76,0.71,0.87,1.22,1.33,1.56,4.58,-6.37
10,EV/Sales Ratio,-,-,-,-,-,0.03,0.09,0.11,0.14,0.16,0.22
11,EV/EBITDA Ratio,-,-,-,-,-,0.37,1.24,1.77,2.03,1.78,2.25
12,EV/EBIT Ratio,-,-,-,-,-,0.66,2.13,3.49,4.37,3.40,4.38
13,EV/FCF Ratio,-1.04,-,-,-,-,0.21,1.04,1.34,1.85,10.19,-2.89
14,Debt / Equity Ratio,0.00,0.00,-,-,-,-,-,0.00,0.00,0.01,0.02
15,Debt / FCF Ratio,0.00,0.00,-,-,-,-,-,0.00,0.01,0.24,-0.10
16,Return on Capital Employed (ROCE),17.70%,17.70%,16.46%,16.34%,14.56%,11.81%,12.96%,9.95%,8.22%,13.33%,13.32%
17,Earnings Yield,30.33%,33.83%,39.76%,35.45%,33.69%,24.90%,21.69%,24.97%,27.52%,21.20%,16.33%
18,FCF Yield,66.10%,73.73%,60.98%,95.35%,117.68%,87.57%,56.53%,50.59%,43.40%,7.54%,-28.42%
19,Total Shareholder Return,13.79%,-,-,-,-,-,-,-,-,-,-
