,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,736.44,566.54,521.38,457.77,298.21,186.03,127.25,80.59,60.82,54.61
1,Short-Term Investments,-,33.57,-,36.69,-,35.29,-,22.33,-,24.04
2,Cash & Short-Term Investments,736.44,600.11,521.38,494.46,298.21,221.31,127.25,102.92,60.82,78.65
3,Cash Growth,41.25%,21.37%,74.84%,123.42%,134.36%,115.04%,109.22%,30.86%,-21.67%,-62.80%
4,Accounts Receivable,654.06,665.66,539.06,568.72,450.38,524.1,528.12,598.44,525.46,541.8
5,Other Receivables,3.36,8.49,-,0.25,1.79,3.55,2.71,6.06,5.31,9.81
6,Receivables,657.42,674.15,539.06,568.97,452.17,527.66,530.83,604.5,530.77,551.61
7,Prepaid Expenses,38.35,2.43,31.87,0.49,42.7,0.04,23.35,0.88,32.6,1.1
8,Total Current Assets,1432,1277,1092,1064,793.08,749.01,681.42,708.29,624.19,631.36
9,"Property, Plant & Equipment",480.75,479.94,482.87,451.66,453.89,459.39,438.06,438.75,246.57,265.75
10,Long-Term Investments,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,-,-
11,Other Long-Term Assets,9.07,-,0.87,9.96,1.38,5.53,-,-,-,-
12,Total Assets,1922,1757,1576,1526,1248,1214,1120,1147,870.75,897.11
13,Accounts Payable,164.15,200.07,128.08,131,70.71,170.92,145.16,167.38,152.7,133.8
14,Accrued Expenses,-,392.59,-,311.84,-,140.11,-,90.77,-,103.61
15,Current Portion of Leases,0.86,-,-,-,-,-,0.02,0.87,5.42,9.06
16,Current Income Taxes Payable,18.91,10.73,24.01,13.08,12.78,1.3,5.81,4.99,10.35,14.67
17,Current Unearned Revenue,-,343.14,-,291.86,-,163.61,-,171.35,-,99.48
18,Other Current Liabilities,980.52,46.61,743.89,89.31,523.39,84.41,352.08,85.26,198.06,41.19
19,Total Current Liabilities,1164,993.14,895.99,837.09,606.88,560.34,503.06,520.61,366.53,401.82
20,Long-Term Leases,0.46,-,-,-,-,-,-,-,0.02,0.87
21,Long-Term Deferred Tax Liabilities,31.85,33.41,32.79,35.41,34.92,39.56,35.57,37.78,41.3,41.77
22,Other Long-Term Liabilities,-,-,-,-,20.82,41.33,61.53,81.43,-,-
23,Total Liabilities,1197,1027,928.78,872.5,662.61,641.22,600.16,639.82,407.84,444.45
24,Common Stock,150,150,150,150,150,150,150,150,150,150
25,Additional Paid-In Capital,63.63,63.63,63.63,63.63,63.63,63.63,63.63,63.63,63.63,63.63
26,Retained Earnings,459.75,463.99,386.8,392.12,331.27,317.91,285.82,273.71,229.29,219.03
27,Comprehensive Income & Other,52.03,52.59,46.96,47.42,40.95,41.3,20,20,20,20
28,Shareholders' Equity,725.4,730.21,647.39,653.16,585.85,572.83,519.45,507.34,462.91,452.66
29,Total Liabilities & Equity,1922,1757,1576,1526,1248,1214,1120,1147,870.75,897.11
30,Total Debt,1.32,-,-,-,-,-,0.02,0.87,5.44,9.93
31,Net Cash (Debt),735.12,600.11,521.38,494.46,298.21,221.31,127.23,102.05,55.38,68.72
32,Net Cash Growth,41.00%,21.37%,74.84%,123.42%,134.38%,116.86%,129.73%,48.51%,-12.52%,-67.50%
33,Net Cash Per Share,0.49,0.40,0.35,0.33,0.20,0.15,0.08,0.07,0.04,0.05
34,Filing Date Shares Outstanding,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
35,Total Common Shares Outstanding,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
36,Working Capital,267.78,283.55,196.32,226.82,186.2,188.67,178.36,187.68,257.66,229.54
37,Book Value Per Share,0.48,0.49,0.43,0.44,0.39,0.38,0.35,0.34,0.31,0.30
38,Tangible Book Value,725.4,730.21,647.39,653.16,585.85,572.83,519.45,507.34,462.91,452.66
39,Tangible Book Value Per Share,0.48,0.49,0.43,0.44,0.39,0.38,0.35,0.34,0.31,0.30
40,Machinery,-,1046,-,962.76,-,911.47,-,867.15,-,810.84
41,Leasehold Improvements,-,17.61,-,15.42,-,15.42,-,7.8,-,7.8
