,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,2582,2680,2916,2431,1866,1795,2170,1570,2119,1776,2563,1987,1556,2068,1870,1961,1209,1271,1473,1603,Upgrade
1,Trading Asset Securities,-,-,7.03,5.02,-,-,-,-,141.64,245.01,496.76,492.98,543.27,1015,1351,1247,1379,1205,498.88,178.41,Upgrade
2,Cash & Short-Term Investments,2582,2680,2923,2436,1866,1795,2170,1570,2260,2021,3060,2480,2099,3083,3221,3208,2589,2476,1972,1782,Upgrade
3,Cash Growth,38.37%,49.35%,34.66%,55.21%,-17.43%,-11.20%,-29.07%,-36.70%,7.68%,-34.45%,-5.01%,-22.70%,-18.92%,24.50%,63.32%,80.05%,141.96%,57.35%,41.17%,63.34%,Upgrade
4,Accounts Receivable,1937,1978,1719,2268,2329,2157,2013,2512,2127,2021,2210,2805,2480,1956,2330,2867,2386,1992,2076,2517,Upgrade
5,Other Receivables,23.58,248.46,77.01,317.66,17.59,187.48,42.35,148.84,28.09,140.28,68.1,144.54,92.93,221.91,175.4,255.25,60.85,132.2,39.46,101.41,Upgrade
6,Receivables,1961,2227,1796,2586,2347,2344,2055,2661,2155,2161,2278,2950,2573,2178,2505,3122,2447,2124,2116,2618,Upgrade
7,Inventory,622.76,619.52,578.34,558.42,588.75,625.86,741.46,680.21,692.62,818.04,946.09,1048,778.15,769.88,772.08,944.93,568.89,645.43,689.13,1086,Upgrade
8,Prepaid Expenses,-,-,-,-,-,5.41,-,6.29,-,5.97,-,14.94,-,-,-,-,-,-,-,-,Upgrade
9,Other Current Assets,244.86,64.76,222.44,46.19,230.45,39.81,207.87,19.4,220.35,67.57,180.62,29.91,206.01,102.96,226.34,25.02,140.52,52.51,151.35,35.62,Upgrade
10,Total Current Assets,5411,5591,5519,5627,5032,4810,5175,4936,5328,5074,6465,6522,5656,6134,6725,7300,5746,5299,4929,5522,Upgrade
