,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1375,1108,1216,1173,610.05,517.93,729.3,465.41,432.64,350.22,Upgrade
1,Short-Term Investments,434.44,684.16,942.75,732.14,420.96,477.01,324.49,715.37,251.8,450.99,Upgrade
2,Trading Asset Securities,-,-,-,-,10.52,10.89,10.58,15.4,14.1,14.14,Upgrade
3,Cash & Short-Term Investments,1810,1792,2159,1905,1042,1006,1064,1196,698.53,815.36,Upgrade
4,Cash Growth,-16.17%,-5.94%,107.29%,89.39%,-2.15%,-15.91%,52.37%,46.71%,22.21%,60.23%,Upgrade
5,Accounts Receivable,738.86,574.29,888.97,731.54,1104,747.65,762.33,542.36,975.62,656.89,Upgrade
6,Other Receivables,-,-,-,-,-,-,40.65,-,99.64,37.27,Upgrade
7,Receivables,738.86,574.29,888.97,731.54,1104,747.65,802.98,542.36,1075,694.16,Upgrade
8,Inventory,712.18,848.62,1051,884.69,596.53,531.65,504.37,500.11,463.95,460.61,Upgrade
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,19.43,Upgrade
10,Restricted Cash,-,0,0,33.86,7,1.4,-,61.23,54.74,-,Upgrade
11,Other Current Assets,0,-,-,-,-,-,-,-,-,-,Upgrade
12,Total Current Assets,3261,3215,4099,3555,2749,2287,2372,2300,2292,1990,Upgrade
13,"Property, Plant & Equipment",100.36,47.36,56.49,77.15,91.39,107.34,108.52,106.84,122.86,116.06,Upgrade
14,Long-Term Investments,826.28,722.45,125.13,106.07,250.13,261.29,16.08,15.94,2630,2708,Upgrade
15,Other Intangible Assets,51.04,64.64,71.11,23.41,38.04,55.95,30.9,35.85,13.8,1.96,Upgrade
16,Long-Term Accounts Receivable,106.32,157.81,150.46,200.99,209.85,2.84,1.65,1.63,1.5,-,Upgrade
17,Long-Term Deferred Tax Assets,70.52,71.39,47.94,44.95,66.95,73.56,49.12,50.62,44.33,42.12,Upgrade
18,Other Long-Term Assets,42.88,48.56,47.77,49.2,51.27,53.49,52.42,51.49,47.55,48.29,Upgrade
19,Total Assets,4458,4327,4598,4057,3457,2841,2630,2562,5153,4906,Upgrade
20,Accounts Payable,1393,806.14,599.18,942.13,427.42,718.65,299.48,559.13,354.44,312.49,Upgrade
21,Accrued Expenses,-,-,-,-,-,-,-,-,-,62.17,Upgrade
22,Current Portion of Long-Term Debt,493.05,496.57,596.54,615.72,643.13,672.7,660.99,712.3,2309,2188,Upgrade
23,Current Portion of Leases,21.23,7.79,14.46,23.77,25.15,31.43,39.02,29.13,26.33,21.67,Upgrade
24,Current Income Taxes Payable,0.04,0.05,0.04,0.06,5.68,0.1,0.08,12.75,12.18,6.84,Upgrade
25,Current Unearned Revenue,153.73,444.11,458.02,434.56,114.83,94.18,66.19,70.21,60.1,50.03,Upgrade
26,Other Current Liabilities,-,-,547.06,-,469.53,-,332.92,-,299.91,162.82,Upgrade
27,Total Current Liabilities,2061,1755,2215,2016,1686,1517,1399,1384,3062,2804,Upgrade
28,Long-Term Leases,24.55,4.46,7.16,11.8,14.73,27.44,36.62,37.94,40.97,32.18,Upgrade
29,Long-Term Unearned Revenue,-,6.12,15.9,22.7,31.18,-,-,-,-,-,Upgrade
30,Long-Term Deferred Tax Liabilities,55.23,44.16,49.31,33.79,16.1,14.92,11.37,12.47,11.01,12.92,Upgrade
31,Other Long-Term Liabilities,90.85,371.17,342.57,319.55,321.64,7.58,-,15.94,-,-,Upgrade
32,Total Liabilities,2232,2181,2630,2404,2069,1567,1447,1450,3114,2849,Upgrade
33,Common Stock,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,Upgrade
34,Additional Paid-In Capital,205.16,205.16,205.16,205.16,205.16,205.16,205.16,805.16,805.16,805.16,Upgrade
35,Retained Earnings,2943,2671,2500,1984,1580,1453,1363,952.05,1983,2000,Upgrade
36,Comprehensive Income & Other,-968.58,-777.67,-783.3,-584.17,-441.35,-430.48,-428,-688.94,-791.83,-788.58,Upgrade
37,Total Common Equity,2199,2119,1942,1626,1364,1248,1160,1089,2017,2037,Upgrade
38,Minority Interest,26.73,27.66,25.78,27.06,23.24,26.11,23.65,23.81,21.58,20.06,Upgrade
39,Shareholders' Equity,2226,2146,1967,1653,1387,1274,1184,1112,2038,2057,Upgrade
40,Total Liabilities & Equity,4458,4327,4598,4057,3457,2841,2630,2562,5153,4906,Upgrade
41,Total Debt,538.83,508.81,618.16,651.28,683.02,731.57,736.64,779.37,2377,2242,Upgrade
42,Net Cash (Debt),1271,1283,1541,1254,358.51,274.25,327.73,416.82,-1678,-1426,Upgrade
43,Net Cash Growth,-17.51%,2.33%,329.78%,357.10%,9.39%,-34.20%,-,-,-,-,Upgrade
44,Net Cash Per Share,0.63,0.63,0.76,0.62,0.18,0.14,0.16,0.21,-0.83,-0.70,Upgrade
45,Filing Date Shares Outstanding,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,Upgrade
46,Total Common Shares Outstanding,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,Upgrade
47,Working Capital,1199,1460,1884,1539,1063,769.47,973.03,916.35,-769.88,-814.45,Upgrade
48,Book Value Per Share,1.08,1.04,0.96,0.80,0.67,0.61,0.57,0.54,0.99,1.00,Upgrade
49,Tangible Book Value,2148,2054,1871,1602,1326,1192,1129,1053,2003,2035,Upgrade
50,Tangible Book Value Per Share,1.06,1.01,0.92,0.79,0.65,0.59,0.56,0.52,0.99,1.00,Upgrade
51,Buildings,-,80.11,-,82.94,-,88.51,-,76.71,-,69.69,Upgrade
52,Machinery,-,150.93,-,149.25,-,147.78,-,141.44,-,130.48,Upgrade
53,Construction In Progress,-,0.84,-,-,-,0.34,-,0.33,-,13.2,Upgrade
