,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2982893,3014292,2961961,2629656,2378465,2307818,2313051,2425563,2344450,2229320,2347066,2548542,2226704,2150823,2187455,1857767,1863000,1831601,1750487,1690306,1203624,Upgrade
1,Market Cap Growth,30.61%,30.61%,28.05%,8.41%,1.45%,3.52%,-1.45%,-4.83%,5.29%,3.65%,7.30%,37.18%,19.52%,17.43%,24.96%,9.91%,54.78%,-3.45%,-8.86%,-7.45%,-35.21%,Upgrade
2,Enterprise Value,2542463,2671491,2539675,2296346,2071376,2010395,1978698,2152458,2112298,1924128,1942405,2235822,1935925,1901558,1929491,1577056,1606187,1562737,1443250,1346539,916983,Upgrade
3,Last Close Price,114000.00,115200.00,113200.00,95611.87,86478.79,83910.12,81265.54,80852.80,78148.99,74311.32,75128.07,76278.88,66646.13,64374.99,65471.40,54046.18,53072.41,50068.31,47851.00,41247.34,29371.17,Upgrade
4,PE Ratio,12.42,11.31,12.66,11.75,11.29,11.20,10.63,11.63,11.09,9.85,10.70,11.32,9.83,9.87,10.14,8.92,9.39,9.10,9.20,8.67,5.83,Upgrade
5,Forward PE,-,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,9.38,Upgrade
6,PS Ratio,3.24,3.27,3.49,3.28,3.22,3.29,3.37,3.62,3.37,3.03,3.09,3.29,2.90,2.90,3.04,2.63,2.75,2.74,2.63,2.52,1.73,Upgrade
7,PB Ratio,5.34,5.40,6.15,4.90,4.84,5.32,5.07,4.65,4.91,5.16,5.14,4.51,4.30,4.70,5.44,4.30,4.05,4.48,4.02,3.39,2.12,Upgrade
8,P/TBV Ratio,5.49,5.49,6.24,4.96,4.91,5.42,5.16,4.71,4.98,5.25,5.15,4.52,4.32,4.72,5.47,4.33,4.07,4.51,4.05,3.41,2.13,Upgrade
9,P/FCF Ratio,12.62,12.75,13.23,9.43,9.67,8.82,11.91,14.69,11.70,12.22,11.37,11.08,11.58,11.05,18.38,8.95,8.40,-,5.46,8.60,6.60,Upgrade
10,P/OCF Ratio,11.81,11.81,12.20,8.96,9.15,8.51,10.85,12.48,9.99,10.05,9.81,9.85,10.31,9.78,15.31,8.25,7.81,-,5.32,7.89,5.83,Upgrade
11,EV/Sales Ratio,2.76,2.90,2.99,2.87,2.81,2.86,2.88,3.21,3.04,2.61,2.55,2.89,2.52,2.56,2.68,2.23,2.37,2.33,2.17,2.01,1.32,Upgrade
12,EV/EBITDA Ratio,7.72,8.11,8.41,7.43,7.09,7.14,6.67,7.69,7.45,6.27,6.66,7.31,6.27,6.37,6.73,5.68,6.07,6.00,5.52,5.04,3.33,Upgrade
13,EV/EBIT Ratio,8.42,8.84,9.18,8.13,7.85,8.00,7.51,8.66,8.32,6.89,7.31,7.97,6.83,6.98,7.44,6.31,6.82,6.79,6.26,5.74,3.76,Upgrade
14,EV/FCF Ratio,10.75,11.30,11.34,8.23,8.42,7.68,10.19,13.04,10.54,10.54,9.41,9.72,10.07,9.77,16.21,7.60,7.25,-,4.50,6.85,5.03,Upgrade
15,Asset Turnover,1.61,1.46,1.42,1.32,1.50,1.34,1.11,1.16,1.45,1.17,1.18,1.35,1.64,1.49,1.35,1.30,1.50,1.27,0.97,1.05,Upgrade,
16,Inventory Turnover,175.00,208.02,152.48,132.36,147.01,174.23,152.83,113.58,111.85,121.68,108.43,101.42,105.47,150.11,103.51,83.21,98.19,142.76,97.07,84.42,112.85,Upgrade
17,Quick Ratio,3.05,3.05,2.75,4.30,5.80,3.39,4.76,6.79,7.71,5.04,4.41,6.50,7.21,4.10,3.62,4.67,6.06,3.64,3.81,5.74,9.41,Upgrade
18,Current Ratio,3.08,3.08,2.82,4.40,6.02,3.53,4.87,7.09,8.04,5.35,4.70,6.89,7.64,4.42,3.88,5.01,6.37,3.80,3.98,5.93,9.74,Upgrade
19,Return on Equity (ROE),59.43%,59.31%,49.81%,43.13%,49.66%,53.49%,40.74%,39.74%,60.32%,44.15%,39.70%,49.24%,51.15%,59.65%,49.54%,47.10%,49.73%,47.04%,33.97%,39.97%,Upgrade,
