,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,277544,238552,218748,185801,205798,190254,155749,149987,190243,174098,180622,190951,215000,187089,173977,166091,193282,174324,143295,158419,Upgrade
1,Revenue Growth (YoY),34.86%,25.39%,40.45%,23.88%,8.18%,9.28%,-13.77%,-21.45%,-11.51%,-6.94%,3.82%,14.97%,11.24%,7.32%,21.41%,4.84%,1.70%,-2.18%,-15.01%,-2.58%,Upgrade
2,Cost of Revenue,155759,134058,117242,102564,110556,91299,76568,85694,96909,91985,93893,96383,127245,94469,88543,87310,110722,89650,75272,87468,Upgrade
3,Gross Profit,121785,104494,101506,83237,95242,98955,79182,64293,93334,82114,86729,94568,87756,92619,85434,78780,82560,84674,68023,70951,Upgrade
4,"Selling, General & Admin",28158,33130,24092,23528,27177,21819,20260,17008,13099,20031,22565,21975,20767,15988,18260,17207,28536,17496,15453,14648,Upgrade
5,Operating Expenses,28158,33130,24092,23528,27177,21819,20260,17008,13099,20031,22565,21975,20767,15988,18260,17207,28536,17496,15453,14648,Upgrade
6,Operating Income,93627,71363,77414,59709,68065,77136,58921,47285,80235,62083,64164,72593,66989,76631,67174,61573,54024,67178,52570,56303,Upgrade
7,Interest & Investment Income,3319,19456,3081,2581,3432,4841,5274,8408,3465,8303,3048,2629,2257,1618,2307,2657,12346,1495,4174,9455,Upgrade
8,Currency Exchange Gain (Loss),-,-,-,462.93,72.82,-,-,-7.84,170.24,-,-,25.06,39.3,-128.04,-2.4,0.96,-2.18,-,-53.09,88.37,Upgrade
9,Other Non Operating Income (Expenses),76.53,-365.58,-31.75,31.86,-273.98,191.41,-14.42,0.18,395.67,-72.22,-10.84,0.25,-77.65,6,-26.71,0.18,-195.73,-2.94,3.35,-2.55,Upgrade
10,EBT Excluding Unusual Items,97023,90454,80463,62784,71296,82168,64181,55686,84266,70314,67200,75248,69207,78127,69453,64231,66171,68670,56695,65843,Upgrade
11,Pretax Income,97023,90454,80463,62784,71296,82168,64181,55686,84266,70314,67200,75248,69207,78127,69453,64231,66171,68670,56695,65843,Upgrade
12,Income Tax Expense,19785,14989,16466,12929,16045,16725,13282,10483,17222,13896,13473,15250,14235,15934,14206,13030,13677,13788,11416,11748,Upgrade
13,Net Income,77237,75465,63996,49856,55251,65443,50899,45203,67044,56417,53727,59997,54972,62194,55246,51201,52494,54882,45279,54095,Upgrade
14,Preferred Dividends & Other Adjustments,-,-,-,-,10695,-,-,-,10945,-,-,-,5775,-,-,-,5444,-,-,-,Upgrade
15,Net Income to Common,77237,75465,63996,49856,44556,65443,50899,45203,56099,56417,53727,59997,49197,62194,55246,51201,47050,54882,45279,54095,Upgrade
16,Net Income Growth,39.79%,15.31%,25.73%,10.29%,-17.59%,16.00%,-5.26%,-24.66%,21.96%,-9.29%,-2.75%,17.18%,4.72%,13.32%,22.01%,-5.35%,12.05%,-7.75%,-20.42%,-6.95%,Upgrade
17,Shares Outstanding (Basic),40,39,33,20,32,26,26,26,31,26,37,26,29,26,26,26,33,26,26,26,Upgrade
18,Shares Outstanding (Diluted),40,39,33,20,32,26,26,26,31,26,37,26,29,26,26,26,33,26,26,26,Upgrade
19,Shares Change (YoY),22.45%,47.75%,25.28%,-25.30%,3.71%,-0.00%,-28.35%,-,7.11%,0.01%,39.56%,-,-10.98%,-0.03%,0.11%,-0.09%,-4.04%,-0.01%,-0.07%,0.09%,Upgrade
20,EPS (Basic),1944.00,1952.00,1952.00,2550.62,1373.19,2501.00,1945.00,1727.57,1793.15,2156.00,1471.00,2292.97,1684.36,2377.00,2111.00,1956.78,1434.07,2097.00,1732.00,2065.59,Upgrade
21,EPS (Diluted),1944.00,1952.00,1952.00,2550.62,1373.19,2501.00,1945.00,1727.57,1793.15,2156.00,1471.00,2292.97,1684.36,2377.00,2111.00,1956.78,1434.07,2097.00,1732.00,2065.59,Upgrade
22,EPS Growth,41.57%,-21.95%,0.36%,47.64%,-23.42%,16.00%,32.22%,-24.66%,6.46%,-9.30%,-30.32%,17.18%,17.45%,13.35%,21.88%,-5.27%,36.25%,-7.74%,-20.37%,-7.04%,Upgrade
23,Free Cash Flow,96042,31310,86381,22686,83510,86400,53477,38272,16066,57258,88830,20319,40059,80810,51109,22716,-35596,169244,65324,46504,Upgrade
24,Free Cash Flow Per Share,2417.31,809.88,2634.76,1160.64,2573.73,3301.92,2043.52,1462.69,513.54,2188.11,2432.09,776.57,1371.51,3088.52,1952.93,868.16,-1084.94,6466.70,2498.74,1775.73,Upgrade
25,Dividend Per Share,-,-,-,-,5000.000,-,3000.000,-,5000.000,-,3500.000,-,6300.000,-,-,2000.000,4500.000,-,3000.000,-,Upgrade
26,Dividend Growth,-,-,-,-,0%,-,-14.29%,-,-20.63%,-,-,-,40.00%,-,-,-,0%,-,-,-,Upgrade
27,Gross Margin,43.88%,43.80%,46.40%,44.80%,46.28%,52.01%,50.84%,42.87%,49.06%,47.16%,48.02%,49.52%,40.82%,49.51%,49.11%,47.43%,42.71%,48.57%,47.47%,44.79%,Upgrade
28,Operating Margin,33.73%,29.92%,35.39%,32.14%,33.07%,40.54%,37.83%,31.53%,42.18%,35.66%,35.52%,38.02%,31.16%,40.96%,38.61%,37.07%,27.95%,38.54%,36.69%,35.54%,Upgrade
29,Profit Margin,27.83%,31.63%,29.26%,26.83%,21.65%,34.40%,32.68%,30.14%,29.49%,32.41%,29.75%,31.42%,22.88%,33.24%,31.75%,30.83%,24.34%,31.48%,31.60%,34.15%,Upgrade
30,Free Cash Flow Margin,34.60%,13.13%,39.49%,12.21%,40.58%,45.41%,34.34%,25.52%,8.45%,32.89%,49.18%,10.64%,18.63%,43.19%,29.38%,13.68%,-18.42%,97.09%,45.59%,29.36%,Upgrade
31,EBITDA,100627,78263,84201,66407,73004,85366,67411,55691,87985,68910,70955,78897,72904,83177,73935,68603,61037,74246,60648,64596,Upgrade
32,EBITDA Margin,36.26%,32.81%,38.49%,35.74%,35.47%,44.87%,43.28%,37.13%,46.25%,39.58%,39.28%,41.32%,33.91%,44.46%,42.50%,41.30%,31.58%,42.59%,42.32%,40.78%,Upgrade
33,D&A For EBITDA,7000,6900,6787,6699,4940,8230,8489,8405,7749,6827,6791,6304,5915,6546,6760,7030,7013,7069,8078,8293,Upgrade
34,EBIT,93627,71363,77414,59709,68065,77136,58921,47285,80235,62083,64164,72593,66989,76631,67174,61573,54024,67178,52570,56303,Upgrade
35,EBIT Margin,33.73%,29.92%,35.39%,32.14%,33.07%,40.54%,37.83%,31.53%,42.18%,35.66%,35.52%,38.02%,31.16%,40.96%,38.61%,37.07%,27.95%,38.54%,36.69%,35.54%,Upgrade
36,Effective Tax Rate,20.39%,16.57%,20.46%,20.59%,22.50%,20.36%,20.69%,18.82%,20.44%,19.76%,20.05%,20.27%,20.57%,20.39%,20.45%,20.29%,20.67%,20.08%,20.14%,17.84%,Upgrade
37,Revenue as Reported,277544,238552,218748,185801,205798,190254,155749,149987,190243,174098,180622,190951,215000,187089,173977,166091,193282,174324,143295,158419,Upgrade
38,Advertising Expenses,-,-,4159,-,-,-,3099,1040,-,1202,4618,3095,-,1666,-,1331,-,-,-,-,Upgrade
