,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,134101,47551,174736,65080,46799,28468,40052,15070,41482,25802,163071,30220,59919,167005,217964,94901,55158,77221,80030,127347,Upgrade
1,Short-Term Investments,306330,295250,247550,268230,260290,268955,294300,258035,190670,279390,241590,282500,230860,82260,40000,185810,201655,191643,227208,216420,Upgrade
2,Cash & Short-Term Investments,440431,342801,422286,333310,307089,297423,334352,273105,232152,305192,404661,312720,290779,249265,257964,280711,256813,268864,307238,343767,Upgrade
3,Cash Growth,43.42%,15.26%,26.30%,22.04%,32.28%,-2.55%,-17.37%,-12.67%,-20.16%,22.44%,56.87%,11.40%,13.23%,-7.29%,-16.04%,-18.34%,-10.41%,10.16%,56.31%,28.80%,Upgrade
4,Accounts Receivable,70241,60733,66115,55051,63335,65822,58033,53529,62627,50370,42209,74633,68271,62556,57508,44293,51744,53048,44211,42001,Upgrade
5,Other Receivables,3790,2186,2785,2341,2955,4032,6744,8074,3617,2670,2404,2415,1393,636.43,968.23,3305,1863,161.38,1602,476.25,Upgrade
6,Receivables,74031,62919,68900,57393,66289,69855,64777,61603,66244,53040,44613,77048,69664,63192,58476,47597,53606,53209,45813,42477,Upgrade
7,Inventory,3162,2828,4205,2881,2700,2376,2403,2990,3139,3232,3555,3851,3459,3322,3979,4533,2581,3624,3765,3368,Upgrade
8,Prepaid Expenses,379.08,2704,2824,10060,10989,5682,13450,9583,11245,6410,14287,8858,11720,7315,13462,6400,2061,3479,1848,4159,Upgrade
9,Other Current Assets,1193,4735,4147,1316,930.2,349.56,1789,1711,4069,13456,8635,10442,12140,12166,5843,5747,8459,7048,6079,5901,Upgrade
