,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2420,915,957,1210,737,852,1168,1042,936,821,779,Upgrade
1,Market Cap Growth,-24.35%,-24.35%,30.00%,41.98%,-36.94%,-18.18%,24.72%,26.92%,20.27%,-35.54%,-16.85%,Upgrade
2,Enterprise Value,2508,1085,1188,1445,907,980,1251,1109,947,793,698,Upgrade
3,Last Close Price,2.30,0.82,0.86,1.08,0.66,0.76,1.04,0.93,0.84,0.73,0.70,Upgrade
4,PE Ratio,13.35,5.05,14.56,-18.35,-,-,-,-,-,-,-,Upgrade
5,Forward PE,9.32,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,2.98,1.13,1.51,3.33,2.47,2.04,2.36,2.41,2.66,1.07,0.66,Upgrade
7,PB Ratio,7.83,2.75,4.38,7.88,4.67,3.77,3.66,2.71,2.31,1.68,1.28,Upgrade
8,P/TBV Ratio,3.11,3.11,5.40,11.49,7.60,5.45,4.96,3.55,3.04,2.14,1.60,Upgrade
9,P/FCF Ratio,15.05,5.69,10.80,-67.91,-,-,-,-27.48,-,-,-,Upgrade
10,P/OCF Ratio,5.01,5.01,9.26,-328.27,-,-,-,-39.22,-,-,9.53,Upgrade
11,EV/Sales Ratio,3.09,1.33,1.87,3.98,3.05,2.35,2.53,2.57,2.69,1.03,0.59,Upgrade
12,EV/EBITDA Ratio,10.86,5.05,11.57,-36.80,-,-,-,-,-,-,10.87,Upgrade
13,EV/EBIT Ratio,14.51,6.27,18.98,-,-,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,15.60,6.75,13.39,-81.09,-,-,-,-29.27,-,-,-,Upgrade
15,Debt / Equity Ratio,0.58,0.58,0.95,1.72,1.44,0.78,0.48,0.41,0.38,0.33,0.27,Upgrade
16,Debt / FCF Ratio,1.20,1.20,2.34,-14.83,-,-,-,-4.13,-,-,-,Upgrade
17,Return on Capital Employed (ROCE),37.10%,37.10%,16.77%,-,-,-,-,-,-,-,-,Upgrade
18,Earnings Yield,7.49%,19.80%,6.87%,-5.45%,-20.99%,-17.98%,-7.37%,-9.65%,-20.20%,-15.59%,0.12%,Upgrade
19,FCF Yield,6.64%,17.56%,9.26%,-1.47%,-11.30%,-9.63%,-2.35%,-3.64%,-9.33%,-10.55%,-4.40%,Upgrade
20,Dividend Yield,4.35%,6.11%,-,-,-,-,-,-,-,-,-,Upgrade
21,Total Shareholder Return,4.35%,6.11%,-,-,-,-,-,-,-,-,-,Upgrade
