,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,4628370,3900733,3525663,3600677,3255612,2723012,3255612,2693006,2475465,2475465,2565482,3833221,4350818,3955744,4205791,3050573,2470464,1985373,1652811,1647810,1165219,Upgrade
1,Market Cap Growth,43.25%,43.25%,8.29%,33.70%,31.52%,10.00%,26.90%,-29.75%,-43.10%,-37.42%,-39.00%,25.66%,76.11%,99.24%,154.46%,85.13%,112.02%,-10.38%,-41.50%,-45.08%,-52.03%,Upgrade
2,Enterprise Value,4768591,3913548,3884479,3491506,2861692,2424669,3081789,2823248,1887638,2310144,2903339,3930983,4307700,3841493,4220650,2741317,2067155,1755524,1835049,1654769,881801,Upgrade
3,Last Close Price,61700.00,52000.00,43860.69,44793.89,40501.15,33875.38,37963.48,31402.97,28866.24,28866.24,27993.30,41826.25,47474.03,43163.17,43735.90,31722.83,24252.40,19490.29,16225.54,16176.45,11438.89,Upgrade
4,PE Ratio,11.29,9.07,10.36,13.78,12.14,11.05,11.66,7.94,7.82,6.29,6.62,9.70,9.61,8.94,10.48,9.38,9.49,8.56,6.37,4.65,2.73,Upgrade
5,Forward PE,10.46,9.82,10.02,11.61,11.89,8.00,9.49,7.27,6.29,7.13,5.85,7.93,8.52,8.26,9.76,7.55,7.06,10.87,12.05,7.12,2.49,Upgrade
6,PS Ratio,0.88,0.74,0.70,0.81,0.70,0.60,0.72,0.54,0.50,0.45,0.45,0.72,0.86,0.83,0.98,0.75,0.65,0.52,0.42,0.40,0.27,Upgrade
7,PB Ratio,2.58,1.90,1.64,1.79,1.69,1.50,1.70,1.44,1.43,1.44,1.39,2.21,2.74,2.65,2.61,2.04,1.61,1.38,1.20,1.24,0.90,Upgrade
8,P/TBV Ratio,2.19,2.19,1.86,2.03,1.93,1.66,1.87,1.59,1.53,1.55,1.49,2.40,2.89,2.80,2.75,2.16,1.70,1.46,1.28,1.33,0.97,Upgrade
