,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Oct '21 Oct 1, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+17 Quarters
0,Operating Revenue,61.96,81.45,53.81,66.56,57.88,82.85,65.93,73.57,79.99,93.77,72.75,102.61,102.61,99.85,86.73,93.19,93.19,109.81,109.81,89.34,Upgrade
1,Other Revenue,-0.1,0.1,-,0.29,-0.23,0.23,-,0.45,-0.3,0.3,-,0.01,0.01,0.06,0.07,-,-,2.1,2.1,-,Upgrade
2,Revenue,61.86,81.55,53.81,66.85,57.65,83.07,65.93,74.02,79.69,94.08,72.75,102.62,102.62,99.91,86.81,93.19,93.19,111.91,111.91,89.34,Upgrade
3,Revenue Growth (YoY),7.29%,-1.84%,-18.38%,-9.68%,-27.65%,-11.70%,-9.37%,-27.87%,-22.35%,-5.84%,-16.20%,10.12%,10.12%,-10.72%,-22.43%,4.31%,4.31%,11.30%,11.30%,19.23%,Upgrade
4,Cost of Revenue,31.96,57.86,33.72,54.16,30.67,61.14,40.89,60.8,45.97,64.94,45.25,71.32,71.32,60.23,53.68,63.75,63.75,71.14,71.14,55.13,Upgrade
5,Gross Profit,29.9,23.69,20.09,12.69,26.98,21.93,25.05,13.23,33.71,29.13,27.49,31.3,31.3,39.68,33.12,29.44,29.44,40.76,40.76,34.21,Upgrade
6,"Selling, General & Admin",34.67,34.17,20.97,23.29,22.68,24.76,20.93,23.92,21.16,20.29,21.98,18.91,18.91,26.01,23.95,22.8,22.8,25.35,25.35,20.31,Upgrade
7,Research & Development,0.53,0.49,0.57,0.75,0.64,0.59,0.48,0.48,0.56,0.45,0.57,0.53,0.53,0.51,0.49,0.4,0.4,0.5,0.5,0.27,Upgrade
8,Other Operating Expenses,0.11,0.18,0.12,0.15,0.13,0.09,0.12,0.18,-0,-0.08,0.01,0.13,0.13,0.13,0.12,0.23,0.23,0.01,0.01,0.24,Upgrade
9,Operating Expenses,35.21,36.35,22.24,22.53,23.38,26.18,20.77,25.83,22.33,22.62,23.56,19.49,19.49,27.69,25.03,23.5,23.5,25.74,25.74,20.81,Upgrade
10,Operating Income,-5.31,-12.66,-2.15,-9.85,3.6,-4.25,4.28,-12.6,11.38,6.51,3.94,11.81,11.81,11.99,8.09,5.94,5.94,15.02,15.02,13.39,Upgrade
11,Interest Expense,-0.02,-0.03,-0.03,-0.04,-0.04,-0.05,-0.08,-0.07,-0.01,-0.39,-0.03,-,-,-0.18,-,-0.4,-0.4,-0.38,-0.38,-,Upgrade
12,Interest & Investment Income,3.72,3.22,2.04,4.89,5.05,2.84,3.05,2.25,1.4,0.69,0.92,1.92,1.92,0.43,0.54,0.74,0.74,0.84,0.84,0.42,Upgrade
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-0.18,-0.18,0.03,0.18,-,-,-,-,-,Upgrade
14,Currency Exchange Gain (Loss),-0.01,0.01,-,0.02,-0.06,0.06,-,0.2,-0.04,0.04,-,-0.01,-0.01,0.02,-0.01,0.03,0.03,-0,-0,-,Upgrade
15,Other Non Operating Income (Expenses),-0.01,-0.05,-0.03,-0.04,-0.27,1.71,-0.04,-0.91,0.26,-0.03,0.43,0.19,0.19,-0.59,-0.65,-0.25,-0.25,-0.14,-0.14,-0.45,Upgrade
16,EBT Excluding Unusual Items,-1.62,-9.5,-0.18,-5.02,8.27,0.31,7.21,-11.13,12.99,6.82,5.26,13.74,13.74,11.7,8.14,6.06,6.06,15.34,15.34,13.36,Upgrade
17,Gain (Loss) on Sale of Assets,-,-,-,0.02,-,-,-,-,-,-,-,-,-,0.07,0.03,-,-,-0.02,-0.02,-,Upgrade
18,Asset Writedown,-13.46,0.66,-6.09,4.57,-6.59,3.17,-3.39,6.02,-6.89,2.83,-1.44,-0,-0,-,-,-0,-0,0.01,0.01,-2.19,Upgrade
19,Other Unusual Items,-0.24,0.04,0.06,1.98,-,-,-,12.81,-0,0,-,0.81,0.81,-0.01,1.02,1.18,1.18,-0.21,-0.21,-,Upgrade
20,Pretax Income,-15.33,-8.81,-6.21,1.55,1.68,3.47,3.82,7.7,6.1,9.65,3.82,14.54,14.54,11.76,9.19,7.24,7.24,15.12,15.12,11.17,Upgrade
21,Income Tax Expense,-2.59,-2.13,-0.64,-0.18,-0.19,0.53,0.41,1.49,0.63,1.21,0.53,2.05,2.05,1.81,1.37,0.88,0.88,2.56,2.56,1.53,Upgrade
