,Fiscal Quarter,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019
,Period Ending,"Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019"
0,Cash & Equivalents,44903,37373,42291,43873,51119,46916,54142,43137,58286,46130
1,Investment Securities,421915,398886,369439,328615,309443,252381,250416,245879,206250,188794
2,Trading Asset Securities,67798,69487,81975,121543,91629,89694,90247,75611,85432,104604
3,Total Investments,489714,468372,451413,450158,401071,342075,340664,321490,291682,293398
4,Gross Loans,731318,713251,691972,690941,657663,636825,568926,551980,479968,448600
5,Allowance for Loan Losses,-22410,-25323,-22854,-21202,-20109,-17172,-15758,-18670,-16917,-14188
6,Net Loans,708909,687928,669118,669739,637554,619653,553168,533310,463051,434412
7,"Property, Plant & Equipment",4552,4522,4652,4391,4622,4723,4884,4846,4833,4771
8,Goodwill,734.24,734.24,734.24,734.24,734.24,734.24,734.24,734.24,734.24,734.24
9,Other Intangible Assets,353.34,304.62,284.12,217.92,200.17,185.41,185.68,159.66,166.72,156.13
10,Investments in Real Estate,24.89,35.56,32.02,35.71,39.68,43.62,47.69,117.26,126.79,138.11
11,Accrued Interest Receivable,3088,3049,2328,1847,1692,1806,1793,856.8,1798,2121
12,Other Receivables,1121,1109,1065,1511,1202,1070,534.95,583.39,1423,2059
13,Restricted Cash,48828,49151,50462,53051,54401,65419,63299,58988,65728,64102
14,Other Current Assets,-,-,-,-,-,0.23,-,-,-,-
15,Long-Term Deferred Tax Assets,11155,10830,10425,9836,7665,7372,6706,5906,5055,3893
16,Other Real Estate Owned & Foreclosed,283.98,346.49,286.07,429.33,495.12,560,571.63,670.28,536.61,525.24
17,Other Long-Term Assets,294.69,14.04,277.59,741.73,738.73,659.92,1034,1337,617.3,783.26
18,Total Assets,1314042,1263850,1233454,1236655,1161629,1091302,1027872,972224,894154,853346
19,Accrued Expenses,1899,1700,1818,1103,1602,2530,2443,2118,2546,2069
20,Interest Bearing Deposits,715590,680708,639332,629955,580828,577769,525870,519845,459504,429885
21,Non-Interest Bearing Deposits,273963,279437,300226,300170,304994,300020,293614,249213,239579,216043
22,Total Deposits,989553,960145,939558,930125,885821,877789,819484,769058,699083,645928
23,Short-Term Borrowings,51701,38262,38717,10103,32360,9782,10070,8837,9730,6532
24,Current Portion of Long-Term Debt,136761,138737,132044,168848,122831,90223,85915,84954,77015,98347
25,Current Portion of Leases,203.04,235.17,220.66,241.81,275.83,223.74,276.33,244.21,251.67,-
26,Current Income Taxes Payable,868.62,1079,2231,1767,1344,1532,1920,1758,2323,1008
27,Accrued Interest Payable,253.11,241.28,300.5,205.88,221.67,243.47,219.78,186.39,239.19,99.37
28,Other Current Liabilities,1467,1249,1422,1826,15,2008,15,3.96,18.69,-
29,Long-Term Debt,30873,28158,23943,28662,22270,22124,22899,22629,22107,21129
30,Long-Term Leases,547.91,537.73,562.49,601.48,660.97,714.27,681.65,686.2,673.86,923.74
31,Long-Term Unearned Revenue,90.09,92.61,93.6,97.26,147.21,151.24,156.71,261.5,253.71,208.24
32,Pension & Post-Retirement Benefits,944.74,870.14,862.05,750,849.15,609.91,827.87,677.93,672.37,674.29
33,Other Long-Term Liabilities,2339,3245,3433,4790,6345,6345,7078,5395,5530,6767
34,Total Liabilities,1217502,1174553,1145205,1149121,1074743,1014277,951986,896808,820445,783686
35,"Preferred Stock, Convertible",9839,9821,9839,9839,9839,9839,9839,9839,9839,9839
36,"Preferred Stock, Other",-18.38,-,-18.38,-18.38,-18.38,-18.38,-18.38,-18.38,-18.38,-18.38
37,Total Preferred Equity,9821,9821,9821,9821,9821,9821,9821,9821,9821,9821
38,Common Stock,14410,11451,11451,11451,11451,9808,9808,9808,9808,9808
39,Retained Earnings,42202,41671,41415,40450,39746,39700,39138,37143,36684,32755
40,Comprehensive Income & Other,22394,19050,18391,18699,19010,10919,10720,12085,12034,12583
41,Total Common Equity,79005,72172,71258,70600,70207,60428,59666,59036,58526,55147
42,Minority Interest,7715,7304,7171,7115,6858,6777,6398,6559,5363,4693
43,Shareholders' Equity,96541,89297,88249,87535,86885,77026,75885,75416,73709,69660
44,Total Liabilities & Equity,1314042,1263850,1233454,1236655,1161629,1091302,1027872,972224,894154,853346
45,Total Debt,220087,205930,195487,208456,178398,123068,119842,117349,109778,126931
46,Net Cash (Debt),-23678,-25233,33781,14103,54758,80770,105208,85320,89886,65857
47,Net Cash Growth,-,-,-38.31%,-82.54%,-47.95%,-5.33%,17.05%,29.55%,-6.08%,-7.30%
48,Net Cash Per Share,-2.06,-2.20,2.95,1.23,5.53,8.23,10.73,8.70,9.16,6.71
49,Filing Date Shares Outstanding,14410,11451,11451,11451,11451,9808,9808,9808,9808,9808
50,Total Common Shares Outstanding,14410,11451,11451,11451,11451,9808,9808,9808,9808,9808
51,Book Value Per Share,5.48,6.30,6.22,6.17,6.13,6.16,6.08,6.02,5.97,5.62
52,Tangible Book Value,77918,71133,70239,69647,69272,59508,58746,58142,57625,54256
53,Tangible Book Value Per Share,5.41,6.21,6.13,6.08,6.05,6.07,5.99,5.93,5.88,5.53
