,Fiscal Quarter,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019
,Period Ending,"Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019"
0,Interest Income on Loans,20934,20812,22061,21758,22103,20463,18493,18657,20313,15752
1,Interest Paid on Deposits,12911,12251,12580,12656,12203,10804,10236,9266,9167,8014
2,Net Interest Income,8023,8561,9481,9101,9899,9660,8257,9390,11146,7737
3,Net Interest Income Growth (YoY),-15.38%,-5.94%,-4.23%,-5.78%,19.89%,2.87%,-25.92%,21.36%,45.08%,38.43%
4,Income From Trading Activities,45.04,63.98,105.3,972.08,862.15,1181,940.73,1036,734.94,2000
5,Gain (Loss) on Sale of Assets,140.11,8.44,76.78,56.03,4.85,21.1,29.56,37.57,50.94,-1.44
6,Gain (Loss) on Sale of Investments,197.47,151.76,412.57,97.54,184.63,159.31,-2.21,363.55,-158.94,211.53
7,Other Non-Interest Income,347.22,616.69,1259,983.7,733.26,775.44,199.47,890.07,997.84,852.65
8,Total Non-Interest Income,729.84,840.86,1853,2109,1785,2136,1168,2327,1625,3063
9,Non-Interest Income Growth (YoY),-60.62%,-60.14%,3.83%,-1.27%,52.88%,-8.19%,-28.14%,-24.02%,-66.21%,18.44%
10,Revenues Before Loan Losses,8753,9401,11334,11211,11684,11796,9425,11717,12771,10800
11,Provision for Loan Losses,4473,3935,5847,4779,8713,3827,2875,4977,3524,3555
12,Revenue,4280,5467,5487,6431,2971,7969,6550,6741,9247,7245
13,Revenue Growth (YoY),-22.01%,-15.00%,84.69%,-19.30%,-54.64%,18.22%,-29.17%,-6.96%,20.86%,0.83%
14,Salaries and Employee Benefits,2280,2033,2757,2099,3942,-,4433,-,4105,-
15,Occupancy Expenses,350.86,321.97,362.39,352.28,877.51,-,876.71,-,903.92,-
16,"Selling, General & Administrative",238.38,103.72,251.94,122.99,368.78,-,101.64,-,199.76,-
17,Other Non-Interest Expense,901.53,604.44,778.3,685.05,-2217,3512,-1053,2721,-1226,2701
18,Total Non-Interest Expense,3771,3063,4149,3259,2971,3512,4357,2722,3982,2701
19,EBT Excluding Unusual Items,508.87,2404,1338,3172,-0.26,4458,2193,4018,5265,4544
20,Other Unusual Items,-,-,-,-,0.39,-0.39,-,76.23,86.48,-
21,Pretax Income,508.87,2404,1338,3172,0.13,4457,2193,4095,5351,4544
22,Income Tax Expense,-361.91,15.28,264.9,207.68,-116.09,797.08,238.56,772.39,1113,871.26
23,Earnings From Continuing Operations,870.78,2389,1073,2965,116.21,3660,1954,3322,4238,3673
24,Minority Interest in Earnings,-339.54,-285.56,-107.47,-438.15,-70.78,-530.3,41.28,-236.6,-309.22,-81.15
25,Net Income,531.24,2103,965.58,2527,45.43,3130,1996,3086,3929,3592
26,Preferred Dividends & Other Adjustments,-,645.4,-,620.37,-,606.26,-,664.77,-,-
27,Net Income to Common,531.24,1458,965.58,1906,45.43,2524,1996,2421,3929,3592
28,Net Income Growth,-44.98%,-16.76%,2025.52%,-19.27%,-97.72%,1.43%,-49.20%,-14.09%,22.59%,8.13%
29,Basic Shares Outstanding,11500,11451,11451,11451,9909,9808,9808,9808,9808,9808
30,Diluted Shares Outstanding,11500,11451,11451,11451,9909,9808,9808,9808,9808,9808
31,Shares Change (YoY),0.42%,-,15.56%,16.75%,1.03%,-,-,-,-,-
32,EPS (Basic),0.05,0.13,0.08,0.17,0.00,0.26,0.20,0.25,0.40,0.37
33,EPS (Diluted),0.05,0.13,0.08,0.17,0.00,0.26,0.20,0.25,0.40,0.37
34,EPS Growth,-45.22%,-23.52%,1739.46%,-35.30%,-97.75%,4.24%,-49.20%,-32.59%,22.59%,8.13%
