,Fiscal Quarter,Current,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019
,Period Ending,"Mar '25 Mar 12, 2025","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019"
0,Market Capitalization,22479,31702,26681,30231,33667,39278,30406,34329,33348,35800,43156
1,Market Cap Growth,4.86%,4.86%,-20.75%,-23.03%,10.73%,14.42%,-8.82%,-4.11%,-22.73%,-28.15%,-16.67%
2,Last Close Price,1.56,2.15,2.27,2.45,2.73,3.05,2.76,2.89,2.80,2.83,3.41
3,PE Ratio,8.17,14.47,10.19,9.31,14.73,12.46,5.59,6.55,4.79,4.26,5.58
4,PS Ratio,1.67,2.95,2.25,2.24,3.06,2.92,1.74,2.17,1.90,1.94,2.55
5,PB Ratio,0.26,0.30,0.28,0.30,0.33,0.37,0.33,0.38,0.40,0.43,0.54
6,P/FCF Ratio,-,-,-,-1.39,-,-0.59,-,-,-,-0.52,-
7,P/OCF Ratio,-,-,-,-1.45,-,-0.59,-,-,-,-0.52,-
8,Debt / Equity Ratio,2.28,2.28,2.31,2.22,2.38,2.05,1.60,1.58,1.56,1.49,1.82
9,Debt / FCF Ratio,-,-,-,-10.19,-,-3.28,-,-,-,-1.78,-
10,Earnings Yield,9.75%,9.15%,12.43%,13.06%,8.95%,9.92%,20.27%,17.58%,23.08%,23.50%,17.91%
11,FCF Yield,-293.49%,-208.11%,37.14%,-71.76%,-125.98%,-170.23%,-392.90%,-275.24%,-170.19%,-192.81%,-324.22%
12,Buyback Yield / Dilution,-0.21%,-0.42%,-,-15.56%,-16.75%,-1.03%,-,-,-,-,-
13,Total Shareholder Return,2.60%,-0.42%,-,-15.56%,-16.75%,-1.03%,-,-,-,-,-
