,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,74.3,83.52,97.82,88.84,108.34,116.54,133.71,109.32,96.81,84.83,Upgrade
1,Revenue Growth (YoY),-24.05%,-5.99%,-9.71%,-23.77%,-18.97%,6.61%,38.12%,28.86%,0.43%,32.47%,Upgrade
2,"Selling, General & Admin",14.88,17.63,19.77,27.06,27.14,17.67,11.43,8.35,14.47,14.92,Upgrade
3,Other Operating Expenses,60.88,60.57,62.61,65.19,60.87,65.74,63.47,59.92,57.25,59.58,Upgrade
4,Total Operating Expenses,75.76,78.21,82.38,92.25,88.01,83.41,74.9,68.27,71.72,74.5,Upgrade
5,Operating Income,-1.46,5.31,15.44,-3.41,20.34,33.13,58.81,41.05,25.09,10.33,Upgrade
6,Interest Expense,-8.34,-12.39,-15.69,-18.34,-17.83,-18.26,-19.89,-22.29,-17.92,-14.9,Upgrade
7,Interest Income,1.33,2.08,1.84,1.13,0.67,0.57,0.72,0.87,1.82,1.27,Upgrade
8,Net Interest Expense,-7.01,-10.32,-13.85,-17.22,-17.16,-17.68,-19.17,-21.41,-16.09,-13.63,Upgrade
9,Income (Loss) on Equity Investments,22.13,14.85,42.25,20.44,34.06,22.11,53.63,20.72,33.56,21.52,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,-,-,6.21,2.12,17.62,-,-,Upgrade
11,EBT Excluding Unusual Items,13.66,9.85,43.84,-0.19,37.23,43.76,95.39,57.97,42.55,18.22,Upgrade
12,Gain (Loss) on Sale of Investments,-,-10.05,-,-,-,-,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,0.01,-0.02,0.02,-0,0.11,0.26,-0.17,-,-,0.08,Upgrade
14,Asset Writedown,-,-20.57,-,-,-,-13.62,-,-4.2,-,-,Upgrade
15,Pretax Income,13.67,-20.79,43.86,-0.2,37.34,30.41,95.22,53.77,42.55,18.3,Upgrade
16,Income Tax Expense,3.29,-4.54,8.82,0.15,7.17,4.34,9.49,3.76,6.5,3.1,Upgrade
17,Earnings From Continuing Ops.,10.39,-16.25,35.04,-0.35,30.17,26.07,85.73,50.01,36.05,15.2,Upgrade
18,Net Income to Company,10.39,-16.25,35.04,-0.35,30.17,26.07,85.73,50.01,36.05,15.2,Upgrade
19,Minority Interest in Earnings,1.27,3.68,0.81,0.72,0.58,1.98,-0.43,-0.7,0.78,0.53,Upgrade
20,Net Income,11.66,-12.57,35.85,0.37,30.75,28.05,85.31,49.32,36.83,15.73,Upgrade
21,Net Income to Common,11.66,-12.57,35.85,0.37,30.75,28.05,85.31,49.32,36.83,15.73,Upgrade
22,Net Income Growth,-67.47%,-,16.61%,-98.70%,-63.96%,-43.13%,131.59%,213.55%,-11.56%,139.63%,Upgrade
23,Shares Outstanding (Basic),2506,2506,2506,2506,2506,2506,2506,2506,2506,2506,Upgrade
24,Shares Outstanding (Diluted),2506,2506,2506,2506,2506,2506,2506,2506,2506,2506,Upgrade
25,Shares Change (YoY),-,-,-,-,-,-,-,-,-,0.11%,Upgrade
26,EPS (Basic),0.00,-0.01,0.01,0.00,0.01,0.01,0.03,0.02,0.01,0.01,Upgrade
27,EPS (Diluted),0.00,-0.01,0.01,0.00,0.01,0.01,0.03,0.02,0.01,0.01,Upgrade
28,EPS Growth,-67.47%,-,16.61%,-98.70%,-63.96%,-43.12%,131.60%,213.54%,-11.55%,139.36%,Upgrade
29,Free Cash Flow,26.78,69.49,46.13,112.28,34.92,44.95,51.27,-54.36,-19.06,4.79,Upgrade
30,Free Cash Flow Per Share,0.01,0.03,0.02,0.04,0.01,0.02,0.02,-0.02,-0.01,0.00,Upgrade
31,Dividend Per Share,-,-,-,-,-,0.005,0.005,0.004,0.004,0.004,Upgrade
32,Dividend Growth,-,-,-,-,-,25.00%,25.00%,0%,0%,0%,Upgrade
33,Profit Margin,15.70%,-15.05%,36.65%,0.41%,28.38%,24.07%,63.80%,45.12%,38.05%,18.54%,Upgrade
34,Free Cash Flow Margin,36.04%,83.20%,47.16%,126.38%,32.23%,38.57%,38.34%,-49.73%,-19.69%,5.64%,Upgrade
35,EBITDA,47.42,53.62,68.66,46.45,74.85,86.88,112.67,91.74,70.2,52.97,Upgrade
36,D&A For EBITDA,48.88,48.31,53.22,49.86,54.51,53.75,53.85,50.69,45.11,42.64,Upgrade
37,EBIT,-1.46,5.31,15.44,-3.41,20.34,33.13,58.81,41.05,25.09,10.33,Upgrade
