,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,273,288,286,406,494,652,840,541,466,356,416,Upgrade
1,Market Cap Growth,-29.01%,-29.01%,-42.13%,-37.69%,-41.19%,20.37%,80.11%,52.11%,12.05%,-26.42%,-16.58%,Upgrade
2,Enterprise Value,331,404,480,779,1016,1206,1419,1222,1033,895,953,Upgrade
3,PE Ratio,-,-316.71,-,11.21,15.87,11.08,7.41,4.02,5.41,6.77,7.25,Upgrade
4,PS Ratio,1.73,1.83,1.58,2.18,2.50,2.90,3.35,2.23,2.26,1.96,2.30,Upgrade
5,PB Ratio,0.15,0.16,0.15,0.22,0.26,0.33,0.41,0.27,0.24,0.21,0.24,Upgrade
6,P/FCF Ratio,2.84,2.99,2.47,2.56,3.35,8.16,8.73,-174.96,-,-,-13.68,Upgrade
7,P/OCF Ratio,2.93,2.93,2.16,2.30,3.18,7.45,7.43,4.09,4.93,3.13,4.65,Upgrade
8,EV/Sales Ratio,2.10,2.56,2.65,4.17,5.15,5.36,5.67,5.03,5.01,4.92,5.26,Upgrade
9,EV/EBITDA Ratio,2.37,3.99,3.93,6.76,8.37,7.46,7.11,5.98,6.38,7.26,7.19,Upgrade
10,EV/EBIT Ratio,8.11,-,23.15,64.74,-,22.56,15.43,12.23,15.62,25.25,20.55,Upgrade
11,EV/FCF Ratio,3.44,4.19,4.15,4.92,6.90,15.11,14.75,-394.84,-,-,-31.36,Upgrade
12,Debt / Equity Ratio,0.13,0.13,0.15,0.22,0.32,0.35,0.37,0.40,0.46,0.53,0.49,Upgrade
13,Debt / FCF Ratio,2.51,2.51,2.49,2.60,4.14,8.59,7.84,-259.12,-,-,-27.86,Upgrade
14,Return on Capital Employed (ROCE),0.19%,-,0.96%,0.56%,-,2.28%,3.67%,3.93%,2.65%,1.51%,2.03%,Upgrade
15,Earnings Yield,-0.33%,-0.32%,8.15%,8.92%,6.30%,9.02%,13.50%,24.87%,18.48%,14.77%,13.79%,Upgrade
16,Earnings Yield,-0.33%,-0.32%,8.15%,8.92%,6.30%,9.02%,13.50%,24.87%,18.48%,14.77%,13.79%,Upgrade
17,FCF Yield,35.24%,33.40%,40.47%,39.02%,29.82%,12.26%,11.46%,-0.57%,-15.75%,-4.01%,-7.31%,Upgrade
18,Dividend Yield,4.59%,-,-,-,-,-,3.26%,4.62%,4.86%,6.54%,5.76%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-0.11%,Upgrade,
20,Total Shareholder Return,4.59%,-,-,-,-,-,3.26%,4.62%,4.86%,6.54%,5.65%,Upgrade
