,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+13 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+13 Quarters
0,Market Capitalization,2578,2240,2304,2558,2965,2880,3321,3129,2745,3045,3551,2926,2173,2153,2120,2114,1972,2422,2531,2360,2194,Upgrade
1,Market Cap Growth,-22.24%,-22.24%,-30.62%,-18.26%,8.02%,-5.41%,-6.50%,6.96%,26.32%,41.38%,67.54%,38.39%,10.16%,-11.09%,-16.26%,-10.42%,-10.12%,8.37%,14.07%,-5.37%,19.27%,Upgrade
2,Enterprise Value,2456,2111,2088,2303,2757,2646,3090,2954,2569,2890,3348,2697,1944,1922,1817,1785,1663,2099,2262,1992,1850,Upgrade
3,Last Close Price,7.61,6.61,6.80,7.47,8.65,8.41,9.60,9.05,7.94,8.80,10.33,8.43,6.26,6.20,6.11,5.95,5.52,6.69,6.99,6.38,5.93,Upgrade
4,PE Ratio,46.74,43.33,34.50,36.89,44.21,40.95,49.63,44.01,41.26,46.54,55.27,52.82,34.63,32.77,29.45,29.41,34.88,39.09,48.54,33.62,24.75,Upgrade
5,Forward PE,-,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,Upgrade
6,PS Ratio,3.50,3.24,3.21,3.96,4.63,4.50,5.35,5.09,4.52,5.47,6.40,5.51,4.45,4.83,5.37,6.03,7.22,8.84,10.88,8.41,6.54,Upgrade
7,PB Ratio,2.31,2.19,2.28,2.51,2.98,2.94,3.49,3.26,2.92,-,3.94,3.21,2.42,2.45,2.47,2.41,2.31,2.85,2.93,2.62,2.45,Upgrade
8,P/TBV Ratio,2.52,2.52,2.62,2.73,3.19,3.16,3.74,3.49,3.11,-,4.19,3.41,2.57,2.59,2.61,2.53,2.41,2.97,3.06,2.72,2.54,Upgrade
9,P/FCF Ratio,-,-,-,-,89.08,-,-,-,72.10,-,-,-,-68.52,-346.98,-,-,34.48,96.72,-1334.60,117.19,-79.34,Upgrade
10,P/OCF Ratio,45.70,45.70,39.68,-,49.32,26.51,-,-,57.24,-,-,-,58.19,34.61,-,-,19.51,26.93,41.26,29.64,55.23,Upgrade
11,EV/Sales Ratio,3.55,3.05,2.91,3.57,4.30,4.14,4.98,4.81,4.23,5.19,6.03,5.08,3.98,4.31,4.60,5.09,6.09,7.66,9.73,7.10,5.51,Upgrade
12,EV/EBITDA Ratio,31.40,26.07,19.06,20.63,24.80,24.36,31.28,31.00,28.41,32.96,38.37,34.68,24.20,23.73,20.91,20.58,24.76,29.06,40.43,25.98,18.19,Upgrade
13,EV/EBIT Ratio,48.49,-,25.23,26.92,32.35,31.92,41.53,41.38,37.85,43.46,49.12,44.80,29.96,28.43,24.71,23.85,30.09,34.77,51.07,30.66,20.51,Upgrade
14,EV/FCF Ratio,-39.17,-,-,-,82.86,-,-,-,67.49,-,-,-,-61.31,-309.66,-,-,29.06,83.80,-1192.57,98.90,-66.89,Upgrade
15,Debt / Equity Ratio,0.11,0.11,0.08,0.07,0.08,0.06,0.06,0.06,0.07,-,0.06,0.06,0.04,0.03,0.01,0.01,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,1.42,6.26,0.83,0.66,0.85,0.44,0.54,0.55,0.76,-,0.55,0.62,0.47,0.25,0.15,0.05,-,-,-,-,-,Upgrade
17,Debt / FCF Ratio,-,-,-,-,2.51,-,-,-,1.78,-,-,-,-1.14,-3.71,-,-,-,-,-,-,-,Upgrade
18,Asset Turnover,0.45,0.65,0.51,0.64,0.57,0.45,0.53,-,-,0.45,0.53,0.53,0.56,0.39,0.41,0.42,0.42,0.24,0.10,0.42,Upgrade,
19,Inventory Turnover,3.78,3.25,4.80,3.64,4.65,3.43,2.72,3.85,-,-,2.91,3.89,4.13,4.03,3.07,3.44,3.47,3.01,1.84,0.97,4.04,Upgrade
20,Quick Ratio,2.82,2.82,3.24,3.42,3.42,3.45,3.15,3.70,3.07,-,3.39,3.44,3.29,3.28,3.46,4.00,5.47,7.72,14.93,16.09,10.32,Upgrade
21,Current Ratio,3.44,3.44,3.85,4.07,4.00,4.14,3.81,4.38,3.68,-,4.14,4.09,3.93,3.87,4.14,4.53,6.22,8.75,16.76,21.64,11.20,Upgrade
22,Return on Equity (ROE),1.21%,5.45%,8.12%,5.95%,9.77%,7.78%,8.20%,-,-,9.78%,6.06%,7.68%,7.88%,5.55%,8.72%,8.38%,10.47%,5.45%,1.56%,10.66%,Upgrade,
23,Return on Assets (ROA),-0.44%,3.55%,4.25%,3.70%,5.67%,4.41%,4.50%,-,-,3.96%,3.94%,3.26%,4.73%,2.26%,5.46%,4.42%,7.02%,2.89%,0.60%,5.73%,Upgrade,
24,Return on Capital (ROIC),-0.50%,4.01%,4.83%,4.19%,6.49%,5.00%,5.10%,-,-,4.50%,4.51%,3.81%,5.58%,2.66%,6.29%,4.90%,7.48%,3.01%,0.63%,6.16%,Upgrade,
25,Return on Capital Employed (ROCE),4.89%,-,8.09%,8.29%,8.44%,8.45%,7.79%,7.41%,7.19%,-,7.53%,6.58%,7.20%,7.67%,8.55%,8.51%,6.46%,7.08%,5.12%,7.21%,10.04%,Upgrade
26,Earnings Yield,2.00%,2.31%,2.90%,2.71%,2.26%,2.44%,2.01%,2.27%,2.42%,2.15%,1.81%,1.89%,2.89%,3.05%,3.40%,3.40%,2.87%,2.56%,2.06%,2.97%,4.04%,Upgrade
27,FCF Yield,-2.43%,-2.80%,-2.36%,-0.75%,1.12%,3.14%,2.29%,2.24%,1.39%,-2.17%,-1.23%,-1.60%,-1.46%,-0.29%,0.14%,1.48%,2.90%,1.03%,-0.07%,0.85%,-1.26%,Upgrade
28,Dividend Yield,1.20%,-,-,-,1.07%,-,-,-,1.17%,-,-,-,1.48%,-,-,-,1.85%,-,-,-,2.58%,Upgrade
