,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+14 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Market Capitalization,66,13,19,22,22,24,24,26,25,24,34,39,40,66,82,139,92,87,86,71,135,Upgrade
1,Market Cap Growth,-46.67%,-46.67%,-20.00%,-18.18%,-12.90%,0%,-30.23%,-32.65%,-38.00%,-63.86%,-58.25%,-71.84%,-56.52%,-23.85%,-4.63%,95.51%,-31.95%,-45.50%,-55.00%,-65.77%,-64.04%,Upgrade
2,Enterprise Value,51,-4,2,2,2,-1,-1,-20,-22,-29,-18,-23,-22,14,30,87,39,48,47,27,91,Upgrade
3,Last Close Price,0.08,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.05,0.08,0.10,0.17,0.12,0.11,0.11,0.09,0.17,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-13.77,-,-606.06,-370.95,-172.75,-,-28.71,-,-,-,-23.03,Upgrade
5,PS Ratio,0.65,0.13,0.19,0.21,0.24,0.23,0.24,0.24,0.20,0.20,0.26,0.28,0.27,0.44,0.56,0.99,0.78,0.80,0.79,0.66,1.14,Upgrade
6,PB Ratio,21.07,4.11,6.17,2.51,2.51,1.68,1.16,1.28,0.66,0.64,0.89,1.02,-,1.55,1.92,3.25,-,2.00,1.95,1.61,-,Upgrade
7,P/TBV Ratio,4.11,4.11,6.17,2.51,2.51,1.68,1.16,1.28,0.66,0.64,0.89,1.02,-,1.55,1.96,3.31,-,2.03,1.98,1.63,-,Upgrade
8,EV/Sales Ratio,0.51,-,0.02,0.02,0.03,-,-,-,-,-,-,-,-,0.09,0.20,0.62,0.34,0.44,0.44,0.25,0.76,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,24.76,-480.99,-,-,-,-,-,-16.65,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-70.73,-35.43,-,-,-,-,-,-13.37,Upgrade
11,Debt / Equity Ratio,2.09,2.09,2.09,0.86,0.86,0.56,0.46,0.46,0.23,0.23,0.13,0.13,-,0.17,0.12,0.12,-,0.12,0.05,0.05,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,0.91,-,-,4.95,1.72,-,-,-,-,-,-,Upgrade
13,Asset Turnover,3.15,2.95,2.67,2.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,0.82,0.82,0.82,1.03,1.03,1.01,-,1.24,-,1.53,-,1.75,-,1.77,-,1.99,-,1.89,-,2.53,-,Upgrade
15,Current Ratio,0.82,0.82,0.82,1.03,1.03,1.01,-,1.24,-,1.53,-,1.75,-,1.77,-,1.99,-,1.89,-,2.53,-,Upgrade
16,Return on Equity (ROE),-352.59%,-187.37%,-132.33%,-99.42%,-47.69%,-83.35%,-187.35%,-32.49%,-29.86%,16.03%,-,-,1.27%,3.89%,-,-,-1.41%,-3.36%,-,-,Upgrade,
17,Return on Assets (ROA),-21.33%,-20.01%,-18.56%,-16.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Return on Capital (ROIC),-72.07%,-54.13%,-42.69%,-35.61%,-19.16%,-34.77%,-63.14%,-16.36%,-18.09%,7.15%,-,-,1.06%,3.04%,-,-,-2.28%,-1.89%,-,-,Upgrade,
19,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-0.42%,-,-,-,-,-,-,-,Upgrade
20,Earnings Yield,-17.04%,-87.34%,-54.80%,-55.98%,-105.71%,-95.92%,-99.03%,-67.83%,-36.56%,-22.78%,-7.26%,-9.11%,-0.17%,-0.27%,-0.58%,-1.04%,-3.48%,-3.95%,-2.43%,-5.26%,-4.34%,Upgrade
21,FCF Yield,-81.13%,-81.13%,-47.33%,-36.07%,-18.03%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
