,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Operating Revenue,974.16,816.65,777.95,810.88,984.74,770.34,739.01,780.82,886.71,559.46,614.36,582.4,698.26,441.3,438.22,452.41,364.84,256.62,147.23,259.51,Upgrade
1,Other Revenue,-55.32,55.32,-,146.96,-57.93,57.93,-,107.05,-33.97,33.97,-,107.72,-36.39,36.39,-,42.76,-6.32,6.32,-,25.76,Upgrade
2,Revenue,918.84,871.97,777.95,957.84,926.81,828.27,739.01,887.87,852.75,593.43,614.36,690.12,661.87,477.69,438.22,495.17,358.52,262.94,147.23,285.26,Upgrade
3,Revenue Growth (YoY),-0.86%,5.28%,5.27%,7.88%,8.68%,39.57%,20.29%,28.65%,28.84%,24.23%,40.19%,39.37%,84.61%,81.67%,197.64%,73.59%,48.04%,36.35%,-23.65%,-,Upgrade
4,Cost of Revenue,805.29,754.74,673.37,839.07,808.04,724.16,654.74,790.99,728.47,527.23,547.5,618.61,572.33,428.72,402.67,453.07,324.35,220.94,126.76,238.75,Upgrade
5,Gross Profit,113.55,117.23,104.58,118.77,118.77,104.11,84.27,96.88,124.28,66.2,66.86,71.51,89.54,48.98,35.55,42.1,34.17,42,20.47,46.51,Upgrade
6,"Selling, General & Admin",23.13,19.97,21.16,29.04,24.52,20.64,19.95,12.85,19.22,12.12,15.59,18.15,15.53,10.65,10.45,5.92,11.2,11.08,7.58,11.56,Upgrade
7,Research & Development,31.92,22.93,21.11,31.95,22.7,19.68,15.96,17.75,23.45,14.11,14.97,21.31,12.92,9.15,9.61,13.97,8.5,6.89,3.11,8.88,Upgrade
8,Other Operating Expenses,-13.66,3.16,1.95,4.01,2.5,3.17,1.76,3.33,1.79,0.97,1.02,4.4,-0.14,0.24,0.39,1.1,0.51,0.59,0.57,0.92,Upgrade
9,Operating Expenses,54.2,49.73,39.43,59.38,57.94,49.45,36.53,34.78,54.92,29.47,26.99,49.01,37.63,21.21,17.66,29.19,24.04,23.24,6.11,23.09,Upgrade
10,Operating Income,59.35,67.49,65.15,59.39,60.83,54.66,47.74,62.1,69.36,36.73,39.87,22.5,51.91,27.76,17.89,12.91,10.13,18.76,14.36,23.43,Upgrade
11,Interest Expense,-15.45,-16.91,-13.56,-10.93,-10.16,-7.23,-10.61,-15.04,-13.94,-11.69,-14.03,-11.85,-8.09,-7.33,-5.18,-5.38,-4.23,-3.03,-2.52,-2.7,Upgrade
12,Interest & Investment Income,0.61,1.55,0.81,-,0.96,0.34,0.52,-,3.45,4.09,2.32,3.38,3.62,3.56,3.99,1.86,0.12,0.16,0.08,0.02,Upgrade
13,Currency Exchange Gain (Loss),-2.47,2.47,-,2.09,-2.58,2.58,-,9.55,-4.43,4.43,-,-2.75,1.26,-1.26,-,-3.51,-0.08,0.08,-,-0.05,Upgrade
14,Other Non Operating Income (Expenses),1.28,-2.75,2.52,-1.68,1.37,6.98,5.93,-12.99,11.07,-0.31,2.18,0.63,-1.38,0.11,0.09,0.15,-0.6,-0.19,0.17,-1.06,Upgrade
15,EBT Excluding Unusual Items,43.31,51.87,54.92,48.86,50.42,57.33,43.58,43.62,65.51,33.26,30.34,11.91,47.31,22.85,16.78,6.04,5.35,15.77,12.09,19.63,Upgrade
16,Gain (Loss) on Sale of Investments,-0.96,-1.59,-2.29,0.19,-1.62,-9.96,-0.18,-0.26,-5.36,-8.36,-0.07,0.72,-2.59,1.33,-2.96,12.27,6.83,-,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,-0,-0,0,0.06,-0,0.03,-0.29,0.01,-0.01,-0,-0.08,-0,0,-,-,-0.01,0,0.03,-,0,Upgrade
18,Asset Writedown,0.96,-0.73,0.73,-0.93,0.9,0.09,-0.09,-0.02,-,-0.32,0.32,0.79,-0.78,0.06,-0.06,0.09,-0.09,0.22,-0.22,0.09,Upgrade
19,Other Unusual Items,-2.26,2.26,-,6.77,0.35,-0.35,-,2.26,-0.03,0.03,-,1.12,0.2,-0.2,-,3.48,-,-,-,7.5,Upgrade
20,Pretax Income,41.05,51.8,53.36,54.96,50.05,47.14,43.02,45.61,60.11,24.61,30.52,14.54,44.15,24.05,13.76,21.85,12.1,16.02,11.87,27.23,Upgrade
21,Income Tax Expense,0.62,5.44,9.2,15.52,4.9,2.28,6.53,6.63,9.22,2.32,2.62,0.24,3.56,4.62,1.73,0.47,2.43,3.96,2.08,2.1,Upgrade
22,Net Income,40.44,46.36,44.16,39.43,45.15,44.87,36.5,38.98,50.89,22.29,27.89,14.3,40.58,19.42,12.03,21.39,9.67,12.06,9.8,25.13,Upgrade
23,Net Income to Common,40.44,46.36,44.16,39.43,45.15,44.87,36.5,38.98,50.89,22.29,27.89,14.3,40.58,19.42,12.03,21.39,9.67,12.06,9.8,25.13,Upgrade
24,Net Income Growth,-10.44%,3.33%,21.01%,1.17%,-11.29%,101.31%,30.84%,172.51%,25.40%,14.76%,131.81%,-33.12%,319.84%,61.09%,22.82%,-14.90%,-32.18%,15.00%,-6.54%,-,Upgrade
25,Shares Outstanding (Basic),126,124,124,123,122,121,122,116,116,117,115,116,117,117,115,114,99,87,86,86,Upgrade
26,Shares Outstanding (Diluted),126,124,124,123,122,121,122,116,116,117,115,116,117,117,115,114,99,87,86,86,Upgrade
27,Shares Change (YoY),3.36%,2.57%,1.66%,5.63%,4.91%,3.80%,5.93%,0.32%,-0.84%,-0.16%,0.02%,1.17%,18.68%,33.76%,33.95%,32.70%,13.63%,-,-,-,Upgrade
28,EPS (Basic),0.32,0.37,0.36,0.32,0.37,0.37,0.30,0.34,0.44,0.19,0.24,0.12,0.35,0.17,0.10,0.19,0.10,0.14,0.11,0.29,Upgrade
29,EPS (Diluted),0.32,0.37,0.36,0.32,0.37,0.37,0.30,0.34,0.44,0.19,0.24,0.12,0.35,0.17,0.10,0.19,0.10,0.14,0.11,0.29,Upgrade
