,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3100,3334,2715,2793,3474,3446,3819,3624,3150,3251,3886,3143,3468,4001,2963,2621,3259,2178,1617,1811,1669,Upgrade
1,Market Cap Growth,-3.24%,-3.24%,-28.91%,-22.92%,10.27%,6.00%,-1.72%,15.30%,-9.16%,-18.75%,31.16%,19.93%,6.43%,83.73%,83.24%,44.73%,95.20%,32.15%,-9.33%,-8.41%,10.61%,Upgrade
2,Enterprise Value,3277,3529,2847,2832,3513,3497,3904,3605,3131,3293,3824,3517,3841,4349,3255,2884,3522,2448,1880,2122,1981,Upgrade
3,Last Close Price,5.56,5.98,4.87,4.99,6.20,6.16,6.82,6.46,5.62,5.80,6.93,5.60,6.99,8.07,5.97,5.27,6.55,4.38,3.25,3.63,3.35,Upgrade
4,PE Ratio,130.82,-,49.62,52.05,66.54,78.88,88.33,87.51,76.62,104.09,121.45,106.68,153.25,114.11,66.13,49.37,238.23,-117.36,-642.68,-,-,Upgrade
5,Forward PE,-,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,25.68,Upgrade
6,PS Ratio,1.72,2.18,1.47,1.64,2.09,2.19,2.74,2.63,2.40,2.69,3.40,2.81,3.37,4.02,2.86,2.48,3.43,2.52,1.95,2.26,1.81,Upgrade
7,PB Ratio,2.36,2.54,2.02,2.08,2.61,2.72,3.03,2.89,2.53,2.65,3.18,2.58,4.27,4.96,3.67,3.26,4.07,2.78,2.11,2.38,2.10,Upgrade
8,P/TBV Ratio,2.74,2.74,2.18,2.25,2.81,2.93,3.26,3.12,2.74,2.87,3.45,2.80,4.85,5.65,4.20,3.73,4.67,3.20,2.35,2.73,2.40,Upgrade
9,P/FCF Ratio,-,-44.56,-,-,405.07,-185.04,-,-,731779.77,-61.07,-,-,471.55,72.62,-,19.84,34.09,46.15,26.13,-,62.35,Upgrade
10,P/OCF Ratio,-,-95.52,-,-,52.79,83.13,78.33,-,28.58,41.69,343.65,-,67.52,70.19,-,15.34,24.27,21.44,15.54,-,23.88,Upgrade
11,EV/Sales Ratio,2.14,2.31,1.54,1.66,2.12,2.22,2.80,2.61,2.39,2.73,3.35,3.15,3.73,4.37,3.14,2.73,3.71,2.83,2.26,2.65,2.15,Upgrade
12,EV/EBITDA Ratio,48.49,-,25.86,26.13,31.85,34.91,40.32,37.46,32.23,34.18,37.49,35.30,40.66,42.66,28.91,20.60,33.93,30.06,39.87,-,34.65,Upgrade
13,EV/EBIT Ratio,123.83,-,40.25,40.29,49.22,57.85,68.47,64.65,55.32,59.10,62.29,59.21,70.80,70.44,44.72,29.40,56.56,60.77,313.06,-,-,Upgrade
14,EV/FCF Ratio,-43.80,-47.17,-,-,409.61,-187.78,-,-,727294.86,-61.86,-,-,522.30,78.93,-,21.83,36.85,51.87,30.38,-,73.98,Upgrade
15,Debt / Equity Ratio,0.55,0.55,0.56,0.56,0.65,0.40,0.40,0.41,0.40,0.31,0.39,0.35,0.77,0.77,0.68,0.65,0.65,0.74,0.78,0.98,0.89,Upgrade
16,Debt / EBITDA Ratio,10.73,-,5.90,6.87,5.42,5.62,4.72,4.39,4.71,4.97,4.70,3.55,6.55,6.17,6.08,5.23,4.32,4.05,3.05,-,23.23,Upgrade
17,Debt / FCF Ratio,-,-9.69,-,-,100.76,-27.40,-,-,115236.46,-7.22,-,-,84.71,11.20,-,3.96,5.43,12.26,9.72,-,26.56,Upgrade
18,Asset Turnover,0.23,0.57,0.51,0.76,0.78,0.48,0.54,0.71,0.52,0.47,0.49,0.67,0.51,0.54,0.37,0.61,0.59,0.56,0.14,0.40,Upgrade,
19,Inventory Turnover,14.90,6.73,15.41,16.42,25.32,22.54,12.14,15.05,20.20,15.68,14.40,15.26,16.62,10.19,9.27,6.53,9.77,7.74,5.99,1.64,4.32,Upgrade
20,Quick Ratio,1.83,1.83,1.75,1.77,1.89,1.48,1.37,1.44,1.34,1.37,1.38,1.42,1.14,1.10,1.09,1.13,1.14,1.05,1.02,1.00,1.01,Upgrade
21,Current Ratio,2.02,2.02,1.94,1.95,2.04,1.64,1.54,1.58,1.50,1.50,1.51,1.55,1.23,1.24,1.24,1.29,1.27,1.21,1.21,1.18,1.15,Upgrade
22,Return on Equity (ROE),-9.30%,3.78%,3.57%,7.37%,1.49%,4.02%,3.48%,5.09%,1.37%,3.47%,4.17%,2.85%,2.48%,4.01%,1.89%,9.21%,7.63%,8.59%,-18.34%,-6.98%,Upgrade,
23,Return on Assets (ROA),-2.38%,1.29%,1.49%,2.16%,1.25%,1.57%,1.91%,1.33%,0.94%,1.48%,2.25%,1.53%,1.88%,1.58%,1.92%,2.52%,3.26%,4.62%,-2.50%,-0.25%,Upgrade,
24,Return on Capital (ROIC),-3.51%,1.90%,2.11%,3.04%,1.77%,2.19%,2.73%,1.98%,1.38%,2.13%,3.24%,2.16%,2.67%,2.28%,2.80%,3.70%,4.74%,6.53%,-3.49%,-0.35%,Upgrade,
25,Return on Capital Employed (ROCE),1.41%,-,3.73%,3.72%,3.64%,4.15%,4.18%,4.11%,4.20%,4.31%,4.78%,4.66%,5.90%,6.86%,8.13%,10.55%,6.68%,4.46%,0.68%,-,-,Upgrade
26,Earnings Yield,0.65%,0.60%,2.02%,1.92%,1.50%,1.27%,1.13%,1.14%,1.31%,0.96%,0.82%,0.94%,0.65%,0.88%,1.51%,2.03%,0.42%,-0.85%,-0.16%,-0.66%,1.57%,Upgrade
27,FCF Yield,-2.41%,-2.24%,-1.27%,1.51%,0.25%,-0.54%,-0.56%,-1.96%,0.00%,-1.64%,-2.54%,-1.92%,0.21%,1.38%,2.06%,5.04%,2.93%,2.17%,3.83%,2.95%,1.60%,Upgrade
28,Dividend Yield,0.35%,-,-,-,0.32%,-,-,-,0.18%,-,-,-,0.09%,-,-,-,0.19%,-,-,-,0.37%,Upgrade
29,Payout Ratio,114.45%,-,91.96%,63.02%,6.89%,68.20%,74.72%,59.96%,51.70%,79.11%,75.86%,44.50%,179.03%,212.90%,154.38%,137.93%,26.56%,51.32%,146.49%,-,-,Upgrade
30,Buyback Yield / Dilution,24.66%,58.70%,33.10%,-13.38%,22.28%,-10.27%,-17.20%,-2.85%,-185.53%,6.73%,9.46%,11.45%,-1114.64%,56.12%,-6.01%,-26.05%,93.72%,-129.65%,9.94%,-21.28%,41.37%,Upgrade
31,Total Shareholder Return,25.02%,58.70%,33.10%,-13.38%,22.60%,-10.27%,-17.20%,-2.85%,-185.36%,6.73%,9.46%,11.45%,-1114.55%,56.12%,-6.01%,-26.05%,93.92%,-129.65%,9.94%,-21.28%,41.75%,Upgrade
