,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,71504,20779,21536,21872,67487,22940,13064,31111,44362,35083,87795,18199,27921,60469,41364,43687,23423,20281,29377,81894,Upgrade
1,Revenue Growth (YoY),5.95%,-9.42%,64.85%,-29.70%,52.13%,-34.61%,-85.12%,70.95%,58.88%,-41.98%,112.25%,-58.34%,19.20%,198.15%,40.80%,-46.65%,-59.10%,-69.99%,-41.42%,-2.45%,Upgrade
2,Cost of Revenue,49766,8482,3105,9908,60983,18046,8992,29049,24062,13098,45727,3991,13618,24507,18783,25618,12070,10856,20061,43838,Upgrade
3,Gross Profit,21738,12298,18431,11964,6504,4894,4073,2062,20300,21986,42068,14208,14303,35962,22581,18069,11353,9426,9316,38056,Upgrade
4,"Selling, General & Admin",8522,4642,7207,4911,3730,2536,2424,1481,9703,5944,14767,5656,5317,10325,6133,10103,5231,4941,4473,14223,Upgrade
5,Operating Expenses,8522,4642,7207,4911,3730,2536,2424,1481,9703,5944,14767,5656,5317,10325,6133,10103,5231,4941,4473,14223,Upgrade
6,Operating Income,13216,7656,11225,7053,2774,2357,1648,581.32,10597,16041,27301,8552,8986,25637,16448,7966,6122,4485,4843,23833,Upgrade
7,Interest Expense,-393.29,-589.32,-919.49,-974.31,-978.2,-570.96,-340.66,-465.56,-552.14,-259.79,-3515,-359.04,-1648,-65.5,-68.35,-79.19,-87.34,-94.62,-114.77,-334.05,Upgrade
8,Interest & Investment Income,1225,2377,5392,4302,9426,11643,5448,5273,1377,1434,7256,7864,12236,3015,3068,4159,4266,4581,5006,4670,Upgrade
9,Other Non Operating Income (Expenses),-43.19,-386.65,-9469,-4749,-290.63,-4251,-489.24,-1278,25193,-5951,-397883,-4698,-759.8,-4.95,185.86,0.07,-,334.72,-100,-,Upgrade
