,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,99712,80769,111346,-,130122,-,35938,111141,164338,49084,87233,-,28135,129641,-,96780,23690,15112,9034,20386,Upgrade
1,Short-Term Investments,117618,137862,125692,-,103404,-,166514,114400,63204,155946,420613,-,482370,273440,-,208660,275015,268855,264738,259438,Upgrade
2,Cash & Short-Term Investments,217330,218631,237038,233526,233526,-,202452,225541,227542,205030,507846,-,510505,403081,305440,305440,298705,283967,273772,279824,Upgrade
3,Cash Growth,-6.94%,-,17.08%,3.54%,2.63%,-,-60.14%,-,-55.43%,-49.13%,66.27%,-,70.91%,41.95%,11.57%,9.15%,15.30%,89.77%,36.37%,41.23%,Upgrade
4,Accounts Receivable,31786,6604,23034,-,60005,-,13121,6457,9091,15144,29724,-,23100,11547,-,17095,5695,4862,10945,4623,Upgrade
5,Other Receivables,47015,40366,39187,-,42211,-,40109,37098,36541,45444,37791,-,15682,13967,-,19107,17843,11032,13098,13664,Upgrade
6,Receivables,78801,46971,62221,-,102216,-,53230,43554,45633,60589,67515,-,38783,25514,-,36202,23538,15893,24043,18287,Upgrade
7,Inventory,199796,223356,224076,-,198497,-,171384,161221,166526,155880,126781,-,108571,102769,-,111360,111501,108483,109595,117787,Upgrade
8,Prepaid Expenses,41.85,260.75,511.92,-,48.05,-,32.89,72.34,133.54,142.12,250.85,-,363.75,129.5,-,172.41,235.47,700.81,157.55,193.33,Upgrade
9,Other Current Assets,5902,10274,7988,-,6686,-,10073,7993,11448,12664,10516,-,10457,7030,-,4592,5997,4138,2337,2363,Upgrade
10,Total Current Assets,501872,499493,531834,-,540974,-,437172,438382,451282,434305,712909,-,668679,538524,-,457766,439976,413182,409905,418455,Upgrade
11,"Property, Plant & Equipment",38115,38371,39143,-,39759,-,29920,29518,30056,31156,39291,-,21544,14261,-,13755,13934,18459,14081,37409,Upgrade
12,Long-Term Investments,56100,56100,56100,-,56100,-,56100,56100,56100,56100,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Other Intangible Assets,10.18,12.22,14.27,-,18.37,-,22.47,24.52,26.57,28.62,5695,-,6040,6155,-,1602,1623,1643,1664,1684,Upgrade
14,Long-Term Deferred Tax Assets,-,-,217.85,-,385.94,-,-,-,-,2263,4492,-,3534,5283,-,4255,3346,2016,2164,2244,Upgrade
15,Other Long-Term Assets,26911,27283,27831,-,28847,-,28182,28561,29368,30016,30824,-,29879,28664,-,33756,33976,29292,29383,4232,Upgrade
16,Total Assets,623008,621258,655140,-,666085,-,551396,552585,566832,553868,793211,-,729677,592887,-,511135,492855,464593,457197,464024,Upgrade
17,Accounts Payable,17585,18766,19011,-,21876,-,2861,3351,4346,5300,7165,-,4165,3827,-,5672,5402,4018,5997,8961,Upgrade
18,Accrued Expenses,26917,23886,24564,-,25457,-,27449,28097,28386,28370,40345,-,31368,31826,-,33380,32251,34647,29559,31303,Upgrade
19,Short-Term Debt,4719,16583,32185,-,38730,-,10633,6316,14300,6254,73833,-,113933,1100,-,1100,275,550,-,7539,Upgrade
20,Current Portion of Leases,5357,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Current Income Taxes Payable,5445,5991,3430,-,3361,-,1976,345.73,-,1061,724.55,-,6100,4011,-,3196,4240,5108,2870,2506,Upgrade
22,Current Unearned Revenue,19636,17382,17609,-,15651,-,12659,12887,13114,13342,13569,-,11423,11423,-,9190,9408,-,-,-,Upgrade
23,Other Current Liabilities,110096,105005,116062,-,120082,-,75013,84278,91865,116961,126334,-,113720,112320,-,110249,98629,87587,25083,26980,Upgrade
24,Total Current Liabilities,189755,187613,212861,-,225158,-,130590,135275,152011,171289,261971,-,280709,164506,-,162787,150205,131910,63509,77290,Upgrade
