,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Oct '24 Oct 31, 2024","Jul '24 Jul 31, 2024","Apr '24 Apr 30, 2024","Jan '24 Jan 31, 2024","Oct '23 Oct 31, 2023","Jul '23 Jul 31, 2023","Apr '23 Apr 30, 2023","Jan '23 Jan 31, 2023","Oct '22 Oct 31, 2022","Jul '22 Jul 31, 2022","Apr '22 Apr 30, 2022","Jan '22 Jan 31, 2022","Oct '21 Oct 31, 2021","Jul '21 Jul 31, 2021","Apr '21 Apr 30, 2021","Jan '21 Jan 31, 2021","Oct '20 Oct 31, 2020","Jul '20 Jul 31, 2020","Apr '20 Apr 30, 2020","Jan '20 Jan 31, 2020",+20 Quarters
0,Market Capitalization,402,431,302,330,388,445,776,733,589,1264,848,661,675,776,733,560,417,445,474,560,287,Upgrade
1,Market Cap Growth,-3.23%,-3.23%,-61.11%,-54.90%,-34.15%,-64.77%,-8.47%,10.87%,-12.77%,62.96%,15.69%,17.95%,62.07%,74.19%,54.55%,0%,45.00%,55.00%,-17.50%,-7.14%,-53.49%,Upgrade
2,Enterprise Value,469,514,385,412,470,507,838,758,614,1292,876,724,738,802,759,619,475,487,516,579,306,Upgrade
3,Last Close Price,0.03,0.03,0.02,0.02,0.03,0.03,0.05,0.05,0.04,0.09,0.06,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.03,0.04,0.02,Upgrade
4,PE Ratio,12.94,13.87,-556.66,-29.64,-4.52,-,-7.61,-,-,-,-,-,-,-,24.41,-33.15,-3.58,-,-,-,-,Upgrade
5,PS Ratio,4.86,5.21,3.75,4.01,4.09,4.15,6.06,5.02,3.88,7.36,4.70,3.48,3.35,4.09,4.30,3.73,3.23,3.43,3.56,4.02,1.86,Upgrade
6,PB Ratio,0.97,1.04,0.73,0.86,1.01,1.16,1.96,1.85,-,2.63,1.69,1.32,-,1.45,1.44,1.10,-,0.93,0.90,1.07,-,Upgrade
7,P/TBV Ratio,1.04,1.04,0.73,0.86,1.01,1.16,1.96,1.85,-,2.60,1.66,1.30,-,1.41,1.41,1.07,-,0.91,0.88,1.04,-,Upgrade
8,P/FCF Ratio,192.20,205.93,470.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,203.89,203.89,455.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,5.67,6.22,4.78,5.00,4.95,4.72,6.54,5.19,4.05,7.52,4.86,3.81,3.66,4.23,4.45,4.12,3.68,3.74,3.88,4.15,1.97,Upgrade
11,EV/EBITDA Ratio,13.73,64.63,-21.63,-,-,-,-12.54,-,-140.99,-,55.61,-,15.06,18.69,20.71,18.89,26.69,25.19,28.69,29.29,17.08,Upgrade
12,EV/EBIT Ratio,14.30,70.60,-20.85,-,-,-,-12.06,-,-93.87,-,63.26,-,15.69,19.90,22.39,21.07,34.49,33.35,43.09,-,29.12,Upgrade
13,EV/FCF Ratio,224.12,245.69,600.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.35,0.35,0.35,0.39,0.39,0.38,0.32,0.32,-,0.27,0.29,0.29,-,0.35,0.30,0.30,-,0.33,0.30,0.30,-,Upgrade
15,Debt / EBITDA Ratio,4.26,4.90,4.90,-,-,-,3.19,-,-,-,12.05,-,-,4.21,3.40,2.41,-,7.96,5.26,39.89,-,Upgrade
16,Debt / FCF Ratio,69.48,69.48,226.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.15,0.16,0.12,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,44.02,124.98,126.25,206.96,162.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.61,0.61,0.61,0.55,0.55,0.59,-,0.61,-,0.81,-,0.83,-,0.67,-,0.72,-,0.61,-,0.70,-,Upgrade
20,Current Ratio,1.71,1.71,1.71,1.69,1.69,2.93,-,3.06,-,2.72,-,2.24,-,1.85,-,2.07,-,1.98,-,1.64,-,Upgrade
21,Return on Equity (ROE),14.68%,15.26%,0.31%,0.31%,-16.80%,4.68%,-,-,-12.59%,-4.32%,-,-,-13.27%,34.65%,-,-,-34.92%,-0.95%,-,-,Upgrade,
22,Return on Assets (ROA),2.87%,2.96%,-1.48%,-1.49%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),3.16%,3.24%,-1.62%,-1.62%,-8.87%,4.37%,-,-,-0.96%,0.97%,-,-,3.89%,4.07%,-,-,1.67%,2.30%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),7.87%,1.75%,-4.43%,-,-,-,-,-,-,-,-,-,-,7.49%,-,5.76%,-,3.02%,-,-,-,Upgrade
25,Earnings Yield,7.73%,7.21%,-0.18%,-3.37%,-22.13%,-23.10%,-13.14%,-15.34%,-12.86%,-4.74%,-7.12%,-1.64%,5.24%,7.72%,4.10%,-3.02%,-27.96%,-33.27%,-22.31%,-19.43%,-17.16%,Upgrade
26,FCF Yield,0.52%,0.49%,0.21%,-0.25%,-0.10%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.89%,-,0.76%,-,0.62%,-,0.95%,-,-1.53%,-,-1.74%,-,4.10%,Upgrade,
28,Total Shareholder Return,-,-,-,-,-,-,-,0.89%,-,0.76%,-,0.62%,-,0.95%,-,-1.53%,-,-1.74%,-,4.10%,Upgrade,
