,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3919,4059,2827,3312,3595,3614,3501,3492,3265,3190,3548,4558,4303,3709,3454,3595,3709,3520,3199,3633,3812,Upgrade
1,Market Cap Growth,12.31%,12.31%,-19.25%,-5.14%,10.12%,13.31%,-1.33%,-23.40%,-24.12%,-13.99%,2.73%,26.77%,16.03%,5.36%,7.96%,-1.04%,-2.72%,-3.62%,-24.33%,-18.09%,26.25%,Upgrade
2,Enterprise Value,4348,4569,3371,4175,4458,4416,4201,3972,3745,3655,3696,4305,4050,3835,3730,3629,3742,3888,3913,4313,4493,Upgrade
3,Last Close Price,4.29,4.37,2.94,3.39,3.68,3.70,3.59,3.39,3.17,3.10,3.40,4.37,4.12,3.55,3.27,3.40,3.51,3.33,2.99,3.39,3.56,Upgrade
4,PE Ratio,24.65,25.28,37.66,-,25.98,27.31,-246.78,114.45,-18.70,-,13.72,-,8.94,11.87,13.39,-,-,20.15,1858.88,-,-,Upgrade
5,PS Ratio,1.08,1.11,0.79,0.92,1.01,1.09,1.02,1.02,0.93,0.91,1.01,1.29,1.23,1.05,1.01,0.99,1.09,1.06,0.99,1.26,1.28,Upgrade
6,PB Ratio,0.90,0.91,0.65,0.75,0.80,0.81,0.79,0.76,0.72,0.70,0.76,0.99,0.90,0.79,0.77,0.82,0.85,0.77,0.72,0.87,0.88,Upgrade
7,P/TBV Ratio,1.02,1.02,0.73,0.84,0.90,0.90,0.89,0.86,0.80,0.77,0.84,1.08,0.98,0.88,0.86,0.91,0.94,0.86,0.81,0.98,0.99,Upgrade
8,P/FCF Ratio,-,-19.83,-13.05,-,-,20.74,16.61,-22.35,-,-9.02,-,-,-,49.08,60.17,-,-,5.63,7.04,-,87.10,Upgrade
9,P/OCF Ratio,-,-90.34,-31.01,-,-,6.49,5.50,6.97,8.29,29.52,24.66,20.76,-,13.46,14.05,8.86,-,3.81,3.91,5.81,6.68,Upgrade
10,EV/Sales Ratio,1.19,1.25,0.94,1.16,1.25,1.33,1.22,1.16,1.07,1.04,1.05,1.22,1.16,1.08,1.09,1.00,1.10,1.17,1.22,1.49,1.51,Upgrade
11,EV/EBITDA Ratio,12.18,12.60,8.90,10.88,12.88,15.51,14.69,14.12,10.87,8.77,7.99,8.12,7.45,7.04,7.32,6.01,7.00,10.18,10.38,24.46,-,Upgrade
12,EV/EBIT Ratio,30.37,29.10,19.43,23.68,32.01,56.43,56.07,55.28,-,18.45,15.71,14.45,13.35,12.97,14.44,10.38,13.46,31.42,30.08,-,-,Upgrade
13,EV/FCF Ratio,-21.24,-22.32,-15.56,-,-,25.33,19.93,-25.42,-,-10.34,-,-,-,50.76,64.98,-,-,6.22,8.62,-,102.64,Upgrade
14,Debt / Equity Ratio,0.40,0.40,0.42,0.42,0.51,0.49,0.50,0.49,0.45,0.43,0.45,0.40,0.43,0.38,0.45,0.46,0.41,0.43,0.52,0.58,0.55,Upgrade
15,Debt / EBITDA Ratio,5.03,5.33,4.12,4.97,7.14,5.44,4.76,10.04,34.09,4.80,4.66,3.83,5.94,3.04,2.79,3.74,5.23,4.37,2.11,9.59,-,Upgrade
16,Debt / FCF Ratio,-,-8.77,-8.48,-,-,12.50,10.55,-14.42,-,-5.51,-,-,-,23.68,34.84,-,-,3.12,5.09,-,54.98,Upgrade
17,Asset Turnover,0.49,0.51,0.45,0.62,0.43,0.49,0.41,0.50,0.49,0.49,0.44,0.49,0.52,0.50,0.44,0.53,0.44,0.58,0.29,0.47,Upgrade,
18,Inventory Turnover,4.05,3.24,3.18,3.19,5.44,3.79,4.52,4.20,4.80,3.76,3.35,3.54,5.08,5.59,4.87,5.12,6.21,4.82,5.29,3.35,4.96,Upgrade
19,Quick Ratio,1.19,1.19,1.11,1.15,0.89,1.09,1.10,1.16,1.03,1.22,1.20,1.62,1.58,1.77,1.50,1.62,1.64,1.60,1.35,1.00,1.25,Upgrade
20,Current Ratio,1.75,1.75,1.69,1.74,1.30,1.58,1.56,1.63,1.47,1.81,1.83,2.40,2.17,2.20,1.96,2.21,2.05,2.02,1.80,1.35,1.65,Upgrade
21,Return on Equity (ROE),11.90%,3.65%,-1.83%,-0.50%,4.18%,3.15%,4.19%,-0.42%,-8.85%,6.88%,-13.37%,10.53%,17.09%,15.48%,-2.44%,-5.09%,12.59%,27.37%,-16.35%,-9.80%,Upgrade,
22,Return on Assets (ROA),1.18%,2.20%,1.48%,0.74%,1.69%,2.16%,0.17%,-1.36%,1.58%,2.08%,2.15%,0.96%,2.89%,4.33%,2.43%,0.73%,1.53%,7.14%,-0.09%,-4.39%,Upgrade,
23,Return on Capital (ROIC),1.31%,2.42%,1.62%,0.81%,1.84%,2.35%,0.19%,-1.50%,1.73%,2.29%,2.39%,1.07%,3.20%,4.79%,2.75%,0.83%,1.71%,8.01%,-0.10%,-4.91%,Upgrade,
24,Return on Capital Employed (ROCE),2.82%,3.09%,3.49%,3.49%,2.73%,1.44%,1.39%,1.30%,-,3.64%,4.22%,5.19%,5.12%,5.23%,4.73%,6.21%,5.00%,2.18%,2.30%,-,-,Upgrade
25,Earnings Yield,4.10%,3.95%,2.66%,2.11%,3.85%,3.66%,-0.41%,0.87%,-5.35%,-1.24%,7.29%,7.67%,11.19%,8.42%,7.47%,10.19%,5.99%,4.96%,0.05%,-10.86%,5.19%,Upgrade
26,FCF Yield,-5.22%,-5.04%,-7.66%,-5.75%,0.40%,4.82%,6.02%,-4.47%,-7.16%,-11.08%,-8.13%,0.16%,-0.19%,2.04%,1.66%,5.84%,5.36%,17.75%,14.20%,3.42%,1.15%,Upgrade
27,Dividend Yield,2.33%,-,-,-,2.71%,-,-,-,6.31%,-,-,-,1.21%,-,-,-,1.43%,-,-,-,1.41%,Upgrade
28,Payout Ratio,117.73%,76.35%,22.94%,-,738.50%,1.95%,513.73%,39.44%,2662.64%,-,18.81%,-,-,30.88%,31.59%,-,-,44.18%,9.89%,-,-,Upgrade
