,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,922.5,973.7,950.26,850.34,881.56,591.13,521.44,437.78,261.77,311.62
1,Revenue Growth (YoY),-2.92%,14.51%,7.79%,43.85%,69.06%,35.03%,99.20%,40.49%,-1.07%,31.45%
2,Cost of Revenue,633.38,654.89,650.11,648.69,635.52,411.76,342.59,305.17,200.3,219.59
3,Gross Profit,289.13,318.81,300.15,201.65,246.04,179.37,178.86,132.61,61.47,92.02
4,"Selling, General & Admin",220,254.92,247.81,258.44,213.68,204.31,156.25,132.83,76.33,84.62
5,Other Operating Expenses,-2.23,-3.8,-4.61,-15.94,-12.71,-8.82,-1.76,-12.79,-0.13,-1.73
6,Operating Expenses,217.78,251.26,243.2,242.51,200.97,195.49,154.49,120.04,76.21,82.89
7,Operating Income,71.35,67.55,56.96,-40.85,45.08,-16.12,24.37,12.57,-14.74,9.13
8,Interest Expense,-12.25,-8.85,-9.27,-9.97,-9.69,-6.85,-6.15,-5.58,-4.77,-4.1
9,Interest & Investment Income,7.46,11.03,8.87,5.76,1.35,1.8,2.68,2.62,2.44,6.9
10,Earnings From Equity Investments,-0.24,-0.26,3.43,21.56,16.24,10.9,-0.25,-0.19,-0.08,-0.2
11,Currency Exchange Gain (Loss),0.36,-2.34,-0.71,-4.28,-2.78,2.72,1.72,10.55,-0.3,-2.06
12,EBT Excluding Unusual Items,66.68,67.12,59.27,-27.79,50.21,-7.54,22.37,19.96,-17.46,9.67
13,Gain (Loss) on Sale of Investments,1.62,-9.22,-1.52,-9.22,-24,16.71,-,1.37,-1.33,0.07
14,Gain (Loss) on Sale of Assets,-0.3,0.46,0.24,0.66,-1.09,-4.51,-0.61,-0.03,-0,-0.03
15,Asset Writedown,-1.42,-2.5,-,-,-,-,-,-,-,-
16,Other Unusual Items,1.81,11.24,-0.82,-,-,-,0.45,-,-,-
17,Pretax Income,68.39,67.1,57.17,-36.34,25.12,4.66,22.21,21.29,-18.79,9.7
18,Income Tax Expense,19.76,18.76,19.18,13.43,21.57,1,9.65,7.53,3.39,3.7
19,Earnings From Continuing Operations,48.64,48.34,38,-49.77,3.55,3.67,12.56,13.77,-22.18,6
20,Minority Interest in Earnings,-17.87,-16.1,-8.24,13.08,11.27,4.48,1.15,0.97,1.2,1.68
21,Net Income,30.76,32.24,29.76,-36.69,14.82,8.15,13.71,14.74,-20.98,7.68
22,Net Income to Common,30.76,32.24,29.76,-36.69,14.82,8.15,13.71,14.74,-20.98,7.68
23,Net Income Growth,3.38%,-,100.86%,-,8.04%,-44.70%,-,91.91%,-,-74.87%
24,Shares Outstanding (Basic),1239,1252,1259,1239,1227,1149,1148,1145,1063,1051
25,Shares Outstanding (Diluted),1239,1252,1259,1239,1228,1152,1150,1145,1063,1087
26,Shares Change (YoY),-1.57%,1.03%,2.54%,7.61%,6.78%,0.56%,8.16%,5.39%,0.58%,1.66%
27,EPS (Basic),0.02,0.03,0.02,-0.03,0.01,0.01,0.01,0.01,-0.02,0.01
28,EPS (Diluted),0.02,0.03,0.02,-0.03,0.01,0.01,0.01,0.01,-0.02,0.01
29,EPS Growth,5.09%,-,95.42%,-,1.48%,-44.52%,-,78.93%,-,-74.97%
30,Free Cash Flow,51.39,94.92,150.75,12.97,62.89,-6.36,32.62,156.57,-78.47,-23.7
31,Free Cash Flow Per Share,0.04,0.08,0.12,0.01,0.05,-0.01,0.03,0.14,-0.07,-0.02
32,Operating Margin,7.73%,6.94%,5.99%,-4.80%,5.11%,-2.73%,4.67%,2.87%,-5.63%,2.93%
33,Profit Margin,3.33%,3.31%,3.13%,-4.31%,1.68%,1.38%,2.63%,3.37%,-8.02%,2.46%
34,Free Cash Flow Margin,5.57%,9.75%,15.86%,1.52%,7.13%,-1.08%,6.26%,35.76%,-29.98%,-7.60%
35,EBITDA,108.74,106.54,97.48,2.73,89.55,11.69,48.34,34.23,6.38,26.58
36,D&A For EBITDA,37.4,38.98,40.53,43.58,44.47,27.81,23.97,21.66,21.12,17.46
37,EBIT,71.35,67.55,56.96,-40.85,45.08,-16.12,24.37,12.57,-14.74,9.13
38,Advertising Expenses,59.96,-,68.34,-,53.93,-,51.41,-,23.29,-
