,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,35.73,46.62,56.56,65.97,78.57,64.65,86.73,87.44,92.56,101.42
1,Short-Term Investments,3.1,2.35,2.49,2.87,2.79,3.83,3.41,4.12,2.73,3.69
2,Trading Asset Securities,24.74,20.3,21.55,23.35,20.21,25.03,-,-,-,-
3,Cash & Short-Term Investments,63.57,69.26,80.59,92.18,101.57,93.52,90.14,91.56,95.28,105.11
4,Cash Growth,-21.13%,-24.86%,-20.65%,-1.43%,12.68%,2.14%,-5.39%,-12.89%,14.48%,37.81%
5,Accounts Receivable,44.73,53.28,39.7,48,48.23,39.6,36.28,30.26,44.11,47.09
6,Other Receivables,9.62,7.18,6.84,6.93,8.52,6.66,9.28,8.37,6.46,3.98
7,Receivables,54.35,60.46,46.55,54.93,56.75,46.26,45.56,38.63,50.57,51.07
8,Inventory,55.53,44.96,54.84,56.47,72.44,55.74,62.34,65.01,67.55,50.45
9,Prepaid Expenses,22.09,11.39,6.39,9.56,3.12,11.78,4.91,15.65,12.6,1.63
10,Total Current Assets,195.54,186.07,188.37,213.14,233.88,207.29,202.95,210.85,226.01,208.26
11,"Property, Plant & Equipment",12.52,13.86,13.22,15.55,16.36,18.3,19.79,21.67,23.45,24.77
12,Long-Term Deferred Tax Assets,1.71,1.8,2.35,2.42,2.97,2.42,2.23,1.88,0.42,0.57
13,Other Long-Term Assets,-,-,-,-,4.84,4.79,4.74,4.7,4.65,4.6
14,Total Assets,209.77,201.74,203.94,231.11,258.03,232.8,229.71,239.09,254.53,238.2
15,Accounts Payable,10.96,7.96,1.72,5.41,11.83,3.91,2.48,9.36,7.6,3.72
16,Accrued Expenses,-,2.98,-,2.69,-,3.58,-,3.34,-,3.59
17,Short-Term Debt,12,23,13,28.21,33.87,20,20,20,20,20
18,Current Portion of Leases,3.49,3.33,2.55,2.5,2.04,2,1.96,1.81,1.66,1.63
19,Current Income Taxes Payable,0.12,0.08,0.14,0.07,0.29,4.01,2.88,2.37,4.75,3.34
20,Current Unearned Revenue,13.75,2.82,6.77,3.9,15.91,0.49,0.71,1.89,4.02,1.25
21,Other Current Liabilities,3.56,1.55,3.92,1.17,3.2,1.46,4.3,1.39,5.23,2.24
22,Total Current Liabilities,43.89,41.72,28.1,43.94,67.14,35.45,32.32,40.16,43.25,35.76
23,Long-Term Leases,5.89,7.12,7.9,9.19,9.88,10.92,11.93,12.92,13.89,14.72
24,Long-Term Deferred Tax Liabilities,0.15,0.08,0.05,0.1,0.16,0.13,-,0.04,-,-
25,Total Liabilities,49.93,48.92,36.05,53.24,77.19,46.49,44.25,53.11,57.14,50.48
26,Common Stock,38,38,38,38,38,38,38,38,38,38
27,Additional Paid-In Capital,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55
28,Retained Earnings,34.79,29.75,42.87,48.42,54.29,51.93,52.97,52.38,64.28,56.79
29,Comprehensive Income & Other,-69.31,-69.59,-69.85,-68.26,-70.67,-65.15,-66.27,-66.06,-67.74,-69.37
30,Total Common Equity,128.03,122.71,135.58,142.71,146.18,149.33,149.26,148.87,159.1,149.98
31,Minority Interest,31.81,30.11,32.32,35.16,34.67,36.98,36.2,37.12,38.3,37.74
32,Shareholders' Equity,159.85,152.81,167.9,177.87,180.85,186.31,185.46,185.99,197.39,187.72
33,Total Liabilities & Equity,209.77,201.74,203.94,231.11,258.03,232.8,229.71,239.09,254.53,238.2
34,Total Debt,21.38,33.45,23.46,39.9,45.8,32.92,33.89,34.72,35.55,36.35
35,Net Cash (Debt),42.18,35.81,57.14,52.28,55.77,60.6,56.26,56.84,59.74,68.76
36,Net Cash Growth,-26.17%,-31.50%,2.44%,-13.73%,-0.86%,6.62%,-5.83%,-17.34%,50.47%,34.88%
37,Net Cash Per Share,0.11,0.09,0.15,0.14,0.15,0.16,0.15,0.15,0.16,0.18
38,Filing Date Shares Outstanding,380,380,380,380,380,380,380,380,380,380
39,Total Common Shares Outstanding,380,380,380,380,380,380,380,380,380,380
40,Working Capital,151.65,144.36,160.27,169.2,166.73,171.84,170.62,170.69,182.76,172.5
41,Book Value Per Share,0.34,0.32,0.36,0.38,0.38,0.39,0.39,0.39,0.42,0.39
42,Tangible Book Value,128.03,122.71,135.58,142.71,146.18,149.33,149.26,148.87,159.1,149.98
43,Tangible Book Value Per Share,0.34,0.32,0.36,0.38,0.38,0.39,0.39,0.39,0.42,0.39
44,Machinery,-,30.03,-,29.92,-,31.41,-,30.33,-,28.31
45,Leasehold Improvements,-,4.14,-,4.31,-,4.29,-,4.15,-,3.44
