,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,39,34,36,57,48,57,49,76,91,95,94
1,Market Cap Growth,-40.00%,-40.00%,-25.40%,0.67%,-1.56%,-25.50%,-46.67%,-20.00%,-2.83%,-15.25%,-46.88%
2,Enterprise Value,29,28,11,40,27,33,29,56,70,64,89
3,Last Close Price,0.09,0.09,0.09,0.15,0.13,0.15,0.13,0.20,0.24,0.25,0.25
4,PE Ratio,-,-4.23,-,-,-,42.89,-,-6.72,-,18.63,-
5,PS Ratio,0.18,0.18,0.24,0.42,0.30,0.38,0.34,0.58,0.85,0.80,0.53
6,PB Ratio,0.26,0.21,0.23,0.34,0.27,0.31,0.26,0.41,0.49,0.48,0.50
7,P/TBV Ratio,0.27,0.27,0.29,0.42,0.34,0.39,0.33,0.51,0.61,0.60,0.63
8,P/FCF Ratio,-,-1.80,-,-15.35,-,5.93,34.87,-10.58,-,-,2.45
9,P/OCF Ratio,-,-1.95,-,-17.06,-,5.31,24.64,-11.25,-,-,2.36
10,EV/Sales Ratio,0.16,0.15,0.07,0.29,0.17,0.22,0.20,0.43,0.65,0.54,0.50
11,EV/EBITDA Ratio,-,-1.90,-,-,-,-154.18,-,-,-,5.62,3.25
12,EV/EBIT Ratio,-,-,-,-,-,-14.33,-,-,-,8.03,3.67
13,EV/FCF Ratio,-1.52,-1.50,-,-10.74,-,3.46,20.49,-7.83,-,-,2.34
14,Debt / Equity Ratio,0.13,0.13,0.22,0.14,0.22,0.25,0.18,0.18,0.19,0.18,0.19
15,Debt / FCF Ratio,-,-1.13,-,-6.32,-,4.80,23.60,-4.72,-,-,0.95
16,Return on Capital Employed (ROCE),-,-,-,-,-,-1.21%,-,-,-,3.77%,12.03%
17,Earnings Yield,-20.62%,-23.65%,-52.28%,-20.04%,-7.32%,2.33%,-0.93%,-14.88%,-4.84%,5.37%,14.57%
18,FCF Yield,-48.39%,-55.49%,-25.97%,-6.51%,-9.94%,16.85%,2.87%,-9.46%,-17.41%,21.67%,40.75%
