,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,3952,3505,2702,2317,2240,2328,1942,2860,984.21,702.01
1,Revenue,3952,3505,2702,2317,2240,2328,1942,2860,984.21,702.01
2,Revenue Growth (YoY),46.30%,51.27%,20.63%,-0.48%,15.34%,-18.59%,97.29%,307.35%,184.85%,13825.97%
3,Cost of Revenue,1094,1025,781.76,673.38,708.38,667.74,556.68,452.07,319.75,570.75
4,Gross Profit,2858,2479,1920,1643,1531,1660,1385,2408,664.45,131.25
5,"Selling, General & Admin",2199,2135,1716,1621,1806,2034,1392,1144,633.46,602.98
6,Research & Development,1091,1189,922.82,1697,1174,1348,974.32,1043,807.95,624.02
7,Operating Expenses,3290,3325,2639,3317,2980,3382,2366,2188,1441,1227
8,Operating Income,-432.32,-845.1,-718.85,-1674,-1449,-1722,-981.35,219.77,-776.96,-1096
9,Interest Expense,-38.02,-48.33,-50.29,-57.13,-44.57,-35.36,-27.1,-35.74,-32.61,-22.76
10,Interest & Investment Income,-,452.84,-,189.54,-,151.76,-,116.1,-,102.7
11,Currency Exchange Gain (Loss),65.33,-217.44,278.27,356.02,396.03,-111.08,-87.67,-588.6,78.86,12.45
12,Other Non Operating Income (Expenses),294.27,-144.84,234.83,0.4,106.93,-43.49,90.27,23.33,107.36,-4.76
13,EBT Excluding Unusual Items,-110.74,-802.87,-256.04,-1185,-990.54,-1760,-1006,-265.14,-623.35,-1008
14,Gain (Loss) on Sale of Investments,49.61,29.88,0.93,13.48,-8.38,122.42,2.59,11.54,19.44,2.58
15,Gain (Loss) on Sale of Assets,-23.09,0.05,-1,0.06,-,-0.56,-0.15,-0.45,-0.75,-
16,Asset Writedown,-308.37,-115.36,-,-,-,-,-,-,-,-
17,Pretax Income,-392.59,-888.3,-256.11,-1172,-998.91,-1638,-1003,-254.05,-604.67,-1006
18,Income Tax Expense,0.04,0.46,-116.96,57.25,-48.44,86.89,0.15,136.18,3.53,-
19,Earnings From Continuing Operations,-392.62,-888.76,-139.15,-1229,-950.47,-1725,-1004,-390.23,-608.19,-1006
20,Net Income,-392.62,-888.76,-139.15,-1229,-950.47,-1725,-1004,-390.23,-608.19,-1006
21,Net Income to Common,-392.62,-888.76,-139.15,-1229,-950.47,-1725,-1004,-390.23,-608.19,-1006
22,Shares Outstanding (Basic),1623,1584,1535,1515,1465,1461,1450,1393,1321,1203
23,Shares Outstanding (Diluted),1623,1584,1535,1515,1465,1461,1450,1393,1321,1203
24,Shares Change (YoY),5.70%,4.54%,4.80%,3.71%,1.02%,4.88%,9.78%,15.75%,14.68%,129.86%
25,EPS (Basic),-0.24,-0.56,-0.09,-0.81,-0.65,-1.18,-0.69,-0.28,-0.46,-0.84
26,EPS (Diluted),-0.24,-0.56,-0.09,-0.81,-0.65,-1.19,-0.69,-0.28,-0.46,-0.84
27,Free Cash Flow,-915.15,249.22,-1221,-1580,-1236,-1727,-1364,-18.98,-777.73,-973.99
28,Free Cash Flow Per Share,-0.56,0.16,-0.80,-1.04,-0.84,-1.18,-0.94,-0.01,-0.59,-0.81
29,Operating Margin,-10.94%,-24.11%,-26.61%,-72.25%,-64.70%,-73.97%,-50.54%,7.69%,-78.94%,-156.09%
30,Profit Margin,-9.93%,-25.36%,-5.15%,-53.04%,-42.44%,-74.11%,-51.68%,-13.65%,-61.80%,-143.24%
31,Free Cash Flow Margin,-23.15%,7.11%,-45.19%,-68.20%,-55.17%,-74.17%,-70.23%,-0.66%,-79.02%,-138.74%
32,EBITDA,-248.86,-741.75,-546.59,-1534,-1344,-1634,-903.65,240.06,-729.26,-1056
33,D&A For EBITDA,183.46,103.34,172.25,139.89,105.2,87.7,77.7,20.29,47.7,39.26
34,EBIT,-432.32,-845.1,-718.85,-1674,-1449,-1722,-981.35,219.77,-776.96,-1096
