,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,184.01,143.61,177.33,164.15,178.06,104.05,150.98,158.35,154.77,95.93,167.65,204.13,171.65,119.11,124.18,145.54,145.54,89.07,107.91
1,Revenue Growth (YoY),3.35%,38.02%,17.45%,3.66%,15.04%,8.47%,-9.94%,-22.43%,-9.83%,-19.46%,35.00%,40.26%,17.94%,33.72%,15.08%,-,-,-,-
2,Cost of Revenue,111.7,113,110.96,104.76,92.02,75.67,74.26,71.96,67.67,71.69,65.11,65.84,71.16,63.98,49.64,49.52,49.52,45.18,44.66
3,Gross Profit,72.31,30.61,66.37,59.39,86.04,28.39,76.72,86.39,87.1,24.24,102.53,138.29,100.49,55.14,74.53,96.02,96.02,43.89,63.25
4,"Selling, General & Admin",40.7,35.87,26.53,41.46,35.26,37,21.08,39.48,32.89,34.09,34.65,45.35,17.99,16.7,14.99,21.07,21.07,16.44,10.58
5,Research & Development,3.09,2.71,2.69,3.87,3.31,2.64,1.37,2,3.26,3.53,2.34,3.29,2.89,2.99,2.72,3.07,3.07,3.93,2.21
6,Other Operating Expenses,0.45,0.3,0.71,0.58,0.43,0.03,0.6,0.11,-0.16,0.04,0.28,0.47,0.09,-0.11,0.06,0.31,0.31,-0.42,0.21
7,Operating Expenses,48.63,40.2,39.13,50.01,47.78,38.94,24.55,44.69,38.36,37.19,39.53,49.74,21.33,20.98,18.62,24.31,24.31,22.5,13.56
8,Operating Income,23.69,-9.6,27.24,9.39,38.26,-10.56,52.17,41.7,48.74,-12.95,63,88.55,79.16,34.16,55.92,71.71,71.71,21.39,49.69
9,Interest Expense,-14.29,-14.84,-14.84,-13.96,-12.14,-9.05,-8.65,-6.63,-5.67,-3.38,-2.57,-3.44,-3.69,-3.13,-1.91,-,-,-,-
10,Interest & Investment Income,17.82,17.93,21.38,21.82,21.69,24.33,24.14,27.44,24.27,24.47,5.31,3.77,3.72,3.61,3.36,1.89,1.89,2.35,2.89
11,Other Non Operating Income (Expenses),-0.07,-3.46,3.52,-8.28,7.09,-0.02,1,-0.11,0.3,-0.21,-0,-5.48,5.45,-0,-0,-0.05,-0.05,0.02,-0.02
12,EBT Excluding Unusual Items,27.14,-9.97,37.31,8.97,54.91,4.7,68.66,62.4,67.65,7.94,65.73,83.4,84.63,34.64,57.36,73.55,73.55,23.76,52.55
13,Gain (Loss) on Sale of Investments,0.04,-0.07,-0.04,-0.02,0.06,-0.08,-0.05,-0.04,-,-,-,-,-,-,-,-,-,-,-
14,Gain (Loss) on Sale of Assets,-0,0.24,4.14,-,-0,0.32,-,0.08,0.13,0.92,0.01,0,0,-,0.01,-0,-0,-,-
15,Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-0,-0.01,-
16,Other Unusual Items,0,10.69,-,8.64,-,-,-,6.27,-,-,-,5.49,-,-,-,0.08,0.08,5.73,0.09
17,Pretax Income,27.18,0.91,41.41,17.59,54.96,4.94,68.61,68.72,67.78,8.86,65.74,88.89,84.63,34.64,57.37,73.63,73.63,29.48,52.64
18,Income Tax Expense,0.89,-1.58,2.96,3.91,3.35,-0.98,5.63,5.25,4.91,1.26,5.9,8.1,7.88,3.51,5.41,6.77,6.77,2.89,4.77
19,Net Income,26.29,2.48,38.45,13.68,51.61,5.92,62.98,63.48,62.87,7.6,59.84,80.8,76.75,31.13,51.96,66.86,66.86,26.59,47.87
20,Net Income to Common,26.29,2.48,38.45,13.68,51.61,5.92,62.98,63.48,62.87,7.6,59.84,80.8,76.75,31.13,51.96,66.86,66.86,26.59,47.87
21,Net Income Growth,-49.07%,-58.05%,-38.96%,-78.45%,-17.90%,-22.14%,5.25%,-21.43%,-18.09%,-75.57%,15.16%,20.84%,14.80%,17.06%,8.54%,-,-,-,-
22,Shares Outstanding (Basic),406,406,406,406,406,406,406,406,406,406,305,304,305,304,305,307,307,300,305
23,Shares Outstanding (Diluted),406,406,406,406,406,406,406,406,406,406,305,304,305,304,305,307,307,300,305
24,Shares Change (YoY),-0.13%,0.04%,-0.02%,0.11%,-0.06%,0.04%,33.34%,33.37%,33.39%,33.33%,-0.02%,-0.74%,-0.66%,1.41%,0.02%,-,-,-,-
25,EPS (Basic),0.06,0.01,0.09,0.03,0.13,0.01,0.16,0.16,0.15,0.02,0.20,0.27,0.25,0.10,0.17,0.22,0.22,0.09,0.16
26,EPS (Diluted),0.06,0.01,0.09,0.03,0.13,0.01,0.16,0.16,0.15,0.02,0.20,0.27,0.25,0.10,0.17,0.22,0.22,0.09,0.16
27,EPS Growth,-49.01%,-58.06%,-38.94%,-78.47%,-17.86%,-22.17%,-21.07%,-41.09%,-38.59%,-81.68%,15.18%,21.74%,15.56%,15.43%,8.52%,-,-,-,-
28,Free Cash Flow,107.54,83.76,107.06,114.24,101.67,103.15,77.28,114.48,117.86,53.53,64.34,138.01,77.64,135.31,67.26,81.83,81.83,-14.57,38.69
29,Free Cash Flow Per Share,0.27,0.21,0.26,0.28,0.25,0.25,0.19,0.28,0.29,0.13,0.21,0.45,0.25,0.44,0.22,0.27,0.27,-0.05,0.13
30,Dividend Per Share,-,-,-,0.100,-,-,-,0.099,-,-,-,0.123,-,-,-,-,-,-,-
31,Dividend Growth,-,-,-,1.52%,-,-,-,-20.05%,-,-,-,-,-,-,-,-,-,-,-
32,Gross Margin,39.30%,21.31%,37.43%,36.18%,48.32%,27.28%,50.82%,54.56%,56.28%,25.27%,61.16%,67.74%,58.54%,46.29%,60.02%,65.98%,65.98%,49.28%,58.61%
33,Operating Margin,12.87%,-6.68%,15.36%,5.72%,21.49%,-10.15%,34.55%,26.34%,31.49%,-13.50%,37.58%,43.38%,46.11%,28.68%,45.03%,49.27%,49.27%,24.02%,46.05%
34,Profit Margin,14.29%,1.73%,21.68%,8.33%,28.99%,5.69%,41.71%,40.09%,40.62%,7.93%,35.70%,39.58%,44.71%,26.13%,41.85%,45.94%,45.94%,29.85%,44.37%
35,Free Cash Flow Margin,58.44%,58.32%,60.37%,69.60%,57.10%,99.13%,51.19%,72.30%,76.15%,55.81%,38.38%,67.61%,45.23%,113.59%,54.16%,56.22%,56.22%,-16.36%,35.85%
36,EBITDA,29.28,-3.03,32.83,14.98,43.59,-5.13,57.5,47.03,53.97,-7.62,68.22,93.78,84.22,39.45,60.98,76.97,76.97,26.36,54.46
37,EBITDA Margin,15.91%,-2.11%,18.51%,9.12%,24.48%,-4.93%,38.08%,29.70%,34.87%,-7.95%,40.70%,45.94%,49.06%,33.12%,49.11%,52.89%,52.89%,29.59%,50.47%
38,D&A For EBITDA,5.59,6.56,5.59,5.59,5.33,5.43,5.33,5.33,5.23,5.33,5.23,5.23,5.07,5.28,5.07,5.26,5.26,4.97,4.77
39,EBIT,23.69,-9.6,27.24,9.39,38.26,-10.56,52.17,41.7,48.74,-12.95,63,88.55,79.16,34.16,55.92,71.71,71.71,21.39,49.69
40,EBIT Margin,12.87%,-6.68%,15.36%,5.72%,21.49%,-10.15%,34.55%,26.34%,31.49%,-13.50%,37.58%,43.38%,46.11%,28.68%,45.03%,49.27%,49.27%,24.02%,46.05%
41,Effective Tax Rate,3.29%,-,7.15%,22.23%,6.09%,-,8.21%,7.63%,7.24%,14.19%,8.97%,9.11%,9.31%,10.14%,9.43%,9.19%,9.19%,9.81%,9.06%
42,Revenue as Reported,184.01,143.61,177.33,164.15,178.06,104.05,150.98,158.35,154.77,95.93,167.65,204.13,171.65,119.11,124.18,145.54,145.54,89.07,107.91
43,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.47
