,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,2433,2473,2498,2491,2469,2452,2494,2487,2423,2474,2448,520.99,-,432.84,-,334.66,334.66,171.02,333.91
1,Trading Asset Securities,0.13,0.09,0.16,0.2,0.22,0.17,0.24,0.29,-,-,-,-,-,-,-,-,-,-,-
2,Cash & Short-Term Investments,2434,2473,2498,2491,2469,2452,2494,2488,2423,2474,2448,520.99,-,432.84,334.66,334.66,334.66,171.02,333.91
3,Cash Growth,-1.45%,0.84%,0.14%,0.14%,1.90%,-0.88%,1.88%,377.50%,-,471.63%,631.57%,55.68%,-,153.09%,0.23%,-,-,-,-
4,Accounts Receivable,415.36,372.04,345.27,317.08,348.53,309.16,318.14,287.95,278.43,233.7,266.74,212.88,-,139.8,-,166.93,166.93,192.65,181.52
5,Other Receivables,62.05,72.91,89.76,86.9,81.51,71.3,71.91,49.81,52.41,89.75,48.76,47.74,-,43.21,-,43.26,43.26,0.27,27.52
6,Receivables,477.42,444.96,435.03,403.98,430.04,380.46,390.06,337.76,330.84,323.45,315.5,260.61,-,183.01,-,210.19,210.19,192.92,209.04
7,Other Current Assets,29.76,27.61,26.98,24.68,21.38,19.77,15.29,12.45,12.35,7.04,9.84,5.8,-,8.06,-,24.94,24.94,67.83,21.59
8,Total Current Assets,2941,2946,2960,2920,2921,2853,2900,2838,2766,2805,2774,787.4,-,623.91,-,569.79,569.79,431.78,564.54
