,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,1205,1561,1262,1842,2107,2210,2823,2790,2932,2748,2808,Upgrade
1,Market Cap Growth,-15.22%,-15.22%,-40.11%,-16.67%,-25.35%,-20.78%,-3.71%,1.54%,4.41%,-19.04%,-21.59%,Upgrade
2,Enterprise Value,3129,3327,3081,3525,4278,4064,4143,4031,4229,3839,4444,Upgrade
3,Last Close Price,4.00,5.11,3.97,5.73,6.28,6.50,7.95,7.73,7.81,7.20,7.12,Upgrade
4,PE Ratio,-,-4.48,-,8.35,8.18,4.11,4.38,5.08,4.58,6.67,5.27,Upgrade
5,PS Ratio,0.15,0.19,0.15,0.24,0.30,0.29,0.33,0.33,0.40,0.42,0.44,Upgrade
6,PB Ratio,0.12,0.15,0.12,0.17,0.19,0.21,0.25,0.26,0.28,0.27,0.29,Upgrade
7,P/TBV Ratio,0.17,0.17,0.14,0.19,0.22,0.24,0.28,0.30,0.32,0.31,0.33,Upgrade
8,P/FCF Ratio,-,-,-3.48,-,-12.40,-,66.32,-,25.41,-,18.32,Upgrade
9,P/OCF Ratio,-,-,-5.13,-,-298.68,-,8.24,9.23,9.24,7.11,8.49,Upgrade
10,EV/Sales Ratio,0.38,0.40,0.38,0.46,0.60,0.52,0.48,0.48,0.58,0.59,0.70,Upgrade
11,EV/EBITDA Ratio,5.25,8.85,6.77,7.61,8.61,6.89,6.53,6.20,6.62,8.04,9.78,Upgrade
12,EV/EBIT Ratio,7.64,13.09,9.52,10.40,11.79,9.12,8.32,7.97,8.40,10.76,13.64,Upgrade
13,EV/FCF Ratio,-9.88,-,-8.50,-,-25.18,-,97.34,-,36.66,-,29.00,Upgrade
14,Debt / Equity Ratio,0.48,0.48,0.47,0.45,0.38,0.40,0.39,0.39,0.36,0.36,0.37,Upgrade
15,Debt / FCF Ratio,-,-,-13.30,-,-24.91,-,102.65,-,32.82,-,23.50,Upgrade
16,Return on Capital Employed (ROCE),1.60%,1.60%,2.09%,2.28%,2.33%,3.42%,3.59%,3.60%,3.76%,2.74%,2.53%,Upgrade
17,Earnings Yield,-28.93%,-22.33%,-29.35%,11.98%,12.22%,24.34%,22.83%,19.68%,21.85%,14.98%,18.98%,Upgrade
18,FCF Yield,-26.27%,-20.27%,-28.73%,-13.08%,-8.06%,-17.27%,1.51%,4.15%,3.93%,6.62%,5.46%,Upgrade
19,Dividend Yield,5.50%,4.31%,5.04%,5.93%,6.05%,6.93%,6.29%,6.98%,7.04%,6.67%,7.30%,Upgrade
20,Buyback Yield / Dilution,0.01%,0.02%,-,-,-,-,-,-,-,-,-,Upgrade
21,Total Shareholder Return,5.51%,4.32%,5.04%,5.93%,6.05%,6.93%,6.29%,6.98%,7.04%,6.67%,7.30%,Upgrade
