,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,4033,4270,3927,3795,3339,4413,4222,4125,3228,3262,Upgrade
1,Revenue Growth (YoY),2.71%,12.50%,17.59%,-14.00%,-20.90%,6.97%,30.80%,26.45%,3.49%,-4.97%,Upgrade
2,Cost of Revenue,3685,3861,3480,3378,2903,3920,3678,3681,2790,2871,Upgrade
3,Gross Profit,347.4,408.28,446.42,416.8,436.17,493.01,543.11,444.63,437.53,391.24,Upgrade
4,"Selling, General & Admin",278.29,294.16,300.75,297.13,291.87,312.06,319.5,283.67,265.87,335.1,Upgrade
5,Other Operating Expenses,-50.85,-20.17,-43.51,-30.12,-68.86,-51.48,-41.71,-79.54,-91.53,-37.6,Upgrade
6,Operating Expenses,227.44,273.99,257.23,267.02,223.01,260.58,277.79,204.13,174.35,297.5,Upgrade
7,Operating Income,119.96,134.28,189.19,149.78,213.16,232.43,265.32,240.5,263.18,93.74,Upgrade
8,Interest Expense,-131.79,-130.95,-86.13,-78.65,-58.56,-50.82,-37.78,-44.46,-42.58,-49.3,Upgrade
9,Interest & Investment Income,63.42,51.06,38.65,34.07,18.38,15.12,11.95,11.37,23.05,31.2,Upgrade
10,Earnings From Equity Investments,79.86,75.26,45.35,81.35,43.15,149.27,77.5,214.97,124.56,76.84,Upgrade
11,Currency Exchange Gain (Loss),-1.28,0.84,-4.8,6.88,-9.32,3.53,3.71,-0.8,4.05,-13.44,Upgrade
12,EBT Excluding Unusual Items,130.18,130.5,182.25,193.44,206.82,349.53,320.71,421.59,372.25,139.04,Upgrade
13,Merger & Restructuring Charges,-,-,-,-,-,-,-0.32,-,-0.86,-,Upgrade
14,Impairment of Goodwill,-,-89.66,-,-,-,-4.04,-,-1.74,-,-4.38,Upgrade
15,Gain (Loss) on Sale of Investments,5.2,-116.75,-53.35,56.24,-70.7,-46.46,-33.51,14.62,1.87,-29.53,Upgrade
16,Gain (Loss) on Sale of Assets,0.08,0.53,0.86,-13.7,-0.56,-0.08,2.67,1.73,1.47,66.36,Upgrade
17,Asset Writedown,-1.13,-215.63,-,74.9,-,261.04,-,-20.13,-,-24.94,Upgrade
18,Pretax Income,134.32,-291.01,129.76,310.88,135.56,559.99,289.55,416.08,374.74,146.55,Upgrade
19,Income Tax Expense,57.32,100.23,61.29,113.08,40.7,66.54,90.32,45.31,60.6,8.71,Upgrade
20,Earnings From Continuing Operations,77,-391.23,68.47,197.8,94.86,493.45,199.22,370.77,314.13,137.84,Upgrade
21,Minority Interest in Earnings,3.32,-37.75,-9.87,-35.77,0.68,-50.98,2.83,-23.74,-20.62,-19.66,Upgrade
22,Net Income,80.32,-428.99,58.6,162.03,95.54,442.48,202.05,347.03,293.52,118.18,Upgrade
23,Net Income to Common,80.32,-428.99,58.6,162.03,95.54,442.48,202.05,347.03,293.52,118.18,Upgrade
24,Net Income Growth,37.07%,-,-38.67%,-63.38%,-52.72%,27.50%,-31.16%,193.64%,-29.25%,-74.34%,Upgrade
25,Shares Outstanding (Basic),302,302,302,302,302,302,302,302,302,302,Upgrade
26,Shares Outstanding (Diluted),302,302,302,302,302,302,302,302,302,302,Upgrade
27,Shares Change (YoY),-0.02%,-,-,-,-,-,-,-,-,-,Upgrade
28,EPS (Basic),0.27,-1.42,0.19,0.54,0.32,1.47,0.67,1.15,0.97,0.39,Upgrade
29,EPS (Diluted),0.27,-1.42,0.19,0.54,0.32,1.47,0.67,1.15,0.97,0.39,Upgrade
30,EPS Growth,37.09%,-,-38.67%,-63.38%,-52.72%,27.50%,-31.16%,193.64%,-29.25%,-74.34%,Upgrade
31,Free Cash Flow,-469.36,152.79,-515.41,274.45,-444.36,62.58,-20.01,135.85,-20.49,202.26,Upgrade
32,Free Cash Flow Per Share,-1.55,0.51,-1.71,0.91,-1.47,0.21,-0.07,0.45,-0.07,0.67,Upgrade
33,Dividend Per Share,0.080,0.140,0.060,0.280,0.100,0.350,0.150,0.390,0.160,0.320,Upgrade
34,Dividend Growth,33.33%,-50.00%,-40.00%,-20.00%,-33.33%,-10.26%,-6.25%,21.88%,-20.00%,-8.57%,Upgrade
35,Operating Margin,2.97%,3.15%,4.82%,3.95%,6.38%,5.27%,6.28%,5.83%,8.15%,2.87%,Upgrade
36,Profit Margin,1.99%,-10.05%,1.49%,4.27%,2.86%,10.03%,4.79%,8.41%,9.09%,3.62%,Upgrade
37,Free Cash Flow Margin,-11.64%,3.58%,-13.13%,7.23%,-13.31%,1.42%,-0.47%,3.29%,-0.63%,6.20%,Upgrade
38,EBITDA,213.07,162.9,292.32,170.7,326.13,264.08,370.79,279.15,359.58,117.99,Upgrade
39,D&A For EBITDA,93.11,28.62,103.13,20.91,112.97,31.65,105.47,38.66,96.4,24.25,Upgrade
40,EBIT,119.96,134.28,189.19,149.78,213.16,232.43,265.32,240.5,263.18,93.74,Upgrade
