,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,1969,2472,2623,2503,2064,2667,2913,2782,2630,2825,Upgrade
1,Short-Term Investments,511.67,304.24,30.7,38.39,7.91,-,-,15.55,23.22,7.78,Upgrade
2,Trading Asset Securities,1171,839.89,899.85,615.24,569.06,484.67,544.62,387.1,267.48,287.41,Upgrade
3,Cash & Short-Term Investments,3652,3616,3553,3156,2641,3152,3458,3185,2921,3120,Upgrade
4,Cash Growth,2.78%,14.58%,34.52%,0.14%,-23.61%,-1.04%,18.39%,2.08%,8.92%,38.52%,Upgrade
5,Accounts Receivable,1764,1562,1431,1084,1514,1465,1381,1256,996.24,941.6,Upgrade
6,Other Receivables,708.64,637.1,763.8,774.42,333.67,690.82,747.26,599.28,609.08,519.67,Upgrade
7,Receivables,2473,2199,2194,1859,1848,2156,2128,1855,1605,1461,Upgrade
8,Inventory,2086,2910,3198,3205,3150,2872,2707,2765,2722,2462,Upgrade
9,Prepaid Expenses,23.43,23.47,24.61,26.8,21.25,21.95,26.42,28.4,27.17,31.22,Upgrade
10,Other Current Assets,42.23,68.43,77.99,0.8,285.88,2.98,36.14,137.49,181.11,175.73,Upgrade
11,Total Current Assets,8276,8817,9048,8248,7946,8205,8355,7971,7456,7250,Upgrade
12,"Property, Plant & Equipment",2749,2744,2979,3050,3237,3377,3237,3254,3173,3034,Upgrade
13,Long-Term Investments,2930,2838,2936,3012,2891,2815,2634,2479,2245,2055,Upgrade
14,Goodwill,511.01,513.83,604.05,605.42,635.85,634.56,635.15,629.8,649.56,643.98,Upgrade
15,Other Intangible Assets,21.76,19.67,18.65,19.67,22.46,26.96,27.13,37.92,28.92,36.29,Upgrade
16,Long-Term Deferred Tax Assets,61.65,62.5,70.25,63.61,76.91,69.06,51.33,49.18,39.95,45.1,Upgrade
17,Other Long-Term Assets,6203,5359,4943,5120,4790,5074,4483,4192,4032,3975,Upgrade
18,Total Assets,20753,20365,20598,20129,19600,20215,19422,18613,17624,17039,Upgrade
19,Accounts Payable,280.92,367,358.2,381.11,352.94,340.4,524.03,287.72,357.04,292.56,Upgrade
20,Accrued Expenses,-,-,-,-,574.67,437.03,326.65,267.1,227.66,209.44,Upgrade
