,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Interest and Dividend Income,-534.23,8746,624.64,5141,1866,5490,5323,5392,8621,-2334,2622,6335,6097,5612,5019,4591,4533,4899,3771,4700,Upgrade
1,Total Interest Expense,2092,2128,2439,2519,2285,2430,2462,2413,2337,2413,2587,2882,2622,2327,2306,2243,2257,1856,1943,1972,Upgrade
2,Net Interest Income,-2627,6618,-1815,2623,-418.53,3060,2861,2979,6283,-4747,34.25,3453,3476,3285,2713,2348,2276,3042,1827,2728,Upgrade
3,Brokerage Commission,-3622,3622,-,-,-4413,4413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,Gain on Sale of Investments (Rev),6069,-4656,4656,-156.09,1914,-296.16,296.16,-2898,-197.54,3659,806.56,-196.01,-573.17,-368.21,351.27,-38.45,530.17,-227.92,707.91,-482.38,Upgrade
5,Other Revenue,6247,68.49,2750,2697,6616,-624.99,2531,2469,-873.85,8931,3910,5868,5891,4502,5576,5682,5332,2687,5110,5804,Upgrade
6,Revenue Before Loan Losses,6067,5652,5592,5172,3698,6553,5688,2558,5212,7843,4751,9125,8794,7419,8641,7991,8137,5502,7645,8050,Upgrade
7,Provision for Loan Losses,-,-,-,24.6,-,-,-,0.52,11.53,-11.53,-,38.63,-77.56,77.56,-,160.93,-180.45,145.63,-,-317.54,Upgrade
8,Revenue,6067,5652,5592,5148,3698,6553,5688,2557,5200,7854,4751,9086,8871,7341,8641,7830,8318,5356,7645,8368,Upgrade
9,Revenue Growth (YoY),64.06%,-13.74%,-1.70%,101.32%,-28.89%,-16.57%,19.73%,-71.86%,-41.38%,6.99%,-45.02%,16.04%,6.65%,37.05%,13.03%,-6.43%,42.64%,16.72%,41.02%,37.15%,Upgrade
10,Salaries & Employee Benefits,-3263,3263,-,-,-3868,3868,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Cost of Services Provided,6173,-1589,2369,3438,6600,-1647,2253,3585,2276,2594,1701,4131,2134,2378,2203,2988,2144,2026,1818,2522,Upgrade
12,Other Operating Expenses,1298,2371,1329,1163,478.64,1795,920.4,543.27,1663,1989,1714,2832,3085,2489,3400,3230,2703,1184,3131,3943,Upgrade
13,Total Operating Expenses,3823,4507,3701,4573,2860,4530,3164,3484,5014,4324,3684,6622,5602,4791,5700,6108,5252,3211,4984,6669,Upgrade
14,Operating Income,2244,1145,1891,575,837.97,2022,2524,-927.02,186.35,3530,1067,2464,3269,2550,2941,1722,3066,2146,2661,1699,Upgrade
15,Currency Exchange Gains,-6.37,-9.91,-0.71,7.86,51.24,-52.83,25.23,-32.75,-6.78,-20.22,-1.42,5.23,1.46,-37.82,8.11,-67.94,-59.87,0,28.79,-22.44,Upgrade
16,Other Non-Operating Income (Expenses),23.13,-23.13,-,-0,269.04,-45.09,44.46,-219.96,219.96,-73.28,73.28,-17.5,1.61,18.39,-2.51,-240.76,12.4,172.76,20.37,-18.04,Upgrade
