,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,8.92,8.92,6.27,34.95,36.65,28.72,124.06,70.95,42.14,19.6,53.05,39.57,19.95,5.81,38.89,13.41,4.58,18.74,97.46,8.03,Upgrade
1,Revenue Growth (YoY),-75.67%,-68.95%,-94.94%,-50.74%,-13.03%,46.54%,133.87%,79.32%,111.20%,237.34%,36.40%,195.04%,335.35%,-69.00%,-60.10%,67.03%,-60.42%,313.48%,103.25%,-76.84%,Upgrade
2,Cost of Revenue,5.71,5.71,5.52,23.86,23.35,23.28,121.95,60.86,31.98,18.4,46.36,36.39,9.37,10.83,32.92,11.43,3.82,17.43,85.88,5.4,Upgrade
3,Gross Profit,3.2,3.2,0.76,11.09,13.3,5.44,2.11,10.09,10.16,1.2,6.69,3.18,10.58,-5.02,5.97,1.98,0.76,1.31,11.58,2.63,Upgrade
4,"Selling, General & Admin",4.53,4.53,3.89,5.95,4.69,7.03,3.4,7.61,8.39,7.43,8.19,7.53,5.34,7.07,7.5,7.61,6.6,9.71,11.23,6.67,Upgrade
5,Operating Expenses,4.53,4.53,2.96,5.95,4.69,7.03,2.88,7.61,8.39,7.43,10.63,7.53,5.34,7.07,90.08,7.61,6.6,9.71,11.23,6.67,Upgrade
6,Operating Income,-1.32,-1.32,-2.2,5.14,8.61,-1.59,-0.77,2.48,1.77,-6.23,-3.94,-4.35,5.24,-12.1,-84.11,-5.63,-5.84,-8.4,0.35,-4.04,Upgrade
7,Interest Expense,-,-,-0.01,-,-,-0.12,-0.41,-0.63,-0.62,-0.57,-0.68,-0.67,-0.69,-0.56,-0.55,-0.56,-0.72,-0.67,-0.74,-0.82,Upgrade
8,Interest & Investment Income,0.25,0.25,0.28,-,0.03,0.02,0.03,-,-,0.08,0.07,-,-,0.09,0.03,-,-,0.03,0.02,-,Upgrade
9,Currency Exchange Gain (Loss),0.13,0.13,-1.28,-,1.54,-,-1.61,-,-,-,-,-,-,-,-,-,-,-,0.17,-,Upgrade
10,Other Non Operating Income (Expenses),0.82,0.82,-7,0.59,0.85,0.84,-3.64,1.6,1.38,0.42,-2.22,0.5,-6.46,7.75,-0.36,0.47,0.96,0.43,0.59,0.89,Upgrade
11,EBT Excluding Unusual Items,-0.12,-0.12,-10.21,5.73,11.03,-0.85,-6.39,3.45,2.53,-6.29,-6.77,-4.51,-1.9,-4.82,-85,-5.72,-5.6,-8.61,0.38,-3.98,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-20.16,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,0.08,-,-,-,0.07,-,-,-,-,-,Upgrade
14,Asset Writedown,-,-,-2.7,-,-,-,-5.36,-,-,-,0.9,-,-,-,-,-,-,-,0.9,-,Upgrade
15,Other Unusual Items,-,-,-,-,-,-,-,-,-,-,0.02,-,-,-,-,-,-,-,-,-,Upgrade
16,Pretax Income,-0.12,-0.12,-12.91,5.73,11.03,-0.85,-11.75,3.45,2.53,-6.29,-5.78,-4.51,-1.9,-4.82,-84.92,-5.72,-5.6,-8.61,-18.87,-3.98,Upgrade
17,Income Tax Expense,0.29,0.29,-3.29,1.72,1.76,-0.06,-1.28,0.95,0.48,-0.66,0.63,-0.06,-0.16,-0.37,4.39,-0.68,-0.93,-0.99,-3.46,-0.43,Upgrade
18,Earnings From Continuing Operations,-0.41,-0.41,-9.62,4.01,9.27,-0.79,-10.47,2.51,2.05,-5.63,-6.4,-4.45,-1.75,-4.45,-89.31,-5.04,-4.66,-7.63,-15.41,-3.54,Upgrade
19,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,Upgrade
20,Net Income,-0.41,-0.41,-9.62,4.01,9.27,-0.79,-10.47,2.51,2.05,-5.63,-6.4,-4.45,-1.75,-4.45,-89.31,-5.04,-4.66,-7.63,-15.41,-3.54,Upgrade
21,Net Income to Common,-0.41,-0.41,-9.62,4.01,9.27,-0.79,-10.47,2.51,2.05,-5.63,-6.4,-4.45,-1.75,-4.45,-89.31,-5.04,-4.66,-7.63,-15.41,-3.54,Upgrade
22,Net Income Growth,-,-,-,59.92%,352.73%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Shares Outstanding (Basic),32,32,30,31,30,30,30,31,29,30,30,30,29,31,30,30,29,30,30,30,Upgrade
24,Shares Outstanding (Diluted),32,32,30,31,30,30,30,31,29,30,30,30,29,31,30,30,29,30,30,30,Upgrade
25,Shares Change (YoY),6.78%,6.46%,-,-1.59%,2.23%,-,-,5.62%,0.60%,-2.96%,-,-0.04%,-0.21%,3.06%,-,0.42%,2.98%,-,-,-3.17%,Upgrade
26,EPS (Basic),-0.01,-0.01,-0.32,0.13,0.31,-0.03,-0.35,0.08,0.07,-0.19,-0.21,-0.15,-0.06,-0.14,-2.98,-0.17,-0.16,-0.25,-0.51,-0.12,Upgrade
27,EPS (Diluted),-0.01,-0.01,-0.32,0.13,0.31,-0.03,-0.35,0.08,0.07,-0.19,-0.21,-0.15,-0.06,-0.14,-2.98,-0.17,-0.16,-0.25,-0.51,-0.12,Upgrade
28,EPS Growth,-,-,-,62.50%,342.86%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Free Cash Flow,-1.81,-1.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Free Cash Flow Per Share,-0.06,-0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
31,Gross Margin,35.92%,35.92%,12.07%,31.72%,36.28%,18.94%,1.70%,14.22%,24.11%,6.13%,12.61%,8.04%,53.03%,-86.47%,15.35%,14.76%,16.60%,6.99%,11.88%,32.74%,Upgrade
32,Operating Margin,-14.84%,-14.84%,-35.14%,14.71%,23.49%,-5.54%,-0.62%,3.50%,4.19%,-31.78%,-7.42%,-10.98%,26.28%,-208.25%,-216.28%,-42.00%,-127.36%,-44.83%,0.36%,-50.29%,Upgrade
33,Profit Margin,-4.56%,-4.56%,-153.40%,11.46%,25.30%,-2.74%,-8.44%,3.53%,4.86%,-28.72%,-12.07%,-11.24%,-8.75%,-76.55%,-229.65%,-37.60%,-101.75%,-40.71%,-15.81%,-44.14%,Upgrade
34,Free Cash Flow Margin,-20.26%,-20.26%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
35,EBITDA,-1.25,-1.25,-2.02,5.46,8.85,-1.27,-0.45,3.19,2.08,-5.52,-3.23,-3.5,5.72,-11.25,-83.27,-4.78,-5.29,-7.55,1.21,-2.73,Upgrade
36,EBITDA Margin,-14.06%,-14.06%,-32.17%,15.63%,24.15%,-4.43%,-0.36%,4.49%,4.93%,-28.19%,-6.09%,-8.85%,28.65%,-193.71%,-214.11%,-35.63%,-115.36%,-40.27%,1.24%,-33.99%,Upgrade
37,D&A For EBITDA,0.07,0.07,0.19,0.32,0.24,0.32,0.32,0.7,0.31,0.7,0.7,0.84,0.47,0.84,0.84,0.85,0.55,0.85,0.85,1.31,Upgrade
38,EBIT,-1.32,-1.32,-2.2,5.14,8.61,-1.59,-0.77,2.48,1.77,-6.23,-3.94,-4.35,5.24,-12.1,-84.11,-5.63,-5.84,-8.4,0.35,-4.04,Upgrade
39,EBIT Margin,-14.84%,-14.84%,-35.14%,14.71%,23.49%,-5.54%,-0.62%,3.50%,4.19%,-31.78%,-7.42%,-10.98%,26.28%,-208.25%,-216.28%,-42.00%,-127.36%,-44.83%,0.36%,-50.29%,Upgrade
40,Effective Tax Rate,-,-,-,30.08%,15.92%,-,-,27.41%,18.89%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
