,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,343.01,264.72,258.87,27.86,271.09,240.36,206.99,274.42,243.7,241.83,235.34,209.98,249.09,211.73,231.55,329.89,345.82,259.34,225.1,282.18,Upgrade
1,Other Revenue,-9.46,9.46,-,15.24,-4.16,4.16,-,7.6,-5.59,5.59,-,34.41,-15.26,15.26,-,19.94,-6.36,6.36,-,11.62,Upgrade
2,Revenue,333.54,274.18,258.87,43.1,266.93,244.52,206.99,282.02,238.12,247.42,235.34,244.38,233.83,227,231.55,349.83,339.46,265.71,225.1,293.81,Upgrade
3,Revenue Growth (YoY),24.95%,12.13%,25.06%,-84.72%,12.10%,-1.17%,-12.05%,15.40%,1.83%,9.00%,1.63%,-30.14%,-31.12%,-14.57%,2.86%,19.07%,45.64%,10.75%,3.49%,42.17%,Upgrade
4,Cost of Revenue,221.95,222.77,185.13,-2.37,187.27,196.78,146.96,258.96,170.84,182.1,175.18,200.74,160.01,163.67,164.84,301.67,242.34,228.17,190.27,260.4,Upgrade
5,Gross Profit,111.59,51.41,73.74,45.47,79.66,47.74,60.03,23.06,67.27,65.32,60.16,43.64,73.82,63.32,66.71,48.15,97.12,37.53,34.83,33.4,Upgrade
6,"Selling, General & Admin",27.28,26.34,23.81,16.16,24.65,24.42,23.04,28.35,26.77,28.19,18.16,25.28,25.37,25,19.89,29.32,26.22,17.51,14.23,17.15,Upgrade
7,Research & Development,16.51,15.52,13.64,10.36,14.91,15.01,14.14,17,15.1,18.05,13.78,14.3,18.93,15.63,14.49,15.06,18.81,12.75,11.47,19.6,Upgrade
8,Other Operating Expenses,-2.98,4.63,-0.38,3.68,2.12,2.06,1.86,7.7,0.39,0.99,0.54,8.13,0.77,-0.9,0.95,6.61,0.17,-0.02,2.2,8.12,Upgrade
