,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters
,Period Ending,"Feb '25 Feb 21, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+20 Quarters
0,Market Capitalization,4271,2989,2185,2672,3237,3520,3448,3462,2734,2702,3431,4502,5160,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-15.09%,-15.09%,-36.64%,-22.83%,18.41%,30.25%,0.49%,-23.10%,-47.02%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,4036,2728,1881,2304,2869,3127,3023,3019,2290,2244,2917,4546,5203,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,53.39,37.28,27.25,33.33,40.37,43.90,43.00,43.09,34.02,33.63,42.70,55.66,63.79,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,-,-1069.00,-959.08,-772.98,-,325.60,224.11,161.30,155.17,44.88,56.16,-,88.52,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,34.69,25.30,20.47,25.93,33.18,37.08,31.20,34.45,28.46,18.67,24.53,29.57,32.79,-,-,-,-,-,-,-,-,Upgrade
6,PB Ratio,5.35,3.68,2.67,3.27,4.03,4.35,4.28,4.27,3.38,3.36,4.31,5.53,6.32,-,-,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,3.76,3.76,2.73,3.35,4.07,4.36,4.29,4.28,3.38,3.37,4.32,5.55,6.34,-,-,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-,-36.26,-,-,-,-205.05,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-44.05,-,-,-,-46.56,-,-,-,-260.63,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,32.81,23.10,17.62,22.36,29.41,32.94,27.35,30.03,23.85,15.50,20.86,29.86,33.07,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,-,-164.12,-,-,-,-172.42,-,-,-,42.56,52.66,-,85.24,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-145.21,-,-,-,-,-,-,-,43.39,53.60,-,86.28,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-37.26,-,-,-,-,-,-,-,-30.37,-,-,-,-206.78,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.05,0.05,0.06,0.04,0.03,0.04,0.03,0.03,0.03,0.01,0.03,0.04,0.08,-,0.31,0.05,0.05,0.08,0.08,0.08,-,Upgrade
15,Debt / EBITDA Ratio,-,2.45,18.38,-,-,57.59,-,-,-,0.24,1.23,-,0.29,-,1.71,-,0.05,-,-,0.08,-,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-0.31,-,-,-,-2.44,-,-,-,-,2.99,-1.40,-2.55,-,Upgrade
17,Asset Turnover,0.11,0.10,0.07,0.25,0.06,0.09,0.04,0.24,0.13,0.04,0.02,-,-,-,-,-,-,1.42,1.72,0.16,Upgrade,
18,Inventory Turnover,0.42,0.32,0.45,0.24,0.52,0.15,0.68,0.14,0.79,0.76,0.33,0.22,-,-,-,-,-,-,64.91,24.44,0.11,Upgrade
19,Quick Ratio,5.26,5.26,5.97,8.69,9.22,8.95,9.91,9.92,9.07,12.99,12.10,11.93,7.26,-,2.38,-,2.69,4.32,3.32,3.32,6.53,Upgrade
20,Current Ratio,7.18,7.18,7.87,11.25,11.45,11.18,11.92,11.67,10.20,15.08,13.69,12.87,7.65,-,2.95,-,3.27,4.55,3.39,3.39,8.82,Upgrade
21,Return on Equity (ROE),1.07%,0.87%,0.33%,-4.20%,1.49%,0.46%,0.70%,2.70%,3.79%,3.48%,-1.19%,-,-,13.84%,-10.11%,-,-,-,85.18%,0.90%,Upgrade,
22,Return on Assets (ROA),0.98%,-0.63%,-0.46%,-5.23%,-0.08%,-1.71%,-0.52%,-3.35%,1.24%,0.91%,-1.75%,-,-,-,-,-,-,-,48.67%,0.33%,Upgrade,
23,Return on Capital (ROIC),1.06%,-0.67%,-0.49%,-5.54%,-0.08%,-1.80%,-0.56%,-3.57%,1.31%,0.95%,-1.85%,-,-,8.06%,-5.71%,-,-,-,59.33%,0.37%,Upgrade,
24,Return on Capital Employed (ROCE),-,-2.29%,-,-,-,-,-,-,-,6.41%,6.80%,-,7.37%,-,27.93%,-,58.60%,-,45.05%,34.30%,28.94%,Upgrade
25,Earnings Yield,-0.05%,-0.09%,-0.10%,-0.13%,-0.09%,0.31%,0.45%,0.62%,0.64%,2.23%,1.78%,1.35%,1.13%,-,-,-,-,-,-,-,-,Upgrade
26,FCF Yield,-2.54%,-3.62%,-5.29%,-4.05%,-2.57%,-1.99%,-1.81%,-1.91%,-2.76%,-2.09%,-1.21%,-1.04%,-0.49%,-,-,-,-,-,-,-,-,Upgrade
27,Dividend Yield,0.37%,-,0.37%,-,-,-,-,-,0.26%,-,-,-,0.47%,-,-,-,-,-,-,-,-,Upgrade
28,Payout Ratio,0.00%,9.19%,11.24%,18.51%,-,6.16%,755.78%,12.69%,11.55%,0.30%,339.99%,-,1.17%,5.96%,4.25%,-,-,-,-,29.79%,-,Upgrade
29,Buyback Yield / Dilution,0.12%,-0.15%,-0.07%,0.06%,0.72%,0.06%,0.23%,-0.37%,-20.11%,-32.90%,-33.88%,-33.14%,-9.97%,-0.25%,0.26%,-153.29%,11.52%,12.43%,-34.19%,27.88%,-21.11%,Upgrade
30,Total Shareholder Return,0.50%,-0.15%,0.30%,0.06%,0.72%,0.06%,0.23%,-0.37%,-19.84%,-32.90%,-33.88%,-33.14%,-9.50%,-0.25%,0.26%,-153.29%,11.52%,12.43%,-34.19%,27.88%,-21.11%,Upgrade
