,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,844.44,1262,939.24,1273,959.62,1698,1360,1443,1068,-
1,Revenue Growth (YoY),-10.09%,-0.85%,-2.12%,-25.07%,-29.45%,17.68%,27.39%,-,-12.75%,-
2,Cost of Revenue,673.34,937.62,727.67,1082,776.76,1244,959.09,842.31,756.42,-
3,Gross Profit,171.1,324.25,211.57,190.47,182.86,454.09,401.11,600.89,311.38,-
4,"Selling, General & Admin",278.69,281.95,211.58,223.52,298.08,339.02,252.93,282.95,196.62,-
5,Research & Development,40.59,53.52,50.19,72.41,54.06,70.75,56.65,68.63,57.11,-
6,Other Operating Expenses,-7.89,-8.43,-1.37,-6.68,-2.99,-9.12,-6.67,-20.75,0.61,-
7,Operating Expenses,311.39,331.25,260.41,365.05,349.15,400.65,302.9,330.83,254.33,-
8,Operating Income,-140.29,-7,-48.83,-174.58,-166.29,53.44,98.21,270.06,57.05,-
9,Interest Expense,-64.71,-64.73,-62.46,-50.42,-71.63,-68.95,-66.74,-72.23,-70.3,-
10,Interest & Investment Income,3.16,1.41,7.64,5.5,7.58,5.11,14.7,8.43,9.92,-
11,Earnings From Equity Investments,-48.65,-73.69,-4.3,-25.8,-17.41,-17.85,-8.61,3.05,-23.65,-
12,Currency Exchange Gain (Loss),-,-0.01,0.01,0.23,3.54,-2.6,-10.83,-4.13,9.35,-
13,EBT Excluding Unusual Items,-250.49,-144.03,-107.94,-245.06,-244.21,-30.85,26.72,205.17,-17.65,-
14,Gain (Loss) on Sale of Investments,-57.2,-110.92,-14.48,-265.67,-99.53,7.99,32.32,47.94,19.35,-
15,Gain (Loss) on Sale of Assets,1.59,-2.41,-6.46,-2.46,2.25,-4,0.35,-0.28,-4.41,-
16,Asset Writedown,0.46,-37.97,15.16,20.63,1.18,0.4,-,8.13,9.05,-
17,Pretax Income,-305.64,-295.33,-113.71,-492.56,-340.31,-26.47,59.4,260.97,6.35,-
18,Income Tax Expense,-4.24,-8.89,-8.72,-14.52,-9.28,-10.83,12.23,42.31,5.65,-
19,Earnings From Continuing Operations,-301.4,-286.45,-104.99,-478.04,-331.03,-15.63,47.17,218.66,0.69,-
20,Earnings From Discontinued Operations,-,-,-,-,-,-,-,19.52,-22.45,-
21,Net Income to Company,-301.4,-286.45,-104.99,-478.04,-331.03,-15.63,47.17,238.18,-21.76,-
22,Minority Interest in Earnings,5.07,0.1,2.21,-2.4,3.37,0.9,-,-,-,-
23,Net Income,-296.33,-286.35,-102.78,-480.44,-327.67,-14.74,47.17,238.18,-21.76,-
24,Net Income to Common,-296.33,-286.35,-102.78,-480.44,-327.67,-14.74,47.17,238.18,-21.76,-
25,Shares Outstanding (Basic),478,478,478,478,486,487,488,488,488,-
26,Shares Outstanding (Diluted),478,478,478,478,486,487,488,488,488,-
27,Shares Change (YoY),-,-0.10%,-1.64%,-1.94%,-0.43%,-0.03%,-,-,33.38%,-
28,EPS (Basic),-0.62,-0.60,-0.22,-1.01,-0.67,-0.03,0.10,0.49,-0.04,-
29,EPS (Diluted),-0.62,-0.60,-0.22,-1.01,-0.67,-0.03,0.10,0.49,-0.04,-
30,Free Cash Flow,112.05,190.82,174.74,175.96,-122.63,185.23,-8.56,-156.26,-163.53,-
31,Free Cash Flow Per Share,0.23,0.40,0.37,0.37,-0.25,0.38,-0.02,-0.32,-0.34,-
32,Operating Margin,-16.61%,-0.55%,-5.20%,-13.72%,-17.33%,3.15%,7.22%,18.71%,5.34%,-
33,Profit Margin,-35.09%,-22.69%,-10.94%,-37.75%,-34.15%,-0.87%,3.47%,16.50%,-2.04%,-
34,Free Cash Flow Margin,13.27%,15.12%,18.60%,13.83%,-12.78%,10.91%,-0.63%,-10.83%,-15.32%,-
35,EBITDA,-13.17,59.24,67.41,-104.08,-48.65,117.67,191.08,334.45,150.39,-
36,D&A For EBITDA,127.12,66.24,116.24,70.5,117.64,64.23,92.87,64.39,93.35,42.25
37,EBIT,-140.29,-7,-48.83,-174.58,-166.29,53.44,98.21,270.06,57.05,-
