,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,95.01,378.42,208.36,359,347.25,540.66,611.42,828.29,829.66,1085
1,Trading Asset Securities,-,-,-,-,-,-,-,-,230.88,-
2,Cash & Short-Term Investments,95.01,378.42,208.36,359,347.25,540.66,611.42,828.29,1061,1085
3,Cash Growth,-54.40%,5.41%,-40.00%,-33.60%,-43.21%,-34.73%,-42.35%,-23.64%,-,112.30%
4,Accounts Receivable,2232,2421,2437,2617,2559,2756,2500,2415,2617,2895
5,Other Receivables,109.05,146.87,154.18,142.58,89.19,94.48,180.77,196.11,127.19,121.72
6,Receivables,2341,2568,2591,2760,2648,2850,2681,2611,2744,3017
7,Inventory,236,235.68,272.41,264.25,323.77,339.05,302.55,257.94,263.42,265.66
8,Prepaid Expenses,-,-,-,-,-,-,0.67,0.95,0.21,2.48
9,Other Current Assets,375.86,253.06,366.66,371.57,400.99,362.44,364.73,285.87,238.04,344.9
10,Total Current Assets,3048,3435,3439,3754,3720,4093,3960,3984,4306,4714
11,"Property, Plant & Equipment",2772,2874,3048,3020,3058,2914,2633,2358,2172,2123
12,Long-Term Investments,1612,1729,1936,2001,2160,2236,2318,2268,2094,2120
13,Goodwill,7.8,7.8,7.8,7.8,7.8,7.8,-,-,-,-
14,Other Intangible Assets,339.28,15.23,331.63,19.45,320.74,18.7,305.5,14.6,269.81,17.59
15,Long-Term Deferred Tax Assets,101.16,96.01,93.33,82.82,60.04,49.15,39.86,35.38,47.44,37.13
16,Long-Term Deferred Charges,-,326.1,-,308.46,-,288.54,-,260.58,-,245.17
17,Other Long-Term Assets,199.71,199.26,202.11,229.54,257.1,255.92,263.67,270.94,279.82,310.17
18,Total Assets,8079,8682,9058,9423,9584,9863,9520,9191,9170,9567
19,Accounts Payable,1273,1369,1591,1903,1886,2146,1857,1482,1596,2216
20,Accrued Expenses,143.19,126.14,121.42,145.74,130.17,135.28,73.98,89.36,97.13,147.42
21,Short-Term Debt,1690,1781,1584,1301,955.3,730.99,1159,1745,1804,1984
22,Current Portion of Long-Term Debt,544.38,871.29,1370,1310,711.99,559.46,694.58,225.24,532.32,361.18
23,Current Portion of Leases,47.68,56.32,56.09,40.62,44.93,42,35.08,32.9,36.89,22.21
24,Current Income Taxes Payable,0.27,0.1,0.63,2.62,4.05,9.42,14.73,16.74,13.91,13.76
25,Current Unearned Revenue,133.75,138.16,215.15,188.62,213.8,123.77,185.8,298.02,211.29,242.82
26,Other Current Liabilities,21.08,11.83,11.7,69.9,11.47,13.97,9.68,16.27,25.85,43.67
27,Total Current Liabilities,3854,4354,4950,4962,3958,3761,4030,3906,4318,5031
28,Long-Term Debt,1134,914.2,584.11,845.53,1514,1600,1061,1013,845.74,273.46
29,Long-Term Leases,135.3,143.47,158.4,142.72,153.21,153.95,148.81,37.87,50.36,43.34
30,Long-Term Unearned Revenue,66.8,68.99,71.55,74.33,77.11,80.16,77.56,79.98,40.56,38.96
31,Long-Term Deferred Tax Liabilities,16.05,15.74,24.18,28.63,25.55,25.25,16.1,16.04,15.13,14.91
32,Total Liabilities,5206,5496,5788,6053,5728,5620,5334,5053,5269,5401
33,Common Stock,487.64,487.64,487.64,487.64,487.64,487.64,487.64,487.64,487.64,487.64
34,Retained Earnings,-114.08,182.25,469.36,575.21,1056,1383,1397,1349,1109,1372
35,Treasury Stock,-62.63,-62.63,-84.09,-84.09,-76.28,-20.53,-,-,-,-
36,Comprehensive Income & Other,2283,2278,2307,2300,2300,2300,2301,2302,2303,2307
37,Total Common Equity,2594,2886,3180,3279,3767,4151,4186,4139,3900,4166
38,Minority Interest,278.66,299.73,90.45,91.43,89.02,92.39,-,-,-,-
39,Shareholders' Equity,2873,3185,3270,3370,3856,4243,4186,4139,3900,4166
40,Total Liabilities & Equity,8079,8682,9058,9423,9584,9863,9520,9191,9170,9567
41,Total Debt,3552,3766,3753,3640,3379,3086,3099,3054,3269,2684
42,Net Cash (Debt),-3457,-3388,-3544,-3281,-3032,-2546,-2488,-2226,-2209,-1599
43,Net Cash Per Share,-7.24,-7.09,-7.42,-6.86,-6.24,-5.22,-5.10,-4.56,-4.53,-
44,Filing Date Shares Outstanding,477.54,487.64,477.54,487.64,485.52,485.26,487.64,487.64,487.64,487.64
45,Total Common Shares Outstanding,477.54,487.64,477.54,487.64,485.52,485.26,487.64,487.64,487.64,487.64
46,Working Capital,-806.06,-918.63,-1511,-1207,-237.94,331.81,-70.2,77.61,-11.24,-316.36
47,Book Value Per Share,5.43,5.92,6.66,6.72,7.76,8.55,8.58,8.49,8.00,8.54
48,Tangible Book Value,2247,2863,2840,3252,3439,4124,3880,4124,3631,4148
49,Tangible Book Value Per Share,4.71,5.87,5.95,6.67,7.08,8.50,7.96,8.46,7.45,8.51
50,Machinery,2955,2956,2815,2816,2649,2744,2332,2286,2246,2214
51,Construction In Progress,439.16,417.1,585.31,507.07,599.24,361.54,443.16,270.46,125.64,55.26
52,Order Backlog,4411,-,4555,-,5022,-,6301,-,-,-
