,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Revenue,796911,850996,795216,862855,672767,807606,841719,658544,866472,907737,965945,853190,560935,753274,881119,711254,737307,684557,820900,815372,Upgrade
1,Revenue Growth (YoY),18.45%,5.37%,-5.52%,31.02%,-22.36%,-11.03%,-12.86%,-22.81%,54.47%,20.51%,9.63%,19.96%,-23.92%,10.04%,7.34%,-12.77%,8.83%,-17.05%,7.88%,9.82%,Upgrade
2,Cost of Revenue,695123,728448,693099,726168,577050,691879,645868,569821,740578,761759,840025,728718,478788,634389,745040,561588,612025,558571,717456,650742,Upgrade
3,Gross Profit,101788,122548,102117,136686,95717,115727,195852,88723,125894,145978,125920,124472,82147,118885,136079,149666,125282,125987,103444,164629,Upgrade
4,"Selling, General & Admin",66660,73306,59300,84091,62165,70369,154816,49132,60657,67228,72113,59004,58796,72094,83521,94969,65293,95516,46221,105010,Upgrade
5,Other Operating Expenses,-,-,-,1513,-,-,-,4009,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,Operating Expenses,66660,73306,59300,85604,62165,70369,154816,53142,60657,67228,72113,59004,58796,72094,83521,94969,65293,95516,46221,105010,Upgrade
7,Operating Income,35128,49242,42817,51082,33552,45358,41036,35581,65237,78751,53807,65468,23351,46791,52558,54697,59989,30471,57223,59619,Upgrade
8,Interest Expense,-9288,-18059,-11575,-12862,-14517,-18381,-16200,-15090,-13509,-13542,-10994,-9918,-10914,-12865,-12236,-12611,-12992,-17454,-17717,-13902,Upgrade
9,Interest & Investment Income,14184,-,20061,12127,14686,-,19317,11605,16353,13258,12642,13675,21631,11104,12166,12566,12042,13085,12319,13772,Upgrade
10,Currency Exchange Gain (Loss),-,6982,-6740,244.93,-,-5112,3483,1586,-,-17727,-12980,-95.51,-,5916,2089,565.95,-,786.4,-4146,527.11,Upgrade
11,Other Non Operating Income (Expenses),351.68,4699,-4100,147.86,-7395,20176,-12420,887.99,-21492,7605,12890,938.08,-3554,647.84,718.59,661.38,-676.49,8146,-7499,4671,Upgrade
12,EBT Excluding Unusual Items,40376,42864,40463,50741,26327,42042,35215,34570,46589,68346,55365,70068,30514,51594,55295,55879,58363,35033,40180,64688,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,266.43,-,-,-,53.1,-,-,-,-,Upgrade
14,Pretax Income,40376,42864,40463,50741,26327,42042,35215,34570,46589,68346,55365,85008,30514,51594,55295,55932,58363,35033,40180,64688,Upgrade
15,Income Tax Expense,8075,8639,12631,15797,5265,9008,9052,11555,9587,13689,13651,17027,6108,10336,15114,11204,11699,7028,10993,13734,Upgrade
16,Earnings From Continuing Operations,32300,34226,27832,34943,21061,33034,26164,23015,37002,54657,41714,67981,24407,41258,40181,44727,46664,28005,29187,50953,Upgrade
17,Net Income,32300,34226,27832,34943,21061,33034,26164,23015,37002,54657,41714,67981,24407,41258,40181,44727,46664,28005,29187,50953,Upgrade
18,Preferred Dividends & Other Adjustments,-,3230,6206,3494,-,2106,5920,1455,-,3700,9637,6798,-,2441,8144,2987,-,4666,5719,5095,Upgrade
19,Net Income to Common,32300,30996,21626,31449,21061,30928,20244,21560,37002,50957,32077,61183,24407,38817,32037,41740,46664,23338,23468,45858,Upgrade
20,Net Income Growth,53.36%,3.61%,6.37%,51.83%,-43.08%,-39.56%,-37.28%,-66.14%,51.61%,32.48%,3.81%,51.99%,-47.70%,47.32%,37.67%,-12.22%,33.90%,-37.40%,-19.27%,-15.55%,Upgrade
21,Shares Outstanding (Basic),52,46,41,52,52,47,41,52,52,47,41,52,52,47,41,52,52,46,41,52,Upgrade
22,Shares Outstanding (Diluted),52,46,41,52,52,47,41,52,52,47,41,52,52,47,41,52,52,46,41,52,Upgrade
23,Shares Change (YoY),0.12%,-0.29%,0.18%,0.04%,0.03%,0.05%,-0.09%,-0.12%,0.01%,0.03%,-0.06%,0.13%,-0.15%,0.30%,-0.15%,-0.13%,0.09%,-0.15%,0.06%,-4.98%,Upgrade
24,EPS (Basic),625.00,667.82,523.36,609.30,408.00,664.44,490.80,417.88,717.00,1095.24,777.00,1184.40,473.00,834.62,775.60,809.10,903.00,503.31,567.27,887.80,Upgrade
25,EPS (Diluted),625.00,667.82,523.36,609.30,408.00,664.44,490.80,417.88,717.00,1095.24,777.00,1184.40,473.00,834.62,775.60,809.10,903.00,503.31,567.27,887.80,Upgrade
26,EPS Growth,53.19%,0.51%,6.64%,45.81%,-43.10%,-39.33%,-36.83%,-64.72%,51.59%,31.23%,0.18%,46.38%,-47.62%,65.82%,36.72%,-8.86%,33.78%,-43.34%,-16.43%,-8.74%,Upgrade
27,Free Cash Flow,93181,22371,-105490,-4353,-21220,146116,30888,8440,38824,-9867,-260900,182727,27146,-41878,-25135,97003,4958,127556,-100692,-84078,Upgrade
28,Free Cash Flow Per Share,1803.01,482.00,-2552.93,-84.34,-411.08,3139.10,748.87,163.58,752.30,-212.08,-6319.79,3537.27,526.09,-900.43,-608.51,1880.32,95.94,2750.86,-2433.99,-1627.73,Upgrade
29,Dividend Per Share,500.000,-,-,1000.000,500.000,-,-,700.000,1000.000,-,-,500.000,1000.000,-,-,500.000,1000.000,-,-,500.000,Upgrade
30,Dividend Growth,0%,-,-,42.86%,-50.00%,-,-,40.00%,0%,-,-,0%,0%,-,-,0%,-33.33%,-,-,0%,Upgrade
31,Gross Margin,12.77%,14.40%,12.84%,15.84%,14.23%,14.33%,23.27%,13.47%,14.53%,16.08%,13.04%,14.59%,14.64%,15.78%,15.44%,21.04%,16.99%,18.40%,12.60%,20.19%,Upgrade
32,Operating Margin,4.41%,5.79%,5.38%,5.92%,4.99%,5.62%,4.88%,5.40%,7.53%,8.68%,5.57%,7.67%,4.16%,6.21%,5.96%,7.69%,8.14%,4.45%,6.97%,7.31%,Upgrade
33,Profit Margin,4.05%,3.64%,2.72%,3.64%,3.13%,3.83%,2.41%,3.27%,4.27%,5.61%,3.32%,7.17%,4.35%,5.15%,3.64%,5.87%,6.33%,3.41%,2.86%,5.62%,Upgrade
34,Free Cash Flow Margin,11.69%,2.63%,-13.27%,-0.50%,-3.15%,18.09%,3.67%,1.28%,4.48%,-1.09%,-27.01%,21.42%,4.84%,-5.56%,-2.85%,13.64%,0.67%,18.63%,-12.27%,-10.31%,Upgrade
35,EBITDA,55923,69655,63613,68794,56286,67991,63445,59174,88878,99970,76692,86166,44133,68471,71865,74516,80532,50445,78088,86745,Upgrade
36,EBITDA Margin,7.02%,8.19%,8.00%,7.97%,8.37%,8.42%,7.54%,8.99%,10.26%,11.01%,7.94%,10.10%,7.87%,9.09%,8.16%,10.48%,10.92%,7.37%,9.51%,10.64%,Upgrade
37,D&A For EBITDA,20795,20413,20795,17711,22734,22632,22409,23592,23641,21219,22885,20699,20782,21680,19307,19819,20542,19974,20866,27126,Upgrade
38,EBIT,35128,49242,42817,51082,33552,45358,41036,35581,65237,78751,53807,65468,23351,46791,52558,54697,59989,30471,57223,59619,Upgrade
39,EBIT Margin,4.41%,5.79%,5.38%,5.92%,4.99%,5.62%,4.88%,5.40%,7.53%,8.68%,5.57%,7.67%,4.16%,6.21%,5.96%,7.69%,8.14%,4.45%,6.97%,7.31%,Upgrade
40,Effective Tax Rate,20.00%,20.15%,31.22%,31.13%,20.00%,21.43%,25.70%,33.42%,20.58%,20.03%,24.66%,20.03%,20.02%,20.03%,27.33%,20.03%,20.04%,20.06%,27.36%,21.23%,Upgrade
41,Revenue as Reported,796911,850996,795216,862855,672767,807606,841719,658544,866472,907737,965945,853190,560935,753274,881119,711254,737307,684557,820900,815372,Upgrade
