,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Market Capitalization,1714806,2114463,2370057,1440623,1126939,1303531,1426681,1459212,1547508,1626510,1719453,1765925,1719453,1882104,1789161,1463859,1277972,1159469,985200,790019,1161793,Upgrade
1,Market Cap Growth,62.21%,62.21%,66.12%,-1.27%,-27.18%,-19.86%,-17.03%,-17.37%,-10.00%,-13.58%,-3.90%,20.63%,34.55%,62.32%,81.60%,85.29%,10.00%,-10.89%,-39.94%,-55.84%,-35.48%,Upgrade
2,Enterprise Value,2179298,2641856,2923180,1864256,1561283,1673137,1963345,1997045,2137371,2211675,2263383,2062962,2205886,2394058,2271093,1935250,1781165,1687559,1658506,1374303,1552454,Upgrade
3,Last Close Price,36900.00,44981.19,49244.58,29932.98,22981.70,26582.96,28418.87,29066.85,29848.64,31372.44,32677.43,33560.60,31806.03,34814.71,32661.71,26723.22,23329.79,20370.75,17309.02,13568.66,19953.92,Upgrade
4,PE Ratio,15.05,18.17,22.54,13.71,10.87,13.90,13.00,11.25,10.93,8.98,10.20,11.29,10.99,13.74,11.23,10.18,9.45,8.32,7.73,5.43,7.74,Upgrade
5,Forward PE,-,9.86,9.86,9.86,9.86,9.86,9.86,9.86,9.86,11.05,12.13,12.96,12.67,13.87,12.18,10.32,7.64,7.30,6.72,5.08,6.30,Upgrade
6,PS Ratio,0.59,0.64,0.74,0.46,0.35,0.44,0.45,0.45,0.46,0.45,0.52,0.56,0.56,0.65,0.58,0.49,0.43,0.38,0.33,0.25,0.38,Upgrade
7,PB Ratio,2.56,2.20,2.43,1.52,1.19,1.43,1.55,1.61,1.68,1.80,1.91,2.05,2.01,2.35,2.24,1.90,1.75,1.58,1.44,1.13,1.74,Upgrade
8,P/TBV Ratio,2.22,2.22,2.45,1.53,1.20,1.83,1.98,2.08,1.69,2.33,2.48,2.70,2.67,3.20,3.05,2.63,2.48,2.25,2.12,1.66,2.60,Upgrade
9,P/FCF Ratio,370.37,370.37,-21.81,-,-,-,6.36,21.37,-6.92,-33.05,-,-,12.04,32.94,-,-,9.92,-22.19,-17.14,-,-,Upgrade
