,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,780.33,886.85,948.79,1169,1253,1196,1156,1281,1081,1319,Upgrade
1,Short-Term Investments,11.44,11.52,50.81,8.15,5.56,6.35,13.31,9.13,28.58,10.05,Upgrade
2,Trading Asset Securities,-,153.06,201.96,-,-,100.62,196.86,102.28,349.59,66.92,Upgrade
3,Cash & Short-Term Investments,791.77,1051,1202,1177,1258,1303,1366,1393,1460,1396,Upgrade
4,Cash Growth,-34.11%,-10.70%,-4.49%,-9.65%,-7.90%,-6.43%,-6.42%,-0.27%,2.76%,6.09%,Upgrade
5,Accounts Receivable,64.09,57.08,46.99,45.37,69.1,45.19,7.18,5.18,0.18,0.6,Upgrade
6,Receivables,64.09,57.08,46.99,45.37,69.1,45.19,7.18,5.18,0.18,0.6,Upgrade
7,Inventory,0.77,0.95,0.89,0.82,0.89,0.72,1,0.9,1.23,1.58,Upgrade
8,Other Current Assets,170.99,157.35,119.24,138.68,149.06,98.55,107.28,53.61,16.38,10.67,Upgrade
9,Total Current Assets,1028,1267,1369,1362,1477,1448,1481,1452,1477,1409,Upgrade
10,"Property, Plant & Equipment",8.25,10.11,14.88,19.58,23.26,9.62,12.55,8.04,11.68,15.27,Upgrade
11,Long-Term Investments,68.17,79.31,78.47,46.29,69.27,74.93,95.17,111.09,114.11,129.34,Upgrade
12,Other Intangible Assets,12.2,0.99,1.64,5.31,9.11,12.97,16.99,21.07,33.86,35.55,Upgrade
13,Long-Term Deferred Tax Assets,14.59,12.53,13.79,18.35,17.19,18.49,23.6,11.51,5.27,1.73,Upgrade
14,Long-Term Deferred Charges,6.07,-,23.38,-,36.23,21.47,-,-,-,-,Upgrade
15,Other Long-Term Assets,522.26,215.83,45.2,67.01,44.39,39.34,16.87,5.98,6.29,6.29,Upgrade
16,Total Assets,1659,1586,1546,1519,1677,1624,1647,1610,1649,1597,Upgrade
17,Accounts Payable,11.33,14.01,16.81,20.07,33.32,18.2,14.67,7.19,7.41,1.19,Upgrade
18,Accrued Expenses,69.54,99.25,93.51,121.59,92.68,91.18,71.87,68.51,37.27,62.8,Upgrade
