,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,131063,116501,113140,101938,90736,78414,91856,81775,66092,67212,76174,86255,109780,115381,94097,85135,94097,82895,115381,200516,236362,Upgrade
1,Market Cap Growth,48.57%,48.57%,23.17%,24.66%,37.29%,16.67%,20.59%,-5.19%,-39.80%,-41.75%,-19.05%,1.32%,16.67%,39.19%,-18.45%,-57.54%,-60.19%,-72.08%,-45.50%,27.86%,51.80%,Upgrade
2,Enterprise Value,179477,277223,217346,51271,19365,113142,204256,59762,72169,235249,212907,91771,150165,305985,286115,128610,112774,306210,351124,346473,512945,Upgrade
3,Last Close Price,11700.00,10400.00,10100.00,8562.27,7621.36,6586.36,7715.45,6618.87,5349.50,5440.17,5893.51,6673.54,8493.59,8926.94,7280.22,6586.87,7280.22,6413.53,8146.91,14158.23,16689.31,Upgrade
4,PE Ratio,7.16,6.36,7.97,7.42,8.11,-,10.81,3.26,4.61,-,7.29,-,-,18.14,18.74,5.62,-,84.61,11.28,-,-,Upgrade
5,PS Ratio,0.15,0.13,0.15,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.13,0.16,0.17,0.18,0.19,0.14,0.18,0.13,0.12,0.20,0.21,Upgrade
6,PB Ratio,0.70,0.62,0.61,0.57,0.49,0.43,0.51,0.47,0.37,0.38,0.43,0.56,0.63,0.66,0.54,0.51,0.57,0.49,0.69,1.32,1.39,Upgrade
7,P/TBV Ratio,0.62,0.62,0.61,0.57,0.49,0.44,0.52,0.47,0.37,0.39,0.43,0.56,0.63,0.66,0.55,0.51,0.58,0.49,0.69,1.33,1.39,Upgrade
8,P/FCF Ratio,-,-1.02,-,-,-,0.98,-3.57,-,-91.10,-,-,-,3.00,-6.54,-,-,-,0.31,2.07,-,2.15,Upgrade
9,P/OCF Ratio,-,-1.15,-,-,-,0.96,-4.58,-,49.02,-,-,-,2.60,-9.35,-,-,-,0.29,1.68,-,1.84,Upgrade
10,EV/Sales Ratio,0.21,0.32,0.28,0.06,0.02,0.16,0.28,0.08,0.12,0.41,0.35,0.17,0.24,0.47,0.58,0.22,0.21,0.48,0.36,0.35,0.45,Upgrade
11,EV/EBITDA Ratio,4.72,7.29,6.01,1.43,0.58,3.71,6.92,1.20,1.76,6.70,5.22,-,4.31,8.32,8.51,2.81,2.82,7.98,6.39,7.23,9.24,Upgrade
12,EV/EBIT Ratio,7.09,10.95,9.50,2.30,0.98,6.71,14.18,1.80,3.38,18.53,12.53,-,-,26.18,33.14,6.18,-,22.47,11.76,-,-,Upgrade
13,EV/FCF Ratio,-1.58,-2.44,-,-,-,1.42,-7.94,-,-99.48,-,-,-,4.11,-17.34,-,-,-,1.13,6.29,-,4.68,Upgrade
14,Debt / Equity Ratio,0.29,0.29,0.91,0.64,-,-,0.23,0.67,0.00,0.06,0.97,0.93,0.25,0.25,1.14,1.17,0.33,0.19,1.42,1.69,1.10,Upgrade
15,Debt / EBITDA Ratio,1.43,1.73,3.68,2.85,-,-,0.92,3.99,0.03,0.50,1.37,-,151.48,1.03,3.17,5.71,6.87,1.05,2.15,23.76,150.56,Upgrade
16,Debt / FCF Ratio,-,-0.48,-,-,-,-,-1.59,-,-1.07,-,-,-,1.20,-2.50,-,-,-,0.12,4.29,-,1.71,Upgrade
17,Asset Turnover,2.59,2.70,2.29,2.25,1.70,3.99,2.00,1.48,2.11,3.20,-,-,2.28,2.30,1.27,0.88,0.54,2.91,0.46,1.39,Upgrade,
