,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,238086,279047,180079,172264,147293,331880,136855,90930,181813,311631,26076,50053,217754,255712,112902,69542,57449,349952,55678,177512,Upgrade
1,Revenue Growth (YoY),61.64%,-15.92%,31.58%,89.45%,-18.99%,6.50%,424.83%,81.67%,-16.51%,21.87%,-76.90%,-28.02%,279.04%,-26.93%,102.78%,-60.82%,-85.32%,-5.94%,-71.98%,232.51%,Upgrade
2,Cost of Revenue,222850,236102,146277,132036,133218,269018,108446,73732,150337,263142,21559,43977,181979,213222,100165,61767,43940,303314,46933,172742,Upgrade
3,Gross Profit,15236,42945,33802,40228,14076,62862,28409,17198,31476,48490,4517,6077,35775,42490,12736,7776,13509,46638,8745,4770,Upgrade
4,"Selling, General & Admin",10191,34553,27200,34940,11473,55068,24366,14768,31335,21897,12307,12324,31338,33128,10587,12034,12128,25116,12105,10686,Upgrade
5,Operating Expenses,10191,34553,27200,34940,11473,55068,24366,14768,31335,21897,12307,12324,31338,33128,10587,12034,12128,25116,12105,10686,Upgrade
6,Operating Income,5045,8391,6602,5288,2602,7794,4043,2430,140.36,26592,-7790,-6247,4436,9362,2149,-4258,1381,21522,-3360,-5916,Upgrade
7,Interest Expense,-2960,-1864,-240.46,-164.02,-341.69,-2304,-425.39,-87.12,-1350,-3142,-525.98,-414.05,-1361,-2681,-1498,-701.07,-1949,-4707,-2673,-4725,Upgrade
8,Interest & Investment Income,-,144.85,649.72,1170,95.06,106.93,213.37,333.27,89.67,104.19,572.46,1534,494.23,397.37,1633,176.95,3254,15.16,78.9,345.88,Upgrade
9,Currency Exchange Gain (Loss),1679,-,-,-,314.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-1403,-50.38,194.44,34.94,-428.85,413.9,190.51,-157.26,-613.8,6.3,152.88,-94.48,-1050,623.81,718.55,-283.75,-2050,-15.38,22.77,-0.03,Upgrade
11,EBT Excluding Unusual Items,2361,6622,7206,6329,2241,6010,4021,2519,-1734,23561,-7591,-5221,2519,7702,3002,-5066,636.19,16815,-5932,-10295,Upgrade
12,Gain (Loss) on Sale of Assets,596.21,-,-,-,511.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Pretax Income,2958,6622,7206,6329,2753,6010,4021,2519,-1734,23561,-7591,-5221,2519,7702,3002,-5066,636.19,16815,-5932,-10295,Upgrade
14,Income Tax Expense,692.3,1358,1488,1266,629.68,1202,856.26,503.84,-239.38,2150,-,-,669.1,1128,-,-,127.24,117.69,-,-,Upgrade
15,Net Income,2265,5264,5718,5063,2123,4808,3165,2015,-1494,21411,-7591,-5221,1850,6574,3002,-5066,508.95,16697,-5932,-10295,Upgrade
16,Preferred Dividends & Other Adjustments,-,-,-,-,3966,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Net Income to Common,2265,5264,5718,5063,-1843,4808,3165,2015,-1494,21411,-7591,-5221,1850,6574,3002,-5066,508.95,16697,-5932,-10295,Upgrade
18,Net Income Growth,6.70%,9.49%,80.68%,151.23%,-,-77.54%,-,-,-,225.67%,-,-,263.56%,-60.62%,-,-,-94.79%,101.54%,-,-,Upgrade
19,Shares Outstanding (Basic),11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,Upgrade
20,Shares Outstanding (Diluted),11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,Upgrade
21,Shares Change (YoY),-0.44%,-0.06%,0.26%,0.05%,0.05%,0.03%,-0.11%,-0.08%,0.17%,0.04%,-0.06%,-0.02%,-0.82%,0.02%,0.10%,0.05%,0.93%,0.03%,-1.61%,-0.05%,Upgrade
22,EPS (Basic),202.40,470.00,510.00,452.00,-163.95,429.00,283.00,180.00,-133.00,1911.00,-678.00,-466.00,164.95,587.00,268.00,-452.00,45.00,1491.00,-530.00,-919.00,Upgrade
23,EPS (Diluted),202.40,470.00,510.00,452.00,-163.95,429.00,283.00,180.00,-133.00,1911.00,-678.00,-466.00,164.95,587.00,268.00,-452.00,45.00,1491.00,-530.00,-919.00,Upgrade
24,EPS Growth,-,9.56%,80.21%,151.11%,-,-77.55%,-,-,-,225.55%,-,-,266.56%,-60.63%,-,-,-94.83%,101.49%,-,-,Upgrade
25,Free Cash Flow,119436,-56516,-153129,-23623,105683,78166,-134537,30630,-,-31356,-,34816,155873,-1792,-152326,-19401,215569,12427,-87256,130624,Upgrade
26,Free Cash Flow Per Share,10671.10,-5045.82,-13657.46,-2108.82,9400.75,6974.15,-12030.19,2735.71,-,-2798.56,-,3107.23,13895.44,-160.03,-13596.96,-1731.11,19060.02,1109.75,-7796.64,11660.82,Upgrade
27,Dividend Per Share,-,-,-,-,-,-,-,-,320.000,-,-,-,300.000,-,-,-,-,-,-,-,Upgrade
28,Dividend Growth,-,-,-,-,-,-,-,-,6.67%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Gross Margin,6.40%,15.39%,18.77%,23.35%,9.56%,18.94%,20.76%,18.91%,17.31%,15.56%,17.32%,12.14%,16.43%,16.62%,11.28%,11.18%,23.52%,13.33%,15.71%,2.69%,Upgrade
30,Operating Margin,2.12%,3.01%,3.67%,3.07%,1.77%,2.35%,2.95%,2.67%,0.08%,8.53%,-29.88%,-12.48%,2.04%,3.66%,1.90%,-6.12%,2.40%,6.15%,-6.04%,-3.33%,Upgrade
31,Profit Margin,0.95%,1.89%,3.18%,2.94%,-1.25%,1.45%,2.31%,2.22%,-0.82%,6.87%,-29.11%,-10.43%,0.85%,2.57%,2.66%,-7.28%,0.89%,4.77%,-10.65%,-5.80%,Upgrade
