,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1591,2984,252.71,1981,253.14,310.51,265.64,2211,134.61,1003,351.39,785.45,828.6,555.38,918.29,1331,401.63,549.62,652.21,1768,Upgrade
1,Other Revenue,-,-,-,-,-,-,-,-,-,-,-,0.85,-,-,-,-,-,-,-,-,Upgrade
2,Revenue,1591,2984,252.71,1981,253.14,310.51,265.64,2211,134.61,1003,351.39,786.3,828.6,555.38,918.29,1331,401.63,549.62,652.21,1768,Upgrade
3,Revenue Growth (YoY),528.51%,860.98%,-4.87%,-10.39%,88.05%,-69.04%,-24.40%,181.18%,-83.75%,80.58%,-61.73%,-40.94%,106.31%,1.05%,40.80%,-24.70%,-60.23%,1.78%,57.73%,92.59%,Upgrade
4,Cost of Revenue,1093,3186,178.96,2045,130.39,212.26,165.85,1432,90.07,616.45,186.3,497.26,473.42,317.61,458.93,680.33,227.85,318.84,340.35,882.79,Upgrade
5,Gross Profit,498.43,-202.46,73.75,-64.03,122.75,98.25,99.79,779.04,44.55,386.44,165.09,289.04,355.18,237.78,459.35,650.94,173.78,230.77,311.86,885.1,Upgrade
6,"Selling, General & Admin",93.52,108.61,43.42,132.32,42.84,42.77,42.84,113.65,42.98,54.19,34.14,90.48,43.96,42.41,33.11,66.8,35.81,41.17,28.08,76.1,Upgrade
7,Other Operating Expenses,12.64,22.2,18.15,276.09,42.01,19.42,19.5,184.28,11.99,37.76,38.06,122.41,74.7,47.05,121.49,221.03,32.45,53.45,73.49,261.14,Upgrade
8,Operating Expenses,108.81,133.18,62.77,413.79,87.7,39.55,86.85,301.08,51.98,91.86,73.7,209.95,114.49,91.11,145.59,287.57,59.03,94.53,103.28,343.62,Upgrade
9,Operating Income,389.62,-335.64,10.98,-477.82,35.05,58.7,12.94,477.96,-7.43,294.58,91.39,79.08,240.69,146.67,313.76,363.37,114.75,136.24,208.57,541.48,Upgrade
10,Interest Expense,-81.98,-75.05,-53.73,-57.3,-56.28,-67.69,-62,-58.1,-60.53,-58.21,-58.98,-64.08,-57.77,-57.46,-44.36,-45.8,-44.43,-44.53,-44.45,-44.83,Upgrade
