,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,8009,8276,10234,12458,11924,13882,14952,21271,23674,21642,27560,Upgrade
1,Market Cap Growth,-33.57%,-33.57%,-14.18%,-10.26%,-20.25%,-34.74%,-36.84%,-1.72%,-14.10%,-10.97%,26.49%,Upgrade
2,Enterprise Value,71647,69067,74179,77886,63800,57919,47585,51410,41774,44526,51616,Upgrade
3,Last Close Price,0.90,0.93,1.08,1.29,1.13,1.29,1.32,1.82,1.95,1.74,2.12,Upgrade
4,PE Ratio,-,-,-,-,-,-7.91,-,4.44,6.36,5.50,6.78,Upgrade
5,Forward PE,37.19,2.65,2.85,3.56,2.82,3.13,3.01,4.58,6.50,6.03,6.76,Upgrade
6,PS Ratio,0.59,0.61,0.65,0.56,0.38,0.49,0.47,0.62,1.26,1.48,1.85,Upgrade
7,PB Ratio,0.20,0.18,0.22,0.27,0.24,0.26,0.28,0.37,0.43,0.46,0.57,Upgrade
8,P/TBV Ratio,0.21,0.21,0.25,0.30,0.27,0.29,0.31,0.41,0.47,0.51,0.62,Upgrade
9,P/FCF Ratio,5.01,-,2.59,2.13,-0.84,-,-,-,-,4.00,7.96,Upgrade
10,P/OCF Ratio,4.09,-,2.33,1.80,-0.90,-,-,-,-,3.63,6.87,Upgrade
11,PEG Ratio,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,Upgrade
12,EV/Sales Ratio,5.29,5.10,4.69,3.53,2.02,2.06,1.48,1.51,2.22,3.04,3.46,Upgrade
13,EV/EBITDA Ratio,48.05,32.73,25.86,23.66,7.64,5.71,4.47,4.01,5.78,9.51,11.27,Upgrade
14,EV/EBIT Ratio,72.18,36.76,26.63,25.48,7.91,5.95,4.61,4.07,5.93,9.78,11.79,Upgrade
15,EV/FCF Ratio,44.85,-,18.76,13.31,-4.47,-,-,-,-,8.22,14.92,Upgrade
16,Debt / Equity Ratio,1.47,1.47,1.40,1.51,1.46,1.24,1.08,0.81,0.83,0.69,0.69,Upgrade
17,Debt / FCF Ratio,41.49,-,16.87,12.05,-5.06,-,-,-,-,5.98,9.61,Upgrade
18,Return on Capital Employed (ROCE),2.51%,2.47%,3.45%,3.65%,9.33%,10.41%,11.08%,13.74%,8.26%,6.16%,5.90%,Upgrade
19,Earnings Yield,-15.56%,-15.05%,-2.55%,-3.15%,17.49%,-12.64%,-18.20%,22.53%,15.73%,18.20%,14.74%,Upgrade
20,FCF Yield,19.95%,19.30%,38.63%,46.98%,-119.60%,-187.28%,-46.92%,-41.05%,-18.08%,25.03%,12.55%,Upgrade
21,Dividend Yield,7.95%,-,8.36%,10.84%,13.29%,8.55%,11.37%,9.88%,9.25%,10.33%,8.49%,Upgrade
22,Buyback Yield / Dilution,-0.00%,-,-0.00%,0.01%,0.01%,0.01%,-0.19%,-0.75%,-2.45%,-4.84%,-5.22%,Upgrade
23,Total Shareholder Return,7.95%,-,8.36%,10.85%,13.31%,8.56%,11.18%,9.13%,6.80%,5.49%,3.27%,Upgrade
