,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,11567290,11242974,12035747,11531255,14271276,11804110,11529596,9058968,7655896,7777902,12332847,11846823,28229437,20860895,11384088,12438892,12438892,8266681,5229559,5810518,4020671,Upgrade
1,Market Cap Growth,-4.75%,-4.75%,4.39%,27.29%,86.41%,51.76%,-6.51%,-23.53%,-72.88%,-62.72%,8.33%,-4.76%,126.94%,152.35%,117.69%,114.08%,209.37%,9.69%,-29.78%,-10.94%,-48.46%,Upgrade
2,Enterprise Value,21535462,20451324,20899261,17117200,24053518,21547878,18299494,19126049,17168140,17536816,16789454,18720582,34449110,27057966,17303595,19873865,19411043,14906857,11912827,12126099,9642542,Upgrade
3,Last Close Price,16050.00,14966.02,16021.31,15349.76,19043.30,18563.62,17168.92,13489.86,11400.53,11582.21,18440.69,17713.96,42331.83,31794.29,17350.60,18958.09,18958.09,12599.23,7978.20,8847.11,6121.88,Upgrade
4,PE Ratio,44.73,44.52,90.83,67.89,48.69,70.76,-52.70,-67.75,-,-,15.47,17.03,32.76,18.58,14.70,15.13,18.09,-,9.30,7.15,4.48,Upgrade
5,Forward PE,55.73,43.66,34.67,34.91,37.03,13.79,10.41,8.69,10.81,6.73,9.99,8.67,20.75,15.22,8.86,9.10,9.21,7.31,4.88,4.86,3.03,Upgrade
6,PS Ratio,2.39,2.38,2.60,2.39,3.24,3.17,3.58,2.78,1.87,1.41,1.80,1.71,3.16,2.07,1.29,1.49,2.44,3.00,1.39,1.32,0.82,Upgrade
7,PB Ratio,1.11,0.74,0.77,0.74,0.92,0.83,0.81,0.64,0.55,0.55,0.85,0.83,2.02,1.56,0.87,0.96,1.29,0.91,0.58,0.67,0.45,Upgrade
8,P/TBV Ratio,1.09,1.09,1.15,1.10,1.37,1.28,1.26,1.00,0.86,0.86,1.32,1.30,3.16,2.46,1.39,1.51,1.94,1.40,0.84,0.92,0.58,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,17.58,-1355.36,20.30,-,-,-2.55,-,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,17.03,86.53,17.10,-,-,-2.64,-,-,Upgrade
11,PEG Ratio,0.87,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,Upgrade
12,EV/Sales Ratio,4.55,4.32,4.52,3.55,5.45,5.78,5.68,5.86,4.19,3.18,2.44,2.71,3.86,2.68,1.96,2.39,3.80,5.41,3.17,2.74,1.96,Upgrade
13,EV/EBITDA Ratio,18.55,17.05,18.48,13.88,22.49,26.50,73.17,134.97,56.09,-,11.81,12.09,14.56,9.73,6.67,7.58,10.90,16.42,8.00,6.71,5.29,Upgrade
14,EV/EBIT Ratio,19.33,17.74,19.56,14.70,24.21,29.36,109.80,331.16,-,-,12.50,12.72,15.04,9.97,6.87,7.78,11.30,17.51,8.27,6.89,5.42,Upgrade
15,EV/FCF Ratio,-15.56,-,-,-,-,-,-,-,-,-,-,-,-,22.80,-2060.12,32.43,-,-,-5.82,-,-,Upgrade
16,Debt / Equity Ratio,0.43,0.43,0.35,0.33,0.34,0.37,0.39,0.43,0.43,0.41,0.41,0.42,0.31,0.33,0.50,0.54,0.74,0.65,0.66,0.68,0.62,Upgrade
17,Debt / EBITDA Ratio,5.47,3.98,5.43,4.78,4.78,3.85,4.00,14.67,93.30,-,6.16,5.60,1.72,3.91,4.43,1.61,1.71,15.07,3.74,6.08,8.23,Upgrade
18,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,3.77,-780.19,11.38,-,-,-2.91,-,-,Upgrade
19,Asset Turnover,0.21,0.14,0.15,0.15,0.19,0.16,0.09,0.05,0.12,0.16,0.21,0.25,0.32,0.19,0.53,0.48,0.18,0.15,0.07,0.12,Upgrade,
20,Inventory Turnover,0.18,0.22,0.15,0.17,0.17,0.21,0.17,0.11,0.06,0.13,0.17,0.25,0.27,0.41,0.20,0.65,0.48,0.20,0.07,-,0.12,Upgrade
21,Quick Ratio,0.32,0.32,0.25,0.25,0.54,0.15,0.22,0.44,0.23,0.21,0.36,0.74,0.38,0.43,0.57,0.75,0.51,0.39,0.44,0.58,0.61,Upgrade
22,Current Ratio,2.52,2.52,2.59,2.48,2.43,2.26,2.15,2.10,2.20,2.23,2.10,2.08,1.86,1.91,1.87,2.23,1.94,1.91,2.25,2.53,2.35,Upgrade
23,Return on Equity (ROE),5.44%,1.87%,2.41%,2.09%,0.02%,3.09%,4.47%,-3.34%,-11.03%,7.16%,7.41%,11.94%,7.41%,4.91%,16.85%,30.35%,-0.95%,9.99%,10.71%,4.11%,Upgrade,
24,Return on Assets (ROA),3.54%,2.02%,2.16%,2.18%,2.76%,2.70%,0.67%,-0.04%,-1.95%,1.79%,2.08%,5.28%,2.40%,3.10%,9.97%,10.46%,0.87%,4.52%,2.73%,1.92%,Upgrade,
25,Return on Capital (ROIC),4.80%,2.81%,3.06%,3.17%,4.15%,4.12%,1.02%,-0.06%,-2.97%,2.70%,3.19%,8.35%,3.64%,4.41%,14.48%,16.09%,1.31%,6.54%,3.92%,2.80%,Upgrade,
26,Return on Capital Employed (ROCE),6.13%,6.13%,5.75%,6.40%,5.39%,4.27%,0.94%,0.33%,-,-,7.60%,8.51%,15.21%,18.09%,16.65%,15.11%,11.77%,6.55%,10.41%,12.87%,13.21%,Upgrade
27,Earnings Yield,2.18%,2.25%,1.14%,1.52%,2.09%,1.46%,-1.84%,-1.40%,-1.96%,2.76%,6.74%,6.17%,3.18%,5.55%,6.80%,6.61%,5.53%,2.71%,12.26%,15.35%,24.29%,Upgrade
28,FCF Yield,-11.97%,-12.31%,-7.33%,-7.13%,-5.44%,-8.30%,-8.83%,-30.00%,-47.35%,-52.10%,-25.07%,-5.86%,3.71%,5.69%,-0.07%,4.93%,0.81%,-10.52%,-39.16%,-45.29%,-88.27%,Upgrade
29,Payout Ratio,4.10%,3.79%,11.57%,1.72%,0.83%,-,0.71%,-,-,-,99.12%,27.60%,1.15%,-,99.87%,76.40%,3.03%,-,429.30%,-,367.41%,Upgrade
30,Buyback Yield / Dilution,-15.39%,-15.39%,-14.47%,-14.47%,-10.33%,-0.53%,-1.17%,-0.38%,-1.16%,-0.43%,-1.98%,-1.19%,0.40%,-1.31%,-,-26481.23%,-1.29%,1.74%,-18.72%,99.57%,-24.46%,Upgrade
31,Total Shareholder Return,-15.39%,-15.39%,-14.47%,-14.47%,-10.33%,-0.53%,-1.17%,-0.38%,-1.16%,-0.43%,-1.98%,-1.19%,0.40%,-1.31%,-,-26481.23%,-1.29%,1.74%,-18.72%,99.57%,-24.46%,Upgrade
