,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,427.77,532.89,712.62,912.24,643.76,542.38,526.59,590.81,401.86,408.39,270.6,475.67,246.68,328.34,221.21,395.98,302.9,270.79,226.68,428.58,Upgrade
1,Trading Asset Securities,-,-,-,-,50,50,10,-,-,-,100,-,-,-,256.57,171.95,87.3,47.3,63.07,63.07,Upgrade
2,Cash & Short-Term Investments,427.77,532.89,712.62,912.24,693.76,592.38,536.59,590.81,401.86,408.39,370.6,475.67,246.68,328.34,477.78,567.93,390.2,318.09,289.75,491.64,Upgrade
3,Cash Growth,-38.34%,-10.04%,32.81%,54.40%,72.64%,45.05%,44.79%,24.21%,62.91%,24.38%,-22.43%,-16.24%,-36.78%,3.23%,64.90%,15.52%,44.49%,-13.14%,-17.39%,-4.15%,Upgrade
4,Accounts Receivable,471.18,495.04,485.16,495.73,485.86,492.95,493.35,519.5,457.81,493.52,481.57,452.9,491.29,518.02,471.14,447.67,488.42,516.08,565.26,508.27,Upgrade
5,Other Receivables,33.37,31.67,32.35,21.47,39.34,40.1,38.45,26.09,49.46,50.91,47.01,40.66,52.44,47.65,44.43,49.32,65,60.65,56.36,54.35,Upgrade
6,Receivables,504.55,562.66,517.51,573.02,525.2,579.28,531.8,567.79,507.27,584.39,528.58,534.83,543.73,619.25,515.58,534.1,553.42,606.61,621.62,599.77,Upgrade
7,Inventory,159,150.25,151.05,139.74,192.65,209.69,194.49,186.34,218.57,199.29,219.92,196.26,219.7,225.99,234.52,231.7,262.35,251.74,252.28,250.1,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,2.82,-,2.21,-,-,-,-,Upgrade
