,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Market Capitalization,3970,3376,2615,2856,3471,3643,4086,4404,3338,2912,3316,4009,5080,6912,4413,4594,5222,6194,6727,-,-,Upgrade
1,Market Cap Growth,-7.32%,-7.32%,-36.00%,-35.16%,3.99%,25.11%,23.22%,9.87%,-34.29%,-57.87%,-24.85%,-12.73%,-2.72%,11.60%,-34.40%,-,-,-,-,-,-,Upgrade
2,Enterprise Value,3931,3341,2476,2746,3361,3499,3906,4017,2950,2501,2856,3590,4661,6457,3960,4158,4786,5726,6696,-,-,Upgrade
3,Last Close Price,9.23,7.85,6.08,6.62,8.04,8.44,9.46,10.15,7.69,6.71,7.64,9.18,11.63,15.82,10.10,10.49,11.92,14.14,15.36,-,-,Upgrade
4,PE Ratio,173.09,-,-,-,274.66,-,-,-,58.34,109.32,-,-,77.22,110.54,64.63,63.24,77.11,66.17,72.25,-,-,Upgrade
5,PS Ratio,8.27,7.27,5.45,5.73,6.83,6.50,6.38,7.00,5.32,4.78,6.14,6.70,8.47,13.21,8.67,9.08,10.57,12.39,14.16,-,-,Upgrade
6,PB Ratio,3.42,2.91,2.22,2.39,2.86,3.20,3.54,3.70,2.76,2.51,2.94,3.42,4.29,6.15,3.95,4.12,4.71,5.82,6.36,-,-,Upgrade
7,P/TBV Ratio,2.98,2.98,2.29,2.40,2.93,3.23,3.57,3.73,2.79,2.54,2.97,3.44,4.29,6.15,3.95,4.12,4.71,5.82,6.37,-,-,Upgrade
8,P/FCF Ratio,-,-49.27,-,-,-73.90,-,-,-,-,-,-,-,112.38,-,-537.76,-,-84.21,-,-,-,-,Upgrade
9,P/OCF Ratio,66.89,66.89,-,-,-116.89,-,-,-,-73.85,-,241.40,-,86.46,-,-1239.68,-,-95.29,-,-,-,-,Upgrade
10,EV/Sales Ratio,8.46,7.19,5.16,5.51,6.62,6.24,6.10,6.39,4.70,4.10,5.29,6.00,7.78,12.34,7.78,8.22,9.69,11.45,14.10,-,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,602.51,-,-,-,60.29,307.43,-,-,89.89,128.08,70.41,64.65,79.44,59.53,69.49,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-3170.91,-,-,-,67.55,841.47,-,-,97.73,-,75.18,67.81,83.37,61.24,71.51,-,-,Upgrade
13,EV/FCF Ratio,-57.35,-48.74,-,-,-71.56,-,-,-,-,-,-,-,103.12,-,-482.56,-,-77.19,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.17,0.17,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,-,-,-,-,-,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,0.83,-,-,-,0.01,0.10,-,-,0.06,20.30,0.17,0.15,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,-,-2.83,-,-,-4.05,-,-,-,-,-,-,-,0.21,-,-0.81,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.19,0.16,0.13,0.82,0.27,0.24,0.18,1.02,0.53,0.21,0.18,1.02,0.32,0.43,0.20,0.84,0.29,0.52,0.25,-,Upgrade,
18,Inventory Turnover,1.66,1.11,1.18,1.19,5.09,1.31,1.51,1.65,7.26,2.34,1.07,1.45,6.89,1.65,2.44,1.63,7.19,2.05,3.88,1.93,-,Upgrade
19,Quick Ratio,7.54,7.54,8.68,10.57,8.78,7.14,7.85,8.85,6.61,10.37,10.76,13.94,9.74,14.66,18.93,20.15,12.81,15.41,16.31,10.65,9.02,Upgrade
20,Current Ratio,9.27,9.27,10.45,12.21,9.49,8.86,9.41,10.24,7.07,12.11,12.72,15.81,10.35,17.18,21.38,22.58,13.44,17.21,17.55,15.49,9.67,Upgrade
21,Return on Equity (ROE),-4.65%,-3.67%,-4.82%,20.85%,-4.92%,-5.26%,-6.41%,26.25%,8.55%,-8.99%,-6.76%,16.83%,0.54%,4.09%,1.68%,16.24%,2.79%,7.25%,0.12%,-,Upgrade,
22,Return on Assets (ROA),-2.18%,-5.35%,-2.79%,9.69%,-4.17%,-2.78%,-3.72%,14.81%,4.24%,-6.62%,-4.46%,7.46%,-0.14%,1.63%,0.68%,7.88%,1.18%,4.35%,-0.23%,-,Upgrade,
23,Return on Capital (ROIC),-2.36%,-5.75%,-3.03%,10.63%,-4.57%,-3.04%,-4.13%,16.43%,4.60%,-7.09%,-4.82%,8.05%,-0.15%,1.71%,0.72%,8.40%,1.25%,4.62%,-0.25%,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-0.08%,-,-,-,3.57%,0.25%,-,-,3.98%,-,4.67%,5.49%,5.17%,8.77%,8.84%,-,12.57%,Upgrade
25,Earnings Yield,0.56%,0.66%,0.83%,0.60%,0.36%,0.80%,1.67%,1.32%,1.71%,0.91%,0.11%,1.02%,1.29%,0.90%,1.55%,1.58%,1.30%,1.51%,1.38%,-,-,Upgrade
26,FCF Yield,-1.73%,-2.03%,-4.04%,-1.02%,-1.35%,-6.34%,-5.42%,-5.32%,-7.24%,-0.75%,-0.93%,0.31%,0.89%,-0.27%,-0.19%,-1.10%,-1.19%,-1.53%,-1.70%,-,-,Upgrade
27,Dividend Yield,0.24%,-,-,-,0.29%,-,-,-,0.68%,-,-,-,0.43%,-,-,-,0.19%,-,-,-,-,Upgrade
28,Payout Ratio,57.23%,-,-,-,4.40%,-,-,-,-,0.07%,-,-,-,22.31%,81.90%,-,-,-,-,-,-,Upgrade
29,Buyback Yield / Dilution,9.68%,1.65%,5.49%,-1.22%,30.02%,-10.52%,10.07%,-20.53%,-37.99%,22.73%,-31.95%,22.67%,9.62%,-1.91%,-15.04%,-40.40%,-4.95%,-54.38%,6.93%,-7.99%,-71.64%,Upgrade
30,Total Shareholder Return,9.92%,1.65%,5.49%,-1.22%,30.31%,-10.52%,10.07%,-20.53%,-37.32%,22.73%,-31.95%,22.67%,10.05%,-1.91%,-15.04%,-40.40%,-4.75%,-54.38%,6.93%,-7.99%,-71.64%,Upgrade
