,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,79,157,76,126,126,443,292,326,588,1357,1357,Upgrade
1,Market Cap Growth,25.00%,25.00%,-39.75%,-71.62%,-56.92%,35.77%,-50.37%,-75.98%,-56.67%,-88.41%,-93.93%,Upgrade
2,Enterprise Value,2930,2696,2353,2279,2365,2712,2767,2437,2843,3477,3106,Upgrade
3,Last Close Price,0.04,0.09,0.04,0.07,0.07,0.30,0.22,0.28,0.58,1.35,1.35,Upgrade
4,PS Ratio,0.04,0.07,0.04,0.08,0.09,0.71,-,0.55,-,0.89,0.84,Upgrade
5,PB Ratio,-0.09,-0.09,-0.05,-0.09,-0.11,-0.37,-0.30,0.81,0.95,1.69,1.14,Upgrade
6,P/FCF Ratio,-,-,-,-,18.72,-,-,-,-,-,-,Upgrade
7,P/OCF Ratio,-,-,-,-,2.00,21.31,-,-,-,-,-,Upgrade
8,EV/Sales Ratio,1.38,1.27,1.16,1.51,1.74,4.33,-,4.13,-,2.28,1.93,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,95.10,-,-,-,-,-,-,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-65.28,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,-14.14,-,-,-,352.10,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,-1.71,-1.71,-1.88,-1.96,-2.23,-2.31,-3.03,7.42,4.51,3.72,2.45,Upgrade
13,Debt / FCF Ratio,-,-,-,-,385.38,-,-,-,-,-,-,Upgrade
14,Earnings Yield,-507.04%,-256.50%,-504.79%,-273.74%,-378.23%,-78.48%,-,-79.90%,-,-192.80%,-180.32%,Upgrade
15,FCF Yield,-260.79%,-131.93%,-243.36%,-69.33%,5.34%,-1.37%,-,-25.39%,-,-47.80%,-12.89%,Upgrade
16,Buyback Yield / Dilution,-7.59%,-6.59%,-8.60%,-28.04%,-,-33.66%,-,-0.76%,-,-,-0.60%,Upgrade
17,Total Shareholder Return,-7.59%,-6.59%,-8.60%,-28.04%,-,-33.66%,-,-0.76%,-,-,-0.60%,Upgrade
