,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,102.33,171.61,104.63,161.36,160.38,220.36,185.83,207.45,227.53,231.61,Upgrade
1,Trading Asset Securities,84.72,241.84,262.14,293.88,271.39,391.27,567.6,692.35,804.69,870.66,Upgrade
2,Cash & Short-Term Investments,187.05,413.46,366.77,455.23,431.77,611.64,753.43,899.8,1032,1102,Upgrade
3,Cash Growth,-49.00%,-9.18%,-15.05%,-25.57%,-42.69%,-32.02%,-27.01%,-18.37%,-58.55%,-56.74%,Upgrade
4,Accounts Receivable,1219,883.25,914.1,555.56,712.39,524.96,1064,886.69,736.25,902.67,Upgrade
5,Other Receivables,85.34,96.93,198.17,220.83,192.29,267.25,269.72,302.36,360.67,220.15,Upgrade
6,Receivables,1354,1029,1119,782.76,909.49,828.48,1401,1246,1220,1218,Upgrade
7,Inventory,123.27,197.08,122.34,182.85,82.94,152.85,89.65,93.4,107.4,205.12,Upgrade
8,Restricted Cash,188.21,245.13,237.5,248.68,280.22,192.06,235.85,150.88,163.58,481.03,Upgrade
9,Other Current Assets,-,75.67,2.56,176.84,4.49,257.19,24.69,18.61,80.85,19.56,Upgrade
10,Total Current Assets,1852,1961,1848,1846,1709,2042,2505,2409,2604,3026,Upgrade
11,"Property, Plant & Equipment",616.76,610.28,609.62,608.09,634.66,616.66,1193,1194,1267,1302,Upgrade
12,Long-Term Investments,87.78,88.87,144.32,144.97,195.44,228.24,248.82,243.51,614.83,669.07,Upgrade
13,Goodwill,-,-,-,-,-,-,264.38,275.1,299.97,323.57,Upgrade
14,Other Intangible Assets,133.91,139.05,143.23,143.28,150.53,151.33,277.32,281.8,294.89,341.36,Upgrade
15,Long-Term Accounts Receivable,13.22,-,8.41,-,7.58,-,31.49,27.26,-,114.22,Upgrade
16,Other Long-Term Assets,-,8.43,-,8.49,-,17.76,-,7.76,125.39,36.38,Upgrade
17,Total Assets,2704,2807,2754,2751,2697,3056,4537,4455,5221,5813,Upgrade
18,Accounts Payable,942.51,1012,1077,1062,891.87,811.12,1120,583.42,743.23,770.74,Upgrade
19,Accrued Expenses,336.85,300.46,206.81,183.28,257.65,378.55,-,314.1,260.37,285.32,Upgrade
20,Short-Term Debt,-,-,-,-,-,-,-,-,6.5,-,Upgrade
21,Current Portion of Long-Term Debt,2185,2266,1754,1715,1865,1902,2061,1917,2121,1959,Upgrade
22,Current Portion of Leases,5.78,10.82,5.76,6.04,8.71,10.94,3.49,7.74,11.88,13.69,Upgrade
23,Current Income Taxes Payable,13.77,26.47,63.17,55.05,11.65,47.71,96.66,93,85.69,89.6,Upgrade
24,Current Unearned Revenue,38.32,50.64,15.04,11.8,15.46,20.46,127.41,187.25,222.65,226.78,Upgrade
25,Other Current Liabilities,139.56,103.74,133.59,104.72,104.2,109.93,40.81,101.43,172.1,398.57,Upgrade
26,Total Current Liabilities,3662,3770,3256,3138,3155,3281,3449,3204,3623,3743,Upgrade
27,Long-Term Debt,613.27,381.56,656.13,566.56,459.08,473.61,392.58,402.56,570.01,604.69,Upgrade
28,Long-Term Leases,8.5,8.16,6.13,1.9,3.85,2.87,31.3,22.16,14.82,22.42,Upgrade
29,Long-Term Unearned Revenue,28,30.39,35.11,35.16,48.71,48.53,242.14,216.09,184.96,218.15,Upgrade
30,Long-Term Deferred Tax Liabilities,33.79,34.67,35.54,36.42,37.3,38.17,85.19,88.85,95.43,102.03,Upgrade
31,Other Long-Term Liabilities,-,-,0.14,0.14,3.27,0.14,1.03,0.14,0.15,61.79,Upgrade
32,Total Liabilities,4345,4225,3989,3778,3707,3844,4202,3934,4488,4753,Upgrade
33,Common Stock,155.96,155.96,155.96,144.63,121.38,112.29,95.82,84.28,84.28,84.28,Upgrade
34,Additional Paid-In Capital,-,-,95.36,100.8,8.17,31.5,4051,4036,4036,4036,Upgrade
35,Retained Earnings,-,-1545,-1487,-1293,-1044,-872.45,-4145,-3941,-3906,-3567,Upgrade
36,Comprehensive Income & Other,-1824,-80.26,-51.1,-49.5,-101.86,-130.08,10.72,13.23,153.69,108.92,Upgrade
37,Total Common Equity,-1668,-1469,-1287,-1097,-1016,-858.74,12.44,193.3,368.37,662.71,Upgrade
38,Minority Interest,27.52,51.49,52.12,70.41,6.19,70.58,322.8,328.05,363.99,397.34,Upgrade
39,Shareholders' Equity,-1641,-1418,-1235,-1027,-1010,-788.17,335.24,521.34,732.36,1060,Upgrade
40,Total Liabilities & Equity,2704,2807,2754,2751,2697,3056,4537,4455,5221,5813,Upgrade
41,Total Debt,2812,2667,2422,2290,2337,2390,2489,2350,2724,2600,Upgrade
42,Net Cash (Debt),-2625,-2253,-2055,-1834,-1905,-1778,-1735,-1450,-1692,-1497,Upgrade
43,Net Cash Per Share,-1.42,-1.22,-1.19,-1.08,-1.41,-,-1.71,-,-1.68,-1.49,Upgrade
44,Filing Date Shares Outstanding,1848,1848,1848,1723,1452,1345,1144,1005,1005,1005,Upgrade
45,Total Common Shares Outstanding,1848,1848,1848,1723,1452,1345,1144,1005,1005,1005,Upgrade
46,Working Capital,-1809,-1810,-1408,-1292,-1446,-1239,-944.23,-795.12,-1019,-717.63,Upgrade
47,Book Value Per Share,-0.90,-0.80,-0.70,-0.64,-0.70,-0.64,0.01,0.19,0.37,0.66,Upgrade
48,Tangible Book Value,-1802,-1608,-1430,-1241,-1167,-1010,-529.27,-363.61,-226.49,-2.22,Upgrade
49,Tangible Book Value Per Share,-0.98,-0.87,-0.77,-0.72,-0.80,-0.75,-0.46,-0.36,-0.23,-0.00,Upgrade
50,Buildings,-,308.89,-,276.48,-,262.42,-,725.88,-,672.81,Upgrade
51,Machinery,-,607.56,-,584.45,-,553.12,-,640.09,-,375.1,Upgrade
52,Construction In Progress,-,32.16,-,49.24,-,48.93,-,58.16,-,81.43,Upgrade
53,Leasehold Improvements,-,2.03,-,1.51,-,1.6,-,1.71,-,2.03,Upgrade
