,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Investments in Debt Securities,210621,207859,196994,200103,212149,197838,203324,212366,203842,201358,199756,208587,224139,219522,213298,206741,218724,222944,224405,213506,Upgrade
1,Investments in Equity & Preferred Securities,64824,47636,44343,43951,51709,24272,25075,24825,40902,39876,39077,25449,48483,41797,40470,37411,40150,32535,31086,30534,Upgrade
2,Policy Loans,-,-,-,-,-,-,-,-,-,6833,6510,6308,6397,6388,6233,6290,6398,6844,7019,7255,Upgrade
3,Other Investments,71243,81465,78791,77101,65108,87620,86494,87635,67430,70694,66171,78700,57732,62775,60299,60127,54523,59154,58423,59610,Upgrade
4,Total Investments,416917,407260,389170,389867,397658,377920,382795,394010,381275,391528,383448,390670,415157,406307,395992,384174,406719,410265,418172,411548,Upgrade
5,Cash & Equivalents,25789,22884,22098,21481,20338,22137,21018,18775,19153,20951,21015,22069,22594,22114,19721,22443,26167,26970,26683,27087,Upgrade
6,Reinsurance Recoverable,59015,59283,57807,54070,42651,41140,43386,46148,45871,48929,45720,44390,44579,45009,43875,45122,45836,48208,43409,45054,Upgrade
7,Other Receivables,6451,5300,5119,5494,6315,5622,5570,5944,7224,7010,6729,6768,7101,6211,6137,6368,5943,5834,5857,6077,Upgrade
8,Separate Account Assets,435988,422979,406106,402109,377544,356912,365981,364044,348562,335245,334903,371928,399788,387799,383845,371682,367436,351408,342043,312253,Upgrade
9,"Property, Plant & Equipment",2674,2638,2615,2598,2591,2704,2711,2839,2852,1921,1827,1783,1812,1821,1788,1816,1850,1955,2029,2090,Upgrade
10,Goodwill,6275,-,-,-,5919,-,-,-,6014,-,-,-,5651,-,-,-,5714,-,-,-,Upgrade
11,Other Intangible Assets,4777,10727,10706,10399,4391,10428,10310,10499,4505,10067,9799,9726,4264,9832,9696,9785,4215,10170,10280,10413,Upgrade
12,Other Current Assets,3474,3225,3125,2715,2733,2593,2630,2554,2669,3028,2014,2514,2532,3996,4043,3039,2058,6654,1796,2485,Upgrade
13,Long-Term Deferred Tax Assets,5884,6236,6121,6467,6739,6778,6863,6766,6708,5266,5458,5313,5254,5030,4917,5160,4842,4753,4688,4494,Upgrade
