,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 3, 2025","Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Oct '23 Oct 31, 2023","Apr '23 Apr 30, 2023","Oct '22 Oct 31, 2022","Apr '22 Apr 30, 2022","Oct '21 Oct 31, 2021","Apr '21 Apr 30, 2021","Oct '20 Oct 31, 2020","Apr '20 Apr 30, 2020",+2 Quarters
0,Market Capitalization,93,108,88,69,69,56,73,101,91,117,67,Upgrade
1,Market Cap Growth,56.27%,56.27%,26.97%,23.10%,-4.60%,-44.27%,-20.40%,-13.81%,35.71%,46.99%,-30.00%,Upgrade
2,Enterprise Value,84,152,60,66,16,70,26,81,26,111,12,Upgrade
3,Last Close Price,0.34,0.40,0.33,0.28,0.28,0.25,0.32,0.45,0.47,0.61,0.35,Upgrade
4,PE Ratio,4.06,4.74,4.17,5.37,5.13,2.95,3.63,4.63,4.51,5.84,6.58,Upgrade
5,PS Ratio,0.45,0.53,0.43,0.34,0.34,0.28,0.38,0.65,0.82,1.80,1.92,Upgrade
6,PB Ratio,0.18,0.19,0.16,0.13,0.13,0.11,0.15,0.22,0.22,0.29,0.17,Upgrade
7,P/TBV Ratio,0.27,0.27,0.23,0.18,0.19,0.14,0.19,0.26,0.22,0.29,0.17,Upgrade
8,P/FCF Ratio,-,-4.72,-,-,1.62,3.71,-,11.08,4.72,8.40,-5.59,Upgrade
9,P/OCF Ratio,-,-4.72,-,-,1.62,3.70,-,11.06,4.71,8.40,-5.59,Upgrade
10,EV/Sales Ratio,0.41,0.74,0.30,0.32,0.08,0.35,0.14,0.52,0.23,1.70,0.35,Upgrade
11,EV/EBITDA Ratio,3.49,6.41,2.53,2.28,0.58,3.08,1.25,2.55,0.83,4.19,0.93,Upgrade
12,EV/EBIT Ratio,4.08,7.36,2.90,2.35,0.61,3.77,1.38,2.67,0.84,4.25,0.96,Upgrade
13,EV/FCF Ratio,-3.67,-6.63,-,-,0.38,4.60,-,8.84,1.33,7.93,-1.01,Upgrade
14,Debt / Equity Ratio,0.09,0.09,0.10,0.09,0.09,0.09,0.15,0.09,0.05,0.06,0.06,Upgrade
15,Debt / FCF Ratio,-,-2.17,-,-,1.09,2.99,-,4.67,1.14,1.66,-2.02,Upgrade
16,Return on Capital Employed (ROCE),3.63%,3.63%,3.76%,5.08%,5.00%,3.62%,3.82%,6.56%,7.38%,6.42%,3.24%,Upgrade
17,Earnings Yield,24.47%,21.10%,24.00%,18.62%,19.49%,33.85%,27.57%,21.59%,22.17%,17.12%,15.19%,Upgrade
18,FCF Yield,-24.57%,-21.19%,-32.07%,29.46%,61.62%,26.99%,-5.17%,9.02%,21.20%,11.90%,-17.90%,Upgrade
19,Buyback Yield / Dilution,-11.13%,-9.39%,-12.95%,-9.03%,-4.08%,-3.54%,-18.12%,-14.11%,-,-,-,Upgrade
20,Total Shareholder Return,-11.13%,-9.39%,-12.95%,-9.03%,-4.08%,-3.54%,-18.12%,-14.11%,-,-,-,Upgrade
