,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Oct '23 Oct 31, 2023","Apr '23 Apr 30, 2023","Oct '22 Oct 31, 2022","Apr '22 Apr 30, 2022","Oct '21 Oct 31, 2021","Apr '21 Apr 30, 2021","Oct '20 Oct 31, 2020","Apr '20 Apr 30, 2020",+2 Quarters
0,Operating Revenue,102.5,99.69,103.18,99.9,101.09,102.4,89.32,64.22,47.73,17.79,Upgrade
1,Other Revenue,1.16,1.55,0.4,1.58,-0.22,-0.96,2.63,-0.74,0.15,-0.49,Upgrade
2,Revenue,103.66,101.24,103.58,101.47,100.87,101.44,91.95,63.48,47.88,17.3,Upgrade
3,Revenue Growth (YoY),0.07%,-0.23%,2.69%,0.03%,9.71%,59.81%,92.03%,266.95%,169.75%,24.23%,Upgrade
4,Cost of Revenue,-,1,-,2.05,2.25,4.69,-,-,-,-,Upgrade
5,Gross Profit,103.66,100.24,103.58,99.43,98.62,96.75,91.95,63.48,47.88,17.3,Upgrade
6,"Selling, General & Admin",81.53,90.7,81.31,87.99,77.2,92.17,72.26,51.17,28.81,9.56,Upgrade
7,Other Operating Expenses,-,0.03,-,-0.69,-,-,-,-,-,-,Upgrade
8,Operating Expenses,84.81,98.41,84.59,90.25,80.86,95.98,73.7,51.56,29.19,9.95,Upgrade
9,Operating Income,18.84,1.83,18.99,9.17,17.76,0.77,18.25,11.92,18.69,7.35,Upgrade
10,Interest Expense,-1.52,-1.7,-1.19,-0.88,-0.5,-0.43,-0.16,-0.15,-0.21,-0.31,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,0,Upgrade
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,0.09,Upgrade
13,EBT Excluding Unusual Items,17.33,0.13,17.8,8.29,17.26,0.34,18.09,11.77,18.48,7.13,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,-0.02,-,5.49,-4.13,-2.01,-4.26,-1.44,Upgrade
15,Gain (Loss) on Sale of Assets,-,0.94,-,-,-,-,0.79,0.18,-,-,Upgrade
16,Asset Writedown,-2.86,-3.39,-2.34,-2.69,-2.31,5.46,0.85,-0.61,-1.72,1.62,Upgrade
17,Other Unusual Items,-,7.97,-,2.24,-,-1.15,-,-,-,-,Upgrade
18,Pretax Income,14.46,5.66,15.46,7.82,14.95,10.14,15.6,9.34,12.5,7.32,Upgrade
19,Income Tax Expense,-0.51,4.58,-0.51,3.14,-0.95,1.84,-0.21,1.6,-0,-0.25,Upgrade
20,Earnings From Continuing Operations,14.97,1.08,15.97,4.69,15.89,8.3,15.81,7.73,12.51,7.57,Upgrade
21,Minority Interest in Earnings,-0.71,7.52,-3.45,-4.29,-2.78,-2.35,-1.72,-,-,-,Upgrade
22,Net Income,14.26,8.61,12.52,0.39,13.12,5.95,14.09,7.73,12.51,7.57,Upgrade
23,Net Income to Common,14.26,8.61,12.52,0.39,13.12,5.95,14.09,7.73,12.51,7.57,Upgrade
24,Net Income Growth,13.89%,2089.82%,-4.56%,-93.39%,-6.90%,-23.06%,12.65%,2.19%,371.71%,-43.17%,Upgrade
25,Shares Outstanding (Basic),271,267,248,236,227,227,219,192,192,192,Upgrade
26,Shares Outstanding (Diluted),271,267,248,236,227,227,219,192,192,192,Upgrade
27,Shares Change (YoY),9.39%,12.95%,9.03%,4.08%,3.54%,18.12%,14.11%,-,-,-,Upgrade
28,EPS (Basic),0.05,0.03,0.05,0.00,0.06,0.03,0.06,0.04,0.07,0.04,Upgrade
29,EPS (Diluted),0.05,0.03,0.05,0.00,0.06,0.03,0.06,0.04,0.07,0.04,Upgrade
30,EPS Growth,4.11%,1838.97%,-12.46%,-93.65%,-10.09%,-34.86%,-1.28%,2.19%,371.72%,-43.17%,Upgrade
31,Free Cash Flow,4.65,-27.61,-0.62,21.04,21.68,-6.48,2.73,6.39,12.96,0.99,Upgrade
32,Free Cash Flow Per Share,0.02,-0.10,-0.00,0.09,0.10,-0.03,0.01,0.03,0.07,0.01,Upgrade
33,Operating Margin,18.18%,1.81%,18.33%,9.04%,17.60%,0.76%,19.85%,18.78%,39.04%,42.51%,Upgrade
34,Profit Margin,13.75%,8.50%,12.08%,0.39%,13.00%,5.87%,15.32%,12.18%,26.12%,43.74%,Upgrade
35,Free Cash Flow Margin,4.49%,-27.27%,-0.59%,20.73%,21.49%,-6.39%,2.96%,10.07%,27.07%,5.71%,Upgrade
36,EBITDA,22.13,1.63,22.27,6.72,21.42,1.25,19.68,11.88,19.07,7.31,Upgrade
37,D&A For EBITDA,3.29,-0.2,3.29,-2.45,3.66,0.48,1.43,-0.04,0.38,-0.04,Upgrade
38,EBIT,18.84,1.83,18.99,9.17,17.76,0.77,18.25,11.92,18.69,7.35,Upgrade
