,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+10 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+10 Quarters
0,Market Capitalization,22,25,31,36,213,99,54,82,97,88,193,187,336,265,269,185,193,92,84,118,188,Upgrade
1,Market Cap Growth,-74.86%,-74.86%,-42.27%,-55.96%,119.93%,12.65%,-72.03%,-56.13%,-71.13%,-66.70%,-28.13%,1.36%,73.91%,186.36%,220.00%,57.14%,2.68%,-37.14%,-41.86%,-42.86%,-35.07%,Upgrade
2,Enterprise Value,20,15,18,-7,170,53,8,8,23,48,153,149,297,244,248,177,185,87,79,105,176,Upgrade
3,Last Close Price,0.18,0.20,0.25,0.29,1.71,0.90,0.49,0.83,0.98,0.89,2.30,2.23,4.00,3.15,3.20,2.20,2.30,1.10,1.00,1.40,2.24,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,20.98,39.87,75.80,38.11,-,-73.68,-13.27,-,-,Upgrade
5,PS Ratio,0.12,0.14,0.17,0.19,1.30,0.64,0.35,0.40,0.32,0.18,0.30,0.28,0.53,0.53,0.69,0.56,0.80,0.45,0.45,-,0.96,Upgrade
6,PB Ratio,0.52,0.58,0.72,0.62,3.64,1.80,0.88,1.33,1.25,1.14,3.15,3.05,-,4.48,5.17,3.55,-,1.75,1.77,2.48,-,Upgrade
7,P/TBV Ratio,0.58,0.58,0.72,0.62,3.64,1.80,0.88,1.33,1.25,1.14,3.15,3.05,-,4.48,5.13,3.52,-,1.75,1.78,2.49,-,Upgrade
8,EV/Sales Ratio,0.11,0.08,0.10,-,1.04,0.34,0.05,0.04,0.08,0.10,0.24,0.22,0.47,0.49,0.64,0.53,0.77,0.42,0.42,-,0.89,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,14.49,21.38,32.68,19.52,21.53,192.50,-21.55,-,-,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,16.68,35.17,170.26,-,-,-,-8.91,-,-,Upgrade
11,Debt / Equity Ratio,0.10,0.10,0.10,0.08,0.08,0.04,0.05,0.05,0.05,0.05,0.08,0.08,-,0.09,0.13,0.13,-,0.23,0.22,0.22,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,0.27,0.44,3.68,-,2.07,0.50,-,-,Upgrade
13,Asset Turnover,2.01,1.85,2.25,2.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,12.15,5.60,5.35,6.26,12.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,1.28,1.28,1.28,1.62,1.62,2.17,-,3.58,-,2.90,-,1.73,-,1.41,-,1.68,-,1.66,-,1.65,-,Upgrade
16,Current Ratio,2.15,2.15,2.15,2.70,2.70,2.32,-,3.86,-,3.04,-,1.80,-,1.45,-,1.80,-,1.76,-,1.76,-,Upgrade
17,Return on Equity (ROE),-72.05%,-61.06%,-35.73%,-36.86%,-46.12%,-48.31%,-55.41%,-30.93%,-44.54%,-22.25%,-,-,26.55%,25.46%,-,-,-7.54%,29.44%,-,-,Upgrade,
18,Return on Assets (ROA),-24.50%,-22.59%,-14.58%,-14.27%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-40.58%,-34.81%,-21.21%,-22.26%,-27.91%,-29.31%,-29.77%,-16.58%,-26.94%,-11.96%,-,-,17.55%,13.77%,-,-,-4.63%,12.72%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,11.44%,-,-,-,-,-,-,-,Upgrade
21,Earnings Yield,-115.89%,-104.30%,-80.11%,-68.18%,-13.62%,-30.04%,-57.02%,-32.58%,-24.57%,-10.12%,1.30%,4.93%,4.77%,2.51%,1.32%,2.62%,2.47%,-1.36%,-7.53%,-,-10.12%,Upgrade
22,FCF Yield,-176.49%,-158.84%,-107.52%,-75.83%,-6.43%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-19.17%,-13.12%,-19.46%,-22.47%,-22.36%,-17.42%,-24.35%,-17.75%,-17.86%,-11.84%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Total Shareholder Return,-19.17%,-13.12%,-19.46%,-22.47%,-22.36%,-17.42%,-24.35%,-17.75%,-17.86%,-11.84%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
