,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,514.29,364.15,522.49,217.49,342.81,593.71,683.06,775.85,532.85,592.28,Upgrade
1,Short-Term Investments,-,249.35,5.09,76.74,-,135.46,-,135.54,55.8,303.55,Upgrade
2,Trading Asset Securities,57.75,11.9,103.19,93.4,394.93,78.12,507.76,35.19,1093,255.27,Upgrade
3,Cash & Short-Term Investments,572.03,625.4,630.77,387.63,737.73,807.28,1191,946.58,1682,1151,Upgrade
4,Cash Growth,-9.31%,61.34%,-14.50%,-51.98%,-38.05%,-14.72%,-29.19%,-17.77%,47.88%,16.08%,Upgrade
5,Accounts Receivable,1439,1434,824.98,697.19,434.72,627.57,441.38,253.25,449.45,574.78,Upgrade
6,Other Receivables,-,720.54,-,-,-,-,-,-,-,-,Upgrade
7,Receivables,1439,2155,824.98,697.19,434.72,628.56,441.38,254.23,449.45,675.77,Upgrade
8,Inventory,2349,1950,1307,1067,1344,1060,809.42,948.5,1047,878.67,Upgrade
9,Prepaid Expenses,-,-,-,-,-,0.95,-,0.57,-,0.28,Upgrade
10,Other Current Assets,2833,1554,3391,2767,2137,1021,753.36,789.18,2852,1795,Upgrade
11,Total Current Assets,7193,6284,6154,4919,4653,3518,3195,2939,6030,4500,Upgrade
12,"Property, Plant & Equipment",13533,13832,12871,11173,9622,7513,6748,5440,5225,5359,Upgrade
13,Long-Term Investments,3.41,3.41,3.41,3.41,3.41,3.41,3.35,3.35,4.18,4.18,Upgrade
14,Goodwill,-,-,108.43,108.43,108.43,108.43,-,-,-,-,Upgrade
15,Other Intangible Assets,40.84,47.01,64.2,73.28,89.58,94.29,105.49,117.59,132.8,147.31,Upgrade
16,Long-Term Accounts Receivable,-,-,-,-,-,-,522.12,590.95,579.51,275.16,Upgrade
17,Long-Term Deferred Tax Assets,10.38,19.52,48.94,37.08,17.74,11.35,7.22,7.24,15.32,13.21,Upgrade
18,Other Long-Term Assets,697.17,816.75,1456,1945,2139,3030,1995,1921,765.26,113.14,Upgrade
19,Total Assets,21478,21002,20706,18259,16633,14278,12576,11019,12752,10412,Upgrade
20,Accounts Payable,2105,2604,1238,1398,1758,2096,1616,1013,1001,1172,Upgrade
21,Accrued Expenses,86.56,169.38,-,96.06,-,102.83,-,165.83,-,243.82,Upgrade
22,Short-Term Debt,6963,5915,7669,6949,4630,4309,3304,3036,5338,4096,Upgrade
23,Current Portion of Long-Term Debt,1679,1199,498.74,279,1043,-,-,-,-,-,Upgrade
24,Current Portion of Leases,36.43,32.96,34.06,3.74,5.05,4.24,2.16,2.1,1.73,1.67,Upgrade
25,Current Income Taxes Payable,54.11,54.81,56.56,52.23,90.35,99.11,85.21,150.11,107.41,83.46,Upgrade
26,Current Unearned Revenue,-,348.09,-,172.7,-,252.14,-,176.07,-,176.56,Upgrade
27,Other Current Liabilities,2476,2097,3628,1658,1763,675.84,1037,480.68,865.85,554.07,Upgrade
28,Total Current Liabilities,13401,12420,13124,10609,9290,7539,6044,5023,7314,6328,Upgrade
29,Long-Term Debt,2899,3076,3152,3270,2677,1941,1652,1162,1230,-,Upgrade
30,Long-Term Leases,30.56,48.55,61.24,18.53,23.15,18.91,13.03,14.14,9.61,10.44,Upgrade
31,Long-Term Deferred Tax Liabilities,55.66,55.34,35.09,35.31,38.44,38.66,26.6,27.37,16.63,18.06,Upgrade
32,Other Long-Term Liabilities,577.57,1041,-,-,-,-,-,-,-,-,Upgrade
33,Total Liabilities,16964,16640,16373,13933,12028,9538,7736,6227,8570,6356,Upgrade
34,Common Stock,102.66,102.66,102.66,102.66,102.66,102.66,102.66,102.66,102.66,102.66,Upgrade
35,Additional Paid-In Capital,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,Upgrade
36,Retained Earnings,3786,3632,3566,3540,3785,3910,3980,3950,3347,3178,Upgrade
37,Comprehensive Income & Other,-707.51,-706.01,-697.53,-697.53,-697.53,-698.86,-696.77,-692.44,-644.79,-596.12,Upgrade
38,Total Common Equity,4533,4381,4324,4298,4543,4666,4739,4713,4158,4037,Upgrade
39,Minority Interest,-19.06,-19.37,9.22,27.97,61.98,74.55,101.9,79,24.59,19.46,Upgrade
40,Shareholders' Equity,4514,4361,4333,4326,4605,4741,4840,4792,4182,4056,Upgrade
41,Total Liabilities & Equity,21478,21002,20706,18259,16633,14278,12576,11019,12752,10412,Upgrade
42,Total Debt,11609,10272,11415,10521,8378,6273,4971,4214,6579,4108,Upgrade
43,Net Cash (Debt),-11037,-9646,-10784,-10133,-7640,-5465,-3780,-3268,-4897,-2957,Upgrade
44,Net Cash Per Share,-9.53,-8.33,-9.17,-8.55,-6.54,-4.65,-3.21,-2.77,-4.14,-2.21,Upgrade
45,Filing Date Shares Outstanding,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,Upgrade
46,Total Common Shares Outstanding,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,Upgrade
47,Working Capital,-6208,-6136,-6970,-5690,-4637,-4022,-2849,-2084,-1284,-1827,Upgrade
48,Book Value Per Share,3.81,3.68,3.63,3.61,3.82,3.92,3.98,3.96,3.49,3.39,Upgrade
49,Tangible Book Value,4492,4334,4151,4116,4345,4463,4633,4595,4025,3889,Upgrade
50,Tangible Book Value Per Share,3.78,3.64,3.49,3.46,3.65,3.75,3.89,3.86,3.38,3.27,Upgrade
51,Buildings,-,3647,-,1416,-,1330,-,1254,-,1253,Upgrade
52,Machinery,-,13327,-,6389,-,6234,-,6178,-,6191,Upgrade
53,Construction In Progress,-,176.72,-,6603,-,2777,-,813.05,-,279.85,Upgrade
