,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2721,2683,2870,3131,4055,4129,4100,4778,5218,4092,4517,Upgrade
1,Market Cap Growth,-30.77%,-14.29%,-29.23%,-24.19%,-1.09%,-13.57%,-21.43%,16.76%,15.51%,-0.54%,4.12%,Upgrade
2,Enterprise Value,-567,-577,-305,-287,467,261,225,633,1122,-32,1310,Upgrade
3,Last Close Price,7.30,7.07,7.26,7.80,9.79,9.86,9.53,10.99,11.72,9.10,9.79,Upgrade
4,PE Ratio,9.71,11.41,-,7.41,-,-,-,4.84,7.19,8.97,6.21,Upgrade
5,PS Ratio,2.52,4.57,-,6.46,-,-7.43,-4509.98,4.45,6.29,8.31,6.94,Upgrade
6,PB Ratio,0.37,0.35,0.39,0.42,0.58,0.57,0.54,0.50,0.56,0.53,0.60,Upgrade
7,P/TBV Ratio,0.37,0.37,0.40,0.44,0.59,0.59,0.56,0.51,0.57,0.54,0.62,Upgrade
8,P/FCF Ratio,8.97,479.08,-,134.22,-,211.17,-,18.34,25.35,30.86,69.07,Upgrade
9,P/OCF Ratio,8.25,293.62,-,101.00,-,93.05,34.86,17.76,23.11,21.90,28.57,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,-,0.59,1.35,-,2.01,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,0.92,2.55,-,5.77,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,0.96,2.76,-,7.08,Upgrade
13,EV/FCF Ratio,-1.87,-,-,-,-,13.33,-,2.43,5.45,-,20.04,Upgrade
14,Debt / Equity Ratio,0.04,0.04,0.05,0.04,0.00,0.01,0.01,0.01,0.01,0.02,0.02,Upgrade
15,Debt / FCF Ratio,1.02,55.41,-,12.54,-,4.08,-,0.35,0.58,1.08,2.63,Upgrade
16,Return on Capital Employed (ROCE),5.91%,3.88%,-,3.22%,-,-,-,6.91%,4.34%,0.36%,2.43%,Upgrade
17,Earnings Yield,12.22%,8.76%,-,13.50%,-,-16.65%,-1.20%,20.66%,13.90%,11.15%,16.10%,Upgrade
18,FCF Yield,11.15%,0.21%,-,0.75%,-,0.47%,2.23%,5.45%,3.94%,3.24%,1.45%,Upgrade
19,Dividend Yield,5.75%,1.70%,-,2.56%,-,4.26%,4.41%,3.82%,3.58%,4.62%,4.29%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-0.00%,0.00%,0.00%,-,-0.00%,Upgrade,
21,Total Shareholder Return,5.75%,1.70%,-,2.56%,-,4.26%,4.41%,3.82%,3.58%,4.62%,4.29%,Upgrade
