,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4522,4675,4392,5549,6316,7432,8586,10006,8482,9195,10230,10464,14762,10674,10576,6354,5836,5980,4932,3537,3242,Upgrade
1,Market Cap Growth,-37.09%,-37.09%,-48.85%,-44.54%,-25.53%,-19.18%,-16.08%,-4.38%,-42.54%,-13.85%,-3.27%,64.68%,152.96%,78.50%,114.45%,79.64%,79.98%,87.39%,44.19%,-15.52%,-11.32%,Upgrade
2,Enterprise Value,5259,5173,5109,5590,6358,7380,8593,9618,8094,8498,9594,9221,13519,9810,10300,6497,5978,6045,5287,3198,3371,Upgrade
3,Last Close Price,7.66,7.92,7.34,9.27,10.55,12.41,14.62,17.04,14.44,15.66,17.42,17.96,25.34,18.32,18.18,11.64,10.69,12.39,10.22,7.30,6.69,Upgrade
4,PE Ratio,-,-,-,-,19.92,18.96,16.05,17.48,14.95,14.64,16.25,17.75,26.06,19.30,25.17,18.84,29.10,65.41,86.99,-,49.74,Upgrade
5,Forward PE,31.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,26.48,Upgrade
6,PS Ratio,0.77,0.79,0.69,0.83,0.92,1.05,1.24,1.51,1.32,1.51,1.78,1.91,2.81,2.11,2.31,1.50,1.63,1.49,1.36,1.10,1.03,Upgrade
7,PB Ratio,0.98,1.00,0.93,1.15,1.33,1.58,1.86,2.25,1.97,2.22,2.59,2.78,4.01,3.03,3.13,1.94,2.03,2.45,2.05,1.48,1.12,Upgrade
8,P/TBV Ratio,1.77,1.77,1.61,1.92,2.30,2.71,3.32,4.13,3.68,3.89,4.65,5.13,7.74,6.27,6.47,3.79,4.68,3.04,2.50,1.82,2.46,Upgrade
9,P/FCF Ratio,-,-,-,-,-15.30,-,-,-,-10.47,-,-43.23,-,14.01,7.40,7.91,8.19,9.76,25.79,-,-,21.76,Upgrade
10,P/OCF Ratio,115.39,115.39,141.80,-,30.88,24.06,45.31,-,342.04,-,22.91,-,9.22,5.54,5.95,5.37,6.30,10.26,-,-,9.32,Upgrade
11,EV/Sales Ratio,0.89,0.88,0.81,0.84,0.93,1.04,1.24,1.45,1.26,1.40,1.67,1.68,2.57,1.94,2.25,1.54,1.67,1.50,1.46,0.99,1.07,Upgrade
12,EV/EBITDA Ratio,-,-,-,16.27,11.39,12.37,11.50,12.48,10.93,9.81,11.52,11.57,17.93,13.46,17.01,12.87,16.99,18.65,20.88,15.73,15.48,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,18.71,15.60,16.46,14.47,12.30,14.41,14.59,22.64,16.91,22.37,17.66,27.35,31.11,37.70,-,24.35,Upgrade
14,EV/FCF Ratio,-8.71,-,-,-,-15.40,-,-,-,-9.99,-,-40.54,-,12.83,6.80,7.70,8.37,10.00,26.08,-,-,22.63,Upgrade
15,Debt / Equity Ratio,0.48,0.48,0.39,0.35,0.15,0.16,0.15,0.14,0.12,0.11,0.10,0.11,0.08,0.11,0.14,0.24,0.34,0.20,0.24,0.24,0.41,Upgrade
16,Debt / EBITDA Ratio,209.76,-,-,23.60,3.02,2.16,0.82,0.70,1.59,0.49,0.41,0.49,0.35,0.47,0.60,1.22,1.16,1.49,1.47,24.70,1.95,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-1.76,-,-,-,-0.63,-,-1.63,-,0.29,0.27,0.35,1.00,1.64,2.06,-,-,7.89,Upgrade
18,Asset Turnover,0.40,0.45,0.47,0.60,0.63,0.66,0.57,0.73,0.64,0.61,0.56,0.66,0.59,0.64,0.64,0.95,0.71,0.81,0.36,1.36,Upgrade,
19,Inventory Turnover,1.21,1.10,1.29,1.27,1.48,1.65,1.48,1.22,1.59,1.17,1.15,1.16,1.33,1.31,1.62,1.83,2.85,1.78,2.20,1.06,4.31,Upgrade
20,Quick Ratio,0.58,0.58,0.61,0.61,0.56,0.55,0.55,0.51,0.56,0.51,0.51,0.50,0.60,0.58,0.63,0.66,0.69,0.57,0.74,0.57,0.83,Upgrade
21,Current Ratio,1.14,1.14,1.18,1.26,1.10,1.14,1.15,1.16,1.15,1.20,1.19,1.18,1.17,1.17,1.20,1.24,1.16,1.32,1.38,1.38,1.28,Upgrade
22,Return on Equity (ROE),-9.22%,-5.33%,-1.73%,2.05%,1.73%,11.65%,12.30%,9.51%,16.77%,18.29%,13.54%,18.42%,19.75%,15.94%,13.45%,22.86%,5.24%,8.23%,-4.87%,6.59%,Upgrade,
23,Return on Assets (ROA),-1.48%,-2.02%,-0.72%,-0.28%,0.81%,3.33%,4.18%,0.67%,4.72%,4.58%,4.06%,4.16%,4.76%,4.64%,4.30%,6.17%,2.63%,3.03%,-1.19%,5.55%,Upgrade,
24,Return on Capital (ROIC),-2.92%,-3.90%,-1.43%,-0.58%,1.69%,7.04%,9.23%,1.53%,10.80%,10.58%,9.69%,10.13%,10.80%,9.26%,7.81%,10.55%,4.08%,4.51%,-1.87%,8.74%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-,-,-,7.27%,10.17%,11.12%,11.06%,14.27%,14.42%,14.28%,13.80%,13.72%,11.25%,9.35%,6.13%,7.43%,5.46%,-,3.87%,Upgrade
26,Earnings Yield,-3.48%,-3.37%,-0.74%,2.93%,5.02%,5.28%,6.23%,5.72%,6.69%,6.83%,6.15%,5.63%,3.84%,5.18%,3.97%,5.31%,3.44%,1.53%,1.15%,0.77%,2.01%,Upgrade
27,FCF Yield,-13.35%,-12.91%,-13.28%,-9.25%,-6.54%,-6.97%,-7.56%,-5.35%,-9.55%,-8.41%,-2.31%,1.47%,7.14%,13.51%,12.65%,12.21%,10.24%,3.88%,1.49%,4.36%,4.59%,Upgrade
