,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1356,1423,1392,1687,1782,1798,1553,1935,1634,1492,1369,1566,1291,1252,1139,1367,817.52,891.71,492.6,1811,Upgrade
1,Other Revenue,-14.24,14.24,-,32.31,-4.74,4.74,-,16,-9.88,9.88,-,11.83,-,-,-,7.35,-,-,-,8.2,Upgrade
2,Revenue,1342,1437,1392,1720,1777,1803,1553,1951,1624,1502,1369,1578,1291,1252,1139,1374,817.52,891.71,492.6,1819,Upgrade
3,Revenue Growth (YoY),-24.49%,-20.30%,-10.39%,-11.86%,9.44%,20.05%,13.49%,23.66%,25.81%,19.94%,20.14%,14.79%,57.90%,40.42%,131.28%,-24.46%,97.74%,79.55%,19.91%,275.96%,Upgrade
4,Cost of Revenue,1007,1081,1002,1161,1313,1221,1014,1339,1006,928.71,876.28,925.67,788.37,778.79,688.6,912.26,514.3,622.97,320.45,1255,Upgrade
5,Gross Profit,335.45,356.25,390.44,558.88,463.97,581.77,539.4,611.92,618.59,573.08,492.47,651.92,502.51,473.34,450.66,462.12,303.22,268.74,172.15,564.31,Upgrade
6,"Selling, General & Admin",243.14,289.47,274.82,354.89,296.35,289.66,237.62,396.03,264.68,266.12,239.35,333.18,226.34,225.06,231.7,157.81,206.9,151.19,149.11,330.27,Upgrade
7,Research & Development,155.76,161.84,144.69,207.46,136.57,126.73,117.07,164.74,142.26,136.17,96.08,157.89,111.27,97.76,98.83,75.6,78.29,58.91,53.73,82.34,Upgrade
8,Other Operating Expenses,2.05,-12.06,6.22,31.93,-17.03,4.51,0.73,19.29,5.01,-2.04,-1.5,21.96,-1.1,2.6,0.39,52.61,-28.88,2.02,-6.95,9,Upgrade
9,Operating Expenses,414.22,458.32,424.87,571.67,427.6,435.33,356.48,583.24,425.87,393.22,334.32,491.74,334.8,327.21,327.45,319.15,255.02,215.13,198.37,445.57,Upgrade
10,Operating Income,-78.78,-102.08,-34.43,-12.79,36.37,146.45,182.93,28.69,192.72,179.86,158.16,160.18,167.72,146.13,123.21,142.97,48.2,53.61,-26.22,118.74,Upgrade
11,Interest Expense,-14.58,-11.8,-12.8,-13.87,-4.54,-7.12,-9.99,-5.36,-3.69,-5.72,-2.08,-11.9,-0.11,-8.63,-3.4,-22.4,-,-11.97,-12.24,-37.38,Upgrade
12,Interest & Investment Income,2.15,0.41,2.01,2.18,1.79,1.14,1.73,2.43,2.22,5.96,4.85,7.42,5.71,3.71,2.54,2.66,6.13,4.5,3.06,3.49,Upgrade
13,Currency Exchange Gain (Loss),-1.46,1.46,-,-19.96,15.73,-15.73,-,4.61,-5.7,5.7,-,-3.86,-0.28,0.28,-,-6.96,7.65,-7.65,-,-2.63,Upgrade
