,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,60.21,81.03,85.75,127.69,91.61,77.14,53.5,84.57,31.89,100.8
1,Revenue Growth (YoY),-29.79%,-36.54%,-6.39%,65.53%,71.23%,-8.79%,67.79%,-16.10%,-71.26%,-0.78%
2,Cost of Revenue,47.58,54.58,70.29,98.49,78.86,74.05,45.18,80.09,34.28,74.32
3,Gross Profit,12.63,26.45,15.47,29.2,12.75,3.09,8.32,4.49,-2.4,26.48
4,"Selling, General & Admin",16.36,19.99,16.32,20.12,16.97,17.1,13.55,21.55,14.54,22.47
5,Operating Expenses,16.36,19.99,16.32,20.12,16.97,17.1,13.55,21.75,15.47,22.3
6,Operating Income,-3.73,6.46,-0.85,9.08,-4.22,-14.02,-5.23,-17.26,-17.87,4.18
7,Interest Expense,-0.09,-0.12,-0.23,-0.38,-0.24,-0.17,-0.06,-0.06,-0.07,-0.07
8,Interest & Investment Income,0.57,0.69,0.68,0.36,0.03,0.04,0.01,0.12,0.1,0.39
9,Currency Exchange Gain (Loss),-,0.55,-,2.86,-,-0.67,-,-0.22,-,0.43
10,Other Non Operating Income (Expenses),0.48,-0.32,1.09,0.4,0.48,0.14,0.08,0.15,0.16,0.07
11,EBT Excluding Unusual Items,-2.77,7.25,0.69,12.32,-3.95,-14.69,-5.2,-17.27,-17.68,4.99
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-0.04,0.1,0.03,0.03
13,Gain (Loss) on Sale of Assets,-,0.04,-,-0.02,-,-,-,-,-,-
14,Pretax Income,-2.77,7.29,0.69,12.3,-3.95,-14.69,-5.24,-17.17,-17.65,5.02
15,Income Tax Expense,0.18,0.83,0.15,-0.84,0.87,0.37,-0.13,-1.69,-1.71,0.41
16,Earnings From Continuing Operations,-2.96,6.46,0.54,13.14,-4.82,-15.06,-5.11,-15.48,-15.94,4.61
17,Net Income,-2.96,6.46,0.54,13.14,-4.82,-15.06,-5.11,-15.48,-15.94,4.61
18,Net Income to Common,-2.96,6.46,0.54,13.14,-4.82,-15.06,-5.11,-15.48,-15.94,4.61
19,Net Income Growth,-,-50.82%,-,-,-,-,-,-,-,-38.42%
20,Shares Outstanding (Basic),1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
21,Shares Outstanding (Diluted),1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
22,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.15%
23,EPS (Basic),-0.00,0.00,0.00,0.01,-0.00,-0.01,-0.00,-0.01,-0.01,0.00
24,EPS (Diluted),-0.00,0.00,0.00,0.01,-0.00,-0.01,-0.00,-0.01,-0.01,0.00
25,EPS Growth,-,-50.85%,-,-,-,-,-,-,-,-38.33%
26,Free Cash Flow,4.24,-1.56,-4,3.28,-8.92,-14.06,-2.45,2.65,0.22,-5.56
27,Free Cash Flow Per Share,0.00,-0.00,-0.00,0.00,-0.00,-0.01,-0.00,0.00,0.00,-0.00
28,Operating Margin,-6.19%,7.98%,-1.00%,7.11%,-4.60%,-18.17%,-9.78%,-20.41%,-56.04%,4.15%
29,Profit Margin,-4.91%,7.97%,0.63%,10.29%,-5.26%,-19.52%,-9.55%,-18.31%,-49.99%,4.57%
30,Free Cash Flow Margin,7.04%,-1.93%,-4.67%,2.57%,-9.74%,-18.23%,-4.59%,3.14%,0.70%,-5.52%
31,EBITDA,-2.17,8.12,0.69,11.14,-2.86,-11.72,-3.38,-15.31,-16.07,5.55
32,D&A For EBITDA,1.56,1.66,1.54,2.06,1.36,2.29,1.85,1.95,1.8,1.37
33,EBIT,-3.73,6.46,-0.85,9.08,-4.22,-14.02,-5.23,-17.26,-17.87,4.18
